x,y,TOTAL_SNOW_FLAG,LOCAL_YEAR,MEAN_TEMPERATURE,DIRECTION_MAX_GUST_FLAG,LOCAL_MONTH,MIN_REL_HUMIDITY,TOTAL_PRECIPITATION,MIN_TEMPERATURE,MAX_TEMPERATURE_FLAG,SPEED_MAX_GUST_FLAG,TOTAL_RAIN_FLAG,COOLING_DEGREE_DAYS,MAX_REL_HUMIDITY,LOCAL_DAY,MAX_REL_HUMIDITY_FLAG,LOCAL_DATE,MEAN_TEMPERATURE_FLAG,DIRECTION_MAX_GUST,TOTAL_PRECIPITATION_FLAG,SNOW_ON_GROUND,MAX_TEMPERATURE,MIN_TEMPERATURE_FLAG,PROVINCE_CODE,SPEED_MAX_GUST,HEATING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,STATION_NAME,HEATING_DEGREE_DAYS_FLAG,CLIMATE_IDENTIFIER,TOTAL_RAIN,MIN_REL_HUMIDITY_FLAG,TOTAL_SNOW,ID,SNOW_ON_GROUND_FLAG
-110.28333333333333,54.416666666666664,,2007,-18.5,,12,71,1.2,-24.3,,,,0,88,9,,2007-12-09 00:00:00,,0,,23,-12.6,,AB,0,36.5,,COLD LAKE A,,3081680,0,,1.2,3081680.2007.12.9,
-110.28333333333333,54.416666666666664,,2007,-10.5,,12,76,0.4,-13.4,,,,0,93,10,,2007-12-10 00:00:00,,0,,22,-7.6,,AB,0,28.5,,COLD LAKE A,,3081680,0,,0.8,3081680.2007.12.10,
-110.28333333333333,54.416666666666664,T,2007,-11.5,,12,83,0,-14.8,,,,0,97,11,,2007-12-11 00:00:00,,0,T,21,-8.2,,AB,0,29.5,,COLD LAKE A,,3081680,0,,0,3081680.2007.12.11,
-110.28333333333333,54.416666666666664,,2007,-10.1,,12,71,10.6,-13.7,,,,0,95,12,,2007-12-12 00:00:00,,33,,23,-6.5,,AB,39,28.1,,COLD LAKE A,,3081680,0,,10.8,3081680.2007.12.12,
-110.28333333333333,54.416666666666664,T,2007,-14.3,,12,72,0,-17.3,,,,0,90,13,,2007-12-13 00:00:00,,0,T,32,-11.3,,AB,0,32.3,,COLD LAKE A,,3081680,0,,0,3081680.2007.12.13,
-110.28333333333333,54.416666666666664,,2007,-13.1,,12,78,0,-18.8,,,,0,98,14,,2007-12-14 00:00:00,,0,,30,-7.3,,AB,0,31.1,,COLD LAKE A,,3081680,0,,0,3081680.2007.12.14,
-110.28333333333333,54.416666666666664,T,2007,-14.8,,12,79,0,-17.7,,,,0,95,15,,2007-12-15 00:00:00,,0,T,30,-11.9,,AB,0,32.8,,COLD LAKE A,,3081680,0,,0,3081680.2007.12.15,
-110.28333333333333,54.416666666666664,,2007,-13.1,,12,67,1.2,-18.3,,,,0,98,16,,2007-12-16 00:00:00,,0,,31,-7.8,,AB,0,31.1,,COLD LAKE A,,3081680,0,,1.4,3081680.2007.12.16,
-110.28333333333333,54.416666666666664,,2007,-14.5,,12,74,0,-19.4,,,,0,95,17,,2007-12-17 00:00:00,,0,,31,-9.6,,AB,0,32.5,,COLD LAKE A,,3081680,0,,0,3081680.2007.12.17,
-110.28333333333333,54.416666666666664,T,2007,-14.4,,12,79,0,-18.5,,,,0,95,18,,2007-12-18 00:00:00,,0,T,27,-10.3,,AB,0,32.4,,COLD LAKE A,,3081680,0,,0,3081680.2007.12.18,
-110.28333333333333,54.416666666666664,,2007,-12.8,,12,86,0.8,-14.4,,,,0,93,19,,2007-12-19 00:00:00,,0,,28,-11.2,,AB,0,30.8,,COLD LAKE A,,3081680,0,,1,3081680.2007.12.19,
-110.28333333333333,54.416666666666664,,2007,-10.7,,12,86,1,-12.4,,,,0,95,20,,2007-12-20 00:00:00,,0,,30,-8.9,,AB,0,28.7,,COLD LAKE A,,3081680,0,,1.4,3081680.2007.12.20,
-110.28333333333333,54.416666666666664,,2007,-16.2,,12,64,1,-23.1,,,,0,83,21,,2007-12-21 00:00:00,,28,,27,-9.2,,AB,33,34.2,,COLD LAKE A,,3081680,0,,1,3081680.2007.12.21,
-110.28333333333333,54.416666666666664,,2007,-23.7,,12,64,0,-30.2,,,,0,73,22,,2007-12-22 00:00:00,,0,,27,-17.1,,AB,0,41.7,,COLD LAKE A,,3081680,0,,0,3081680.2007.12.22,
-110.28333333333333,54.416666666666664,,2007,-13.4,,12,69,0.2,-17.5,,,,0,86,23,,2007-12-23 00:00:00,,0,,27,-9.2,,AB,0,31.4,,COLD LAKE A,,3081680,0,,0.4,3081680.2007.12.23,
-110.28333333333333,54.416666666666664,,2007,-8,,12,80,0.4,-14.1,,,,0,96,24,,2007-12-24 00:00:00,,0,,27,-1.8,,AB,0,26,,COLD LAKE A,,3081680,0,,0.6,3081680.2007.12.24,
-110.28333333333333,54.416666666666664,T,2007,-5.1,,12,85,0,-7.7,,,,0,96,25,,2007-12-25 00:00:00,,0,T,27,-2.5,,AB,0,23.1,,COLD LAKE A,,3081680,0,,0,3081680.2007.12.25,
-110.28333333333333,54.416666666666664,,2007,-6.6,,12,96,0,-8.1,,,,0,98,26,,2007-12-26 00:00:00,,0,,27,-5,,AB,0,24.6,,COLD LAKE A,,3081680,0,,0,3081680.2007.12.26,
-110.28333333333333,54.416666666666664,T,2007,-9.6,,12,94,0,-11.2,,,,0,96,27,,2007-12-27 00:00:00,,0,T,27,-8,,AB,0,27.6,,COLD LAKE A,,3081680,0,,0,3081680.2007.12.27,
-110.28333333333333,54.416666666666664,,2007,-10.8,,12,92,0,-11.4,,,,0,97,28,,2007-12-28 00:00:00,,0,T,27,-10.1,,AB,0,28.8,,COLD LAKE A,,3081680,0,,0.4,3081680.2007.12.28,
-110.28333333333333,54.416666666666664,,2007,-16.5,,12,72,0.8,-21.7,,,,0,93,29,,2007-12-29 00:00:00,,0,,28,-11.3,,AB,0,34.5,,COLD LAKE A,,3081680,0,,3.4,3081680.2007.12.29,
-110.28333333333333,54.416666666666664,T,2007,-21.4,,12,72,0,-24.5,,,,0,78,30,,2007-12-30 00:00:00,,0,T,31,-18.2,,AB,0,39.4,,COLD LAKE A,,3081680,0,,0,3081680.2007.12.30,
-110.28333333333333,54.416666666666664,T,2007,-17,,12,73,0,-21.1,,,,0,86,31,,2007-12-31 00:00:00,,0,T,31,-12.9,,AB,0,35,,COLD LAKE A,,3081680,0,,0,3081680.2007.12.31,
-110.28333333333333,54.416666666666664,T,2008,-15.5,,1,71,0,-18.9,,,,0,91,1,,2008-01-01 00:00:00,,0,T,30,-12.1,,AB,0,33.5,,COLD LAKE A,,3081680,0,,0,3081680.2008.1.1,
-110.28333333333333,54.416666666666664,T,2008,-11.1,,1,66,0,-16.8,,,,0,84,2,,2008-01-02 00:00:00,,13,T,30,-5.4,,AB,35,29.1,,COLD LAKE A,,3081680,0,,0,3081680.2008.1.2,
-110.28333333333333,54.416666666666664,,2008,-8.3,,1,63,0,-13.9,,,,0,92,3,,2008-01-03 00:00:00,,0,,29,-2.6,,AB,0,26.3,,COLD LAKE A,,3081680,0,,0,3081680.2008.1.3,
-110.28333333333333,54.416666666666664,T,2008,-7.2,,1,70,0.2,-11.6,,,T,0,96,4,,2008-01-04 00:00:00,,0,,28,-2.7,,AB,0,25.2,,COLD LAKE A,,3081680,0,,0,3081680.2008.1.4,
-110.28333333333333,54.416666666666664,T,2008,-5.6,,1,72,0,-8.8,,,,0,94,5,,2008-01-05 00:00:00,,0,T,29,-2.3,,AB,0,23.6,,COLD LAKE A,,3081680,0,,0,3081680.2008.1.5,
-110.28333333333333,54.416666666666664,,2008,-6.8,,1,86,1,-8.8,,,,0,94,6,,2008-01-06 00:00:00,,0,,28,-4.7,,AB,0,24.8,,COLD LAKE A,,3081680,0,,1.8,3081680.2008.1.6,
-110.28333333333333,54.416666666666664,,2008,-12.5,,1,78,1.6,-17.3,,,,0,93,7,,2008-01-07 00:00:00,,0,,31,-7.6,,AB,0,30.5,,COLD LAKE A,,3081680,0,,3.2,3081680.2008.1.7,
-110.28333333333333,54.416666666666664,T,2008,-20.7,,1,69,0,-24.8,,,,0,80,8,,2008-01-08 00:00:00,,0,T,34,-16.5,,AB,0,38.7,,COLD LAKE A,,3081680,0,,0,3081680.2008.1.8,
-110.28333333333333,54.416666666666664,T,2008,-17,,1,77,0,-18.7,,,,0,83,9,,2008-01-09 00:00:00,,0,T,34,-15.2,,AB,0,35,,COLD LAKE A,,3081680,0,,0,3081680.2008.1.9,
-110.28333333333333,54.416666666666664,T,2008,-14.9,,1,80,0,-16.3,,,,0,88,10,,2008-01-10 00:00:00,,0,T,34,-13.4,,AB,0,32.9,,COLD LAKE A,,3081680,0,,0,3081680.2008.1.10,
-110.28333333333333,54.416666666666664,,2008,-15.3,,1,75,0,-19.2,,,,0,81,11,,2008-01-11 00:00:00,,0,,34,-11.3,,AB,0,33.3,,COLD LAKE A,,3081680,0,,0,3081680.2008.1.11,
-110.28333333333333,54.416666666666664,,2008,-12.2,,1,81,0,-15.5,,,,0,97,12,,2008-01-12 00:00:00,,0,,34,-8.9,,AB,0,30.2,,COLD LAKE A,,3081680,0,,0,3081680.2008.1.12,
-110.28333333333333,54.416666666666664,,2008,-11.7,,1,83,0,-14.5,,,,0,94,13,,2008-01-13 00:00:00,,0,,34,-8.8,,AB,0,29.7,,COLD LAKE A,,3081680,0,,0,3081680.2008.1.13,
-110.28333333333333,54.416666666666664,,2008,-10.3,M,1,80,0,-13.4,,M,,0,90,14,,2008-01-14 00:00:00,,,,31,-7.2,,AB,,28.3,,COLD LAKE A,,3081680,0,,0,3081680.2008.1.14,
-110.28333333333333,54.416666666666664,,2008,-11.5,,1,59,1,-22.1,,,,0,99,15,,2008-01-15 00:00:00,,33,,32,-0.8,,AB,61,29.5,,COLD LAKE A,,3081680,0,,1.2,3081680.2008.1.15,
-110.28333333333333,54.416666666666664,T,2008,-17.2,,1,61,0,-26,,,,0,82,16,,2008-01-16 00:00:00,,0,T,31,-8.3,,AB,0,35.2,,COLD LAKE A,,3081680,0,,0,3081680.2008.1.16,
-110.28333333333333,54.416666666666664,,2008,-15.8,,1,48,0.8,-22.5,,,,0,92,17,,2008-01-17 00:00:00,,0,,30,-9.1,,AB,0,33.8,,COLD LAKE A,,3081680,0,,1.2,3081680.2008.1.17,
-110.28333333333333,54.416666666666664,T,2008,-17.9,,1,60,0,-22.5,,,,0,75,18,,2008-01-18 00:00:00,,0,T,29,-13.2,,AB,0,35.9,,COLD LAKE A,,3081680,0,,0,3081680.2008.1.18,
-110.28333333333333,54.416666666666664,T,2008,-19,M,1,64,0,-23.6,,M,,0,78,19,,2008-01-19 00:00:00,,,T,29,-14.4,,AB,,37,,COLD LAKE A,,3081680,0,,0,3081680.2008.1.19,
-110.28333333333333,54.416666666666664,T,2008,-18.7,,1,70,0,-23.3,,,,0,79,20,,2008-01-20 00:00:00,,0,T,29,-14,,AB,0,36.7,,COLD LAKE A,,3081680,0,,0,3081680.2008.1.20,
-110.28333333333333,54.416666666666664,T,2008,-15.5,,1,63,0,-19.8,,,,0,82,21,,2008-01-21 00:00:00,,0,T,29,-11.1,,AB,0,33.5,,COLD LAKE A,,3081680,0,,0,3081680.2008.1.21,
-110.28333333333333,54.416666666666664,,2008,-12.2,,1,66,1.8,-20,,,,0,89,22,,2008-01-22 00:00:00,,36,,29,-4.4,,AB,63,30.2,,COLD LAKE A,,3081680,0,,3,3081680.2008.1.22,
-110.28333333333333,54.416666666666664,,2008,-15.9,,1,70,0,-24.5,,,,0,84,23,,2008-01-23 00:00:00,,0,,30,-7.2,,AB,0,33.9,,COLD LAKE A,,3081680,0,,0,3081680.2008.1.23,
-110.28333333333333,54.416666666666664,,2008,-10.5,,1,69,0,-15.5,,,,0,91,24,,2008-01-24 00:00:00,,0,,30,-5.4,,AB,0,28.5,,COLD LAKE A,,3081680,0,,0,3081680.2008.1.24,
-110.28333333333333,54.416666666666664,,2008,-10.4,,1,75,0,-12.7,,,,0,87,25,,2008-01-25 00:00:00,,0,T,30,-8,,AB,0,28.4,,COLD LAKE A,,3081680,0,,0.4,3081680.2008.1.25,
-110.28333333333333,54.416666666666664,,2008,-7.4,,1,60,1,-12.4,,,,0,92,26,,2008-01-26 00:00:00,,0,,30,-2.3,,AB,0,25.4,,COLD LAKE A,,3081680,0,,1,3081680.2008.1.26,
-110.28333333333333,54.416666666666664,,2008,-16.4,,1,62,6.8,-27.8,,,,0,93,27,,2008-01-27 00:00:00,,3,,35,-4.9,,AB,52,34.4,,COLD LAKE A,,3081680,0,,19.1,3081680.2008.1.27,
-110.28333333333333,54.416666666666664,,2008,-30.4,,1,50,6.8,-33.2,,,,0,64,28,,2008-01-28 00:00:00,,3,,54,-27.6,,AB,44,48.4,,COLD LAKE A,,3081680,0,,14.4,3081680.2008.1.28,
-110.28333333333333,54.416666666666664,T,2008,-35.4,,1,53,0,-41.6,,,,0,74,29,,2008-01-29 00:00:00,,0,T,59,-29.1,,AB,0,53.4,,COLD LAKE A,,3081680,0,,0,3081680.2008.1.29,
-110.28333333333333,54.416666666666664,,2008,-33.2,,1,61,0.6,-39.5,,,,0,73,30,,2008-01-30 00:00:00,,0,,57,-26.8,,AB,0,51.2,,COLD LAKE A,,3081680,0,,0.8,3081680.2008.1.30,
-110.28333333333333,54.416666666666664,T,2008,-26.2,,1,57,0,-29.2,,,,0,64,31,,2008-01-31 00:00:00,,0,T,57,-23.2,,AB,0,44.2,,COLD LAKE A,,3081680,0,,0,3081680.2008.1.31,
-110.28333333333333,54.416666666666664,,2008,-26.2,,2,60,0.8,-30.6,,,,0,70,1,,2008-02-01 00:00:00,,0,,40,-21.7,,AB,0,44.2,,COLD LAKE A,,3081680,0,,1,3081680.2008.2.1,
-110.28333333333333,54.416666666666664,T,2008,-26,,2,64,0,-31.6,,,,0,72,2,,2008-02-02 00:00:00,,0,T,40,-20.4,,AB,0,44,,COLD LAKE A,,3081680,0,,0,3081680.2008.2.2,
-110.28333333333333,54.416666666666664,T,2008,-23.6,,2,65,0,-29.8,,,,0,74,3,,2008-02-03 00:00:00,,0,T,39,-17.4,,AB,0,41.6,,COLD LAKE A,,3081680,0,,0,3081680.2008.2.3,
-110.28333333333333,54.416666666666664,,2008,-23.9,,2,64,0,-31.5,,,,0,73,4,,2008-02-04 00:00:00,,0,T,38,-16.3,,AB,0,41.9,,COLD LAKE A,,3081680,0,,0.4,3081680.2008.2.4,
-110.28333333333333,54.416666666666664,T,2008,-17.3,,2,56,0,-24.1,,,,0,72,5,,2008-02-05 00:00:00,,0,T,39,-10.4,,AB,0,35.3,,COLD LAKE A,,3081680,0,,0,3081680.2008.2.5,
-110.28333333333333,54.416666666666664,,2008,-16.3,,2,50,0.8,-23.5,,,,0,84,6,,2008-02-06 00:00:00,,29,,39,-9.1,,AB,57,34.3,,COLD LAKE A,,3081680,0,,2.2,3081680.2008.2.6,
-110.28333333333333,54.416666666666664,T,2008,-21,,2,59,0,-23.5,,,,0,66,7,,2008-02-07 00:00:00,,0,T,38,-18.5,,AB,0,39,,COLD LAKE A,,3081680,0,,0,3081680.2008.2.7,
-110.28333333333333,54.416666666666664,,2008,-24.8,,2,49,5.4,-29.2,,,,0,69,8,,2008-02-08 00:00:00,,33,,41,-20.4,,AB,37,42.8,,COLD LAKE A,,3081680,0,,5.6,3081680.2008.2.8,
-110.28333333333333,54.416666666666664,,2008,-31.2,,2,48,0,-35.8,,,,0,65,9,,2008-02-09 00:00:00,,0,,39,-26.6,,AB,0,49.2,,COLD LAKE A,,3081680,0,,0,3081680.2008.2.9,
-110.28333333333333,54.416666666666664,,2008,-27.8,,2,53,1,-34.2,,,,0,63,10,,2008-02-10 00:00:00,,0,,39,-21.3,,AB,0,45.8,,COLD LAKE A,,3081680,0,,1.2,3081680.2008.2.10,
-110.28333333333333,54.416666666666664,,2008,-14.7,,2,60,1,-22.1,,,,0,87,11,,2008-02-11 00:00:00,,0,,41,-7.3,,AB,0,32.7,,COLD LAKE A,,3081680,0,,1.2,3081680.2008.2.11,
-110.28333333333333,54.416666666666664,,2008,-14.9,,2,53,1,-19.2,,,,0,82,12,,2008-02-12 00:00:00,,0,,41,-10.6,,AB,0,32.9,,COLD LAKE A,,3081680,0,,1.4,3081680.2008.2.12,
-110.28333333333333,54.416666666666664,,2008,-19.2,,2,60,2.4,-20.3,,,,0,68,13,,2008-02-13 00:00:00,,0,,42,-18.1,,AB,0,37.2,,COLD LAKE A,,3081680,0,,4.8,3081680.2008.2.13,
-110.28333333333333,54.416666666666664,,2008,-20.2,,2,64,0.8,-23,,,,0,71,14,,2008-02-14 00:00:00,,0,,44,-17.3,,AB,0,38.2,,COLD LAKE A,,3081680,0,,0.8,3081680.2008.2.14,
-110.28333333333333,54.416666666666664,T,2008,-7.9,,2,71,0,-17.6,,,T,0,80,15,,2008-02-15 00:00:00,,0,T,44,1.8,,AB,0,25.9,,COLD LAKE A,,3081680,0,,0,3081680.2008.2.15,
-110.28333333333333,54.416666666666664,T,2008,-1.6,,2,57,0,-4.9,,,,0,86,16,,2008-02-16 00:00:00,,30,T,40,1.8,,AB,50,19.6,,COLD LAKE A,,3081680,0,,0,3081680.2008.2.16,
-110.28333333333333,54.416666666666664,,2008,-7.5,,2,69,0.2,-10.1,,,,0,81,17,,2008-02-17 00:00:00,,0,,40,-4.8,,AB,0,25.5,,COLD LAKE A,,3081680,0,,0.4,3081680.2008.2.17,
-110.28333333333333,54.416666666666664,T,2008,-11.4,,2,53,0,-19.1,,,,0,80,18,,2008-02-18 00:00:00,,0,T,40,-3.6,,AB,0,29.4,,COLD LAKE A,,3081680,0,,0,3081680.2008.2.18,
-110.28333333333333,54.416666666666664,,2008,-13.2,,2,61,1.2,-17.7,,,,0,79,19,,2008-02-19 00:00:00,,15,,37,-8.7,,AB,44,31.2,,COLD LAKE A,,3081680,0,,1.4,3081680.2008.2.19,
-110.28333333333333,54.416666666666664,T,2008,-13.3,,2,56,0,-19.5,,,,0,79,20,,2008-02-20 00:00:00,,0,T,39,-7.1,,AB,0,31.3,,COLD LAKE A,,3081680,0,,0,3081680.2008.2.20,
-110.28333333333333,54.416666666666664,,2008,-9.2,,2,52,0,-19.7,,,,0,81,21,,2008-02-21 00:00:00,,0,,36,1.3,,AB,0,27.2,,COLD LAKE A,,3081680,0,,0,3081680.2008.2.21,
-110.28333333333333,54.416666666666664,,2008,-5.3,,2,46,0,-15.7,,,,0,82,22,,2008-02-22 00:00:00,,0,,35,5.1,,AB,0,23.3,,COLD LAKE A,,3081680,0,,0,3081680.2008.2.22,
-110.28333333333333,54.416666666666664,,2008,-5.9,,2,55,0,-15,,,,0,83,23,,2008-02-23 00:00:00,,0,,35,3.3,,AB,0,23.9,,COLD LAKE A,,3081680,0,,0,3081680.2008.2.23,
-110.28333333333333,54.416666666666664,,2008,-5.8,,2,51,0,-13.1,,,,0,88,24,,2008-02-24 00:00:00,,0,,33,1.6,,AB,0,23.8,,COLD LAKE A,,3081680,0,,0,3081680.2008.2.24,
-110.28333333333333,54.416666666666664,T,2008,-5.6,,2,56,0,-11.6,,,,0,80,25,,2008-02-25 00:00:00,,0,T,30,0.4,,AB,0,23.6,,COLD LAKE A,,3081680,0,,0,3081680.2008.2.25,
-110.28333333333333,54.416666666666664,,2008,-4.7,,2,58,0,-11.1,,,,0,86,26,,2008-02-26 00:00:00,,0,,30,1.7,,AB,0,22.7,,COLD LAKE A,,3081680,0,,0,3081680.2008.2.26,
-110.28333333333333,54.416666666666664,,2008,-1.9,,2,58,0.4,-6.3,,,,0,86,27,,2008-02-27 00:00:00,,0,,30,2.6,,AB,0,19.9,,COLD LAKE A,,3081680,0,,0.4,3081680.2008.2.27,
-110.28333333333333,54.416666666666664,,2008,-5.8,,2,45,0,-12.4,,,,0,78,28,,2008-02-28 00:00:00,,31,,30,0.8,,AB,63,23.8,,COLD LAKE A,,3081680,0,,0,3081680.2008.2.28,
-110.28333333333333,54.416666666666664,,2008,-8,,2,56,0,-14.2,,,,0,74,29,,2008-02-29 00:00:00,,0,,28,-1.8,,AB,0,26,,COLD LAKE A,,3081680,0,,0,3081680.2008.2.29,
-110.28333333333333,54.416666666666664,T,2008,-6.9,,3,60,0,-13.4,,,,0,79,1,,2008-03-01 00:00:00,,32,T,28,-0.4,,AB,54,24.9,,COLD LAKE A,,3081680,0,,0,3081680.2008.3.1,
-110.28333333333333,54.416666666666664,,2008,-18.4,,3,43,0.4,-23.3,,,,0,69,2,,2008-03-02 00:00:00,,32,,28,-13.4,,AB,54,36.4,,COLD LAKE A,,3081680,0,,0.4,3081680.2008.3.2,
-110.28333333333333,54.416666666666664,,2008,-16.6,,3,65,4.4,-20.8,,,,0,78,3,,2008-03-03 00:00:00,,0,,30,-12.3,,AB,0,34.6,,COLD LAKE A,,3081680,0,,5.8,3081680.2008.3.3,
-110.28333333333333,54.416666666666664,T,2008,-15.7,,3,54,0,-21.1,,,,0,76,4,,2008-03-04 00:00:00,,0,T,34,-10.2,,AB,0,33.7,,COLD LAKE A,,3081680,0,,0,3081680.2008.3.4,
-110.28333333333333,54.416666666666664,T,2008,-14.1,,3,44,0,-20.2,,,,0,77,5,,2008-03-05 00:00:00,,0,T,34,-7.9,,AB,0,32.1,,COLD LAKE A,,3081680,0,,0,3081680.2008.3.5,
-110.28333333333333,54.416666666666664,,2008,-16.5,,3,40,0,-27.3,,,,0,73,6,,2008-03-06 00:00:00,,0,,34,-5.6,,AB,0,34.5,,COLD LAKE A,,3081680,0,,0,3081680.2008.3.6,
-110.28333333333333,54.416666666666664,,2008,-1.5,,3,37,0,-10.9,,,,0,75,7,,2008-03-07 00:00:00,,34,,34,8,,AB,44,19.5,,COLD LAKE A,,3081680,0,,0,3081680.2008.3.7,
-110.28333333333333,54.416666666666664,,2008,-2.5,,3,48,0,-11.2,,,,0,83,8,,2008-03-08 00:00:00,,0,,31,6.3,,AB,0,20.5,,COLD LAKE A,,3081680,0,,0,3081680.2008.3.8,
-110.28333333333333,54.416666666666664,,2008,1,,3,47,0,-4.3,,,,0,75,9,,2008-03-09 00:00:00,,0,,30,6.2,,AB,0,17,,COLD LAKE A,,3081680,0,,0,3081680.2008.3.9,
-110.28333333333333,54.416666666666664,,2008,2,,3,47,0,-3.8,,,,0,76,10,,2008-03-10 00:00:00,,0,,26,7.8,,AB,0,16,,COLD LAKE A,,3081680,0,,0,3081680.2008.3.10,
-110.28333333333333,54.416666666666664,T,2008,2.5,,3,54,0,-2.6,,,T,0,77,11,,2008-03-11 00:00:00,,0,T,25,7.5,,AB,0,15.5,,COLD LAKE A,,3081680,0,,0,3081680.2008.3.11,
-110.28333333333333,54.416666666666664,T,2008,1.4,,3,54,0,-2.3,,,T,0,85,12,,2008-03-12 00:00:00,,30,T,24,5.1,,AB,57,16.6,,COLD LAKE A,,3081680,0,,0,3081680.2008.3.12,
-110.28333333333333,54.416666666666664,T,2008,-3.6,,3,54,0,-8.3,,,,0,84,13,,2008-03-13 00:00:00,,33,T,22,1.1,,AB,33,21.6,,COLD LAKE A,,3081680,0,,0,3081680.2008.3.13,
-110.28333333333333,54.416666666666664,T,2008,-6.5,,3,56,0,-10.2,,,,0,84,14,,2008-03-14 00:00:00,,0,T,22,-2.7,,AB,0,24.5,,COLD LAKE A,,3081680,0,,0,3081680.2008.3.14,
-110.28333333333333,54.416666666666664,,2008,-9.2,,3,56,3.1,-13.9,,,,0,83,15,,2008-03-15 00:00:00,,3,,22,-4.4,,AB,33,27.2,,COLD LAKE A,,3081680,0,,4.6,3081680.2008.3.15,
-110.28333333333333,54.416666666666664,,2008,-15.1,,3,50,1.4,-18.6,,,,0,74,16,,2008-03-16 00:00:00,,4,,28,-11.6,,AB,33,33.1,,COLD LAKE A,,3081680,0,,2.2,3081680.2008.3.16,
-110.28333333333333,54.416666666666664,T,2008,-7.1,,3,46,0,-18.3,,,,0,93,17,,2008-03-17 00:00:00,,0,T,29,4.2,,AB,0,25.1,,COLD LAKE A,,3081680,0,,0,3081680.2008.3.17,
-110.28333333333333,54.416666666666664,,2008,-3,,3,45,0,-11.6,,,,0,81,18,,2008-03-18 00:00:00,,0,,29,5.7,,AB,0,21,,COLD LAKE A,,3081680,0,,0,3081680.2008.3.18,
-110.28333333333333,54.416666666666664,,2008,-0.3,,3,44,0,-6.8,,,,0,77,19,,2008-03-19 00:00:00,,0,,20,6.3,,AB,0,18.3,,COLD LAKE A,,3081680,0,,0,3081680.2008.3.19,
