x,y,SPEED_MAX_GUST_FLAG,MEAN_TEMPERATURE,TOTAL_PRECIPITATION_FLAG,SPEED_MAX_GUST,MAX_TEMPERATURE_FLAG,DIRECTION_MAX_GUST,MAX_REL_HUMIDITY,MEAN_TEMPERATURE_FLAG,CLIMATE_IDENTIFIER,DIRECTION_MAX_GUST_FLAG,TOTAL_RAIN,PROVINCE_CODE,MAX_REL_HUMIDITY_FLAG,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,LOCAL_MONTH,LOCAL_DAY,MIN_REL_HUMIDITY,TOTAL_RAIN_FLAG,SNOW_ON_GROUND,MAX_TEMPERATURE,LOCAL_YEAR,SNOW_ON_GROUND_FLAG,ID,HEATING_DEGREE_DAYS_FLAG,TOTAL_SNOW,MIN_REL_HUMIDITY_FLAG,COOLING_DEGREE_DAYS,MIN_TEMPERATURE_FLAG,STATION_NAME,MIN_TEMPERATURE,TOTAL_PRECIPITATION,TOTAL_SNOW_FLAG,LOCAL_DATE
-111.22333333333333,56.653333333333336,,4,,0,,0,,,3062697,,,AB,,,14,10,30,,M,,12.3,2011,,3062697.2011.10.30,,,,0,,FORT MCMURRAY A,-4.3,0,M,2011-10-30 00:00:00
-111.22333333333333,56.653333333333336,,3.7,,0,,0,,,3062697,,,AB,,,14.3,10,31,,M,,7.9,2011,,3062697.2011.10.31,,,,0,,FORT MCMURRAY A,-0.5,0,M,2011-10-31 00:00:00
-111.22333333333333,56.653333333333336,,3,,0,,0,,,3062697,,,AB,,,15,11,1,,M,,5.8,2011,,3062697.2011.11.1,,,,0,,FORT MCMURRAY A,0.2,0,M,2011-11-01 00:00:00
-111.22333333333333,56.653333333333336,,6,,0,,0,,,3062697,,,AB,,,12,11,2,,M,,11.1,2011,,3062697.2011.11.2,,,,0,,FORT MCMURRAY A,0.8,0,M,2011-11-02 00:00:00
-111.22333333333333,56.653333333333336,,-0.3,,0,,0,,,3062697,,,AB,,,18.3,11,3,,M,,4.2,2011,,3062697.2011.11.3,,,,0,,FORT MCMURRAY A,-4.7,0,M,2011-11-03 00:00:00
-111.22333333333333,56.653333333333336,,-9.3,,0,,0,,,3062697,,,AB,,,27.3,11,4,,M,,-4.6,2011,,3062697.2011.11.4,,,,0,,FORT MCMURRAY A,-14,0,M,2011-11-04 00:00:00
-111.22333333333333,56.653333333333336,,-6.2,,0,,0,,,3062697,,,AB,,,24.2,11,5,,M,,1.7,2011,,3062697.2011.11.5,,,,0,,FORT MCMURRAY A,-14,0,M,2011-11-05 00:00:00
-111.22333333333333,56.653333333333336,,-9.1,,0,,0,,,3062697,,,AB,,,27.1,11,6,,M,,-3.3,2011,,3062697.2011.11.6,,,,0,,FORT MCMURRAY A,-14.8,0,M,2011-11-06 00:00:00
-111.22333333333333,56.653333333333336,,-2.8,,0,,0,,,3062697,,,AB,,,20.8,11,7,,M,,6.4,2011,,3062697.2011.11.7,,,,0,,FORT MCMURRAY A,-11.9,0,M,2011-11-07 00:00:00
-111.22333333333333,56.653333333333336,,-1.8,,0,,0,,,3062697,,,AB,,,19.8,11,8,,M,,3.7,2011,,3062697.2011.11.8,,,,0,,FORT MCMURRAY A,-7.2,0,M,2011-11-08 00:00:00
-111.22333333333333,56.653333333333336,,-4.8,,0,,0,,,3062697,,,AB,,,22.8,11,9,,M,,-0.4,2011,,3062697.2011.11.9,,,,0,,FORT MCMURRAY A,-9.1,0,M,2011-11-09 00:00:00
-111.22333333333333,56.653333333333336,,-1.5,,0,,0,,,3062697,,,AB,,,19.5,11,10,,M,,0.8,2011,,3062697.2011.11.10,,,,0,,FORT MCMURRAY A,-3.7,1.3,M,2011-11-10 00:00:00
-111.22333333333333,56.653333333333336,,-6,,0,,0,,,3062697,,,AB,,,24,11,11,,M,,-2.8,2011,,3062697.2011.11.11,,,,0,,FORT MCMURRAY A,-9.2,0,M,2011-11-11 00:00:00
-111.22333333333333,56.653333333333336,,-4.8,,0,,0,,,3062697,,,AB,,,22.8,11,12,,M,,-3.7,2011,,3062697.2011.11.12,,,,0,,FORT MCMURRAY A,-5.8,0.3,M,2011-11-12 00:00:00
-111.22333333333333,56.653333333333336,,-2.2,,0,,0,,,3062697,,,AB,,,20.2,11,13,,M,,-0.2,2011,,3062697.2011.11.13,,,,0,,FORT MCMURRAY A,-4.2,0.6,M,2011-11-13 00:00:00
-111.22333333333333,56.653333333333336,,-7,,0,,0,,,3062697,,,AB,,,25,11,14,,M,,-4.2,2011,,3062697.2011.11.14,,,,0,,FORT MCMURRAY A,-9.7,0.8,M,2011-11-14 00:00:00
-111.22333333333333,56.653333333333336,,-13,,0,,0,,,3062697,,,AB,,,31,11,15,,M,,-9.7,2011,,3062697.2011.11.15,,,,0,,FORT MCMURRAY A,-16.2,0,M,2011-11-15 00:00:00
-111.22333333333333,56.653333333333336,,-16.8,,0,,0,,,3062697,,,AB,,,34.8,11,16,,M,,-13.3,2011,,3062697.2011.11.16,,,,0,,FORT MCMURRAY A,-20.3,0,M,2011-11-16 00:00:00
-111.22333333333333,56.653333333333336,,-14,,0,,0,,,3062697,,,AB,,,32,11,17,,M,,-13.1,2011,,3062697.2011.11.17,,,,0,,FORT MCMURRAY A,-14.8,0,M,2011-11-17 00:00:00
-111.22333333333333,56.653333333333336,,-18.7,,0,,0,,,3062697,,,AB,,,36.7,11,18,,M,,-14,2011,,3062697.2011.11.18,,,,0,,FORT MCMURRAY A,-23.3,0,M,2011-11-18 00:00:00
-111.22333333333333,56.653333333333336,,-19.8,,0,,0,,,3062697,,,AB,,,37.8,11,19,,M,,-16.9,2011,,3062697.2011.11.19,,,,0,,FORT MCMURRAY A,-22.6,0,M,2011-11-19 00:00:00
-111.22333333333333,56.653333333333336,,-19,,0,,0,,,3062697,,,AB,,,37,11,20,,M,,-16.4,2011,,3062697.2011.11.20,,,,0,,FORT MCMURRAY A,-21.6,0,M,2011-11-20 00:00:00
-111.22333333333333,56.653333333333336,,-18.4,,0,,0,,,3062697,,,AB,,,36.4,11,21,,M,,-13,2011,,3062697.2011.11.21,,,,0,,FORT MCMURRAY A,-23.8,0,M,2011-11-21 00:00:00
-111.22333333333333,56.653333333333336,,-12.1,,0,,0,,,3062697,,,AB,,,30.1,11,22,,M,,-7.5,2011,,3062697.2011.11.22,,,,0,,FORT MCMURRAY A,-16.6,0,M,2011-11-22 00:00:00
-111.22333333333333,56.653333333333336,,-11,,0,,0,,,3062697,,,AB,,,29,11,23,,M,,-6.8,2011,,3062697.2011.11.23,,,,0,,FORT MCMURRAY A,-15.2,0,M,2011-11-23 00:00:00
-111.22333333333333,56.653333333333336,,-8.8,,0,,0,,,3062697,,,AB,,,26.8,11,24,,M,,-3.4,2011,,3062697.2011.11.24,,,,0,,FORT MCMURRAY A,-14.2,0,M,2011-11-24 00:00:00
-111.22333333333333,56.653333333333336,,-4.5,,0,,0,,,3062697,,,AB,,,22.5,11,25,,M,,0.1,2011,,3062697.2011.11.25,,,,0,,FORT MCMURRAY A,-9,0,M,2011-11-25 00:00:00
-111.22333333333333,56.653333333333336,,-9,,0,,0,,,3062697,,,AB,,,27,11,26,,M,,-1.6,2011,,3062697.2011.11.26,,,,0,,FORT MCMURRAY A,-16.3,0,M,2011-11-26 00:00:00
-111.22333333333333,56.653333333333336,,-0.5,,0,,0,,,3062697,,,AB,,,18.5,11,27,,M,,8.5,2011,,3062697.2011.11.27,,,,0,,FORT MCMURRAY A,-9.5,0,M,2011-11-27 00:00:00
-111.22333333333333,56.653333333333336,,-8.3,,0,,0,,,3062697,,,AB,,,26.3,11,28,,M,,0.3,2011,,3062697.2011.11.28,,,,0,,FORT MCMURRAY A,-16.8,0,M,2011-11-28 00:00:00
-111.22333333333333,56.653333333333336,,-4.9,,0,,0,,,3062697,,,AB,,,22.9,11,29,,M,,1,2011,,3062697.2011.11.29,,,,0,,FORT MCMURRAY A,-10.8,0,M,2011-11-29 00:00:00
-111.22333333333333,56.653333333333336,,-12.8,,0,,0,,,3062697,,,AB,,,30.8,11,30,,M,,-10.2,2011,,3062697.2011.11.30,,,,0,,FORT MCMURRAY A,-15.4,0,M,2011-11-30 00:00:00
-111.22333333333333,56.653333333333336,,-6.9,,0,,0,,,3062697,,,AB,,,24.9,12,1,,M,,3,2011,,3062697.2011.12.1,,,,0,,FORT MCMURRAY A,-16.7,0,M,2011-12-01 00:00:00
-111.22333333333333,56.653333333333336,,-11.8,,0,,0,,,3062697,,,AB,,,29.8,12,3,,M,,-8.1,2011,,3062697.2011.12.3,,,,0,,FORT MCMURRAY A,-15.5,0.3,M,2011-12-03 00:00:00
-111.22333333333333,56.653333333333336,,-8.8,,0,,0,,,3062697,,,AB,,,26.8,12,4,,M,,-6.7,2011,,3062697.2011.12.4,,,,0,,FORT MCMURRAY A,-10.9,0,M,2011-12-04 00:00:00
-111.22333333333333,56.653333333333336,,-3,,0,,0,,,3062697,,,AB,,,21,12,5,,M,,5.4,2011,,3062697.2011.12.5,,,,0,,FORT MCMURRAY A,-11.4,0,M,2011-12-05 00:00:00
-111.22333333333333,56.653333333333336,,-0.7,,0,,0,,,3062697,,,AB,,,18.7,12,6,,M,,7.8,2011,,3062697.2011.12.6,,,,0,,FORT MCMURRAY A,-9.1,0,M,2011-12-06 00:00:00
-111.22333333333333,56.653333333333336,,-13.4,,0,,0,,,3062697,,,AB,,,31.4,12,7,,M,,-8.9,2011,,3062697.2011.12.7,,,,0,,FORT MCMURRAY A,-17.9,0,M,2011-12-07 00:00:00
-111.22333333333333,56.653333333333336,,-21.7,,0,,0,,,3062697,,,AB,,,39.7,12,8,,M,,-17.3,2011,,3062697.2011.12.8,,,,0,,FORT MCMURRAY A,-26,0,M,2011-12-08 00:00:00
-111.22333333333333,56.653333333333336,,-13.5,,0,,0,,,3062697,,,AB,,,31.5,12,9,,M,,-4.3,2011,,3062697.2011.12.9,,,,0,,FORT MCMURRAY A,-22.6,0,M,2011-12-09 00:00:00
-111.22333333333333,56.653333333333336,,-9.3,,0,,0,,,3062697,,,AB,,,27.3,12,10,,M,,-6.4,2011,,3062697.2011.12.10,,,,0,,FORT MCMURRAY A,-12.2,9.3,M,2011-12-10 00:00:00
-111.22333333333333,56.653333333333336,,-9,,0,,0,,,3062697,,,AB,,,27,12,11,,M,,-6.4,2011,,3062697.2011.12.11,,,,0,,FORT MCMURRAY A,-11.5,0,M,2011-12-11 00:00:00
-111.22333333333333,56.653333333333336,,-9.2,,0,,0,,,3062697,,,AB,,,27.2,12,12,,M,,-1.1,2011,,3062697.2011.12.12,,,,0,,FORT MCMURRAY A,-17.3,0,M,2011-12-12 00:00:00
-111.22333333333333,56.653333333333336,,-4.5,,0,,0,,,3062697,,,AB,,,22.5,12,13,,M,,-1.5,2011,,3062697.2011.12.13,,,,0,,FORT MCMURRAY A,-7.4,0.5,M,2011-12-13 00:00:00
-111.22333333333333,56.653333333333336,,-10.8,,0,,0,,,3062697,,,AB,,,28.8,12,14,,M,,-5.2,2011,,3062697.2011.12.14,,,,0,,FORT MCMURRAY A,-16.4,2,M,2011-12-14 00:00:00
-111.22333333333333,56.653333333333336,,-15.9,,0,,0,,,3062697,,,AB,,,33.9,12,15,,M,,-12.8,2011,,3062697.2011.12.15,,,,0,,FORT MCMURRAY A,-18.9,0,M,2011-12-15 00:00:00
-111.22333333333333,56.653333333333336,,-10.2,,0,,0,,,3062697,,,AB,,,28.2,12,16,,M,,-2.2,2011,,3062697.2011.12.16,,,,0,,FORT MCMURRAY A,-18.1,0,M,2011-12-16 00:00:00
-111.22333333333333,56.653333333333336,,-7.1,,0,,0,,,3062697,,,AB,,,25.1,12,17,,M,,-0.4,2011,,3062697.2011.12.17,,,,0,,FORT MCMURRAY A,-13.8,2.3,M,2011-12-17 00:00:00
-111.22333333333333,56.653333333333336,,-10.3,,0,,0,,,3062697,,,AB,,,28.3,12,18,,M,,-2.5,2011,,3062697.2011.12.18,,,,0,,FORT MCMURRAY A,-18,0,M,2011-12-18 00:00:00
-111.22333333333333,56.653333333333336,,-7.6,,0,,0,,,3062697,,,AB,,,25.6,12,19,,M,,1.6,2011,,3062697.2011.12.19,,,,0,,FORT MCMURRAY A,-16.8,0,M,2011-12-19 00:00:00
-111.22333333333333,56.653333333333336,,-5.1,,0,,0,,,3062697,,,AB,,,23.1,12,20,,M,,2.1,2011,,3062697.2011.12.20,,,,0,,FORT MCMURRAY A,-12.2,0,M,2011-12-20 00:00:00
-111.22333333333333,56.653333333333336,,-12.5,,0,,0,,,3062697,,,AB,,,30.5,12,21,,M,,-8.7,2011,,3062697.2011.12.21,,,,0,,FORT MCMURRAY A,-16.2,0,M,2011-12-21 00:00:00
-111.22333333333333,56.653333333333336,,-7.8,,0,,0,,,3062697,,,AB,,,25.8,12,22,,M,,-2,2011,,3062697.2011.12.22,,,,0,,FORT MCMURRAY A,-13.6,0,M,2011-12-22 00:00:00
-111.22333333333333,56.653333333333336,,-4,,0,,0,,,3062697,,,AB,,,22,12,23,,M,,4.7,2011,,3062697.2011.12.23,,,,0,,FORT MCMURRAY A,-12.6,0,M,2011-12-23 00:00:00
-111.22333333333333,56.653333333333336,,-0.4,,0,,0,,,3062697,,,AB,,,18.4,12,24,,M,,3.8,2011,,3062697.2011.12.24,,,,0,,FORT MCMURRAY A,-4.5,0,M,2011-12-24 00:00:00
-111.22333333333333,56.653333333333336,,0.3,,0,,0,,,3062697,,,AB,,,17.7,12,25,,M,,6.5,2011,,3062697.2011.12.25,,,,0,,FORT MCMURRAY A,-5.9,1.3,M,2011-12-25 00:00:00
-111.22333333333333,56.653333333333336,M,-9.1,E,,E,,,E,3062697,M,,AB,,E,27.1,12,26,,M,,-8,2011,,3062697.2011.12.26,E,,,0,E,FORT MCMURRAY A,-10.2,2.6,M,2011-12-26 00:00:00
-111.22333333333333,56.653333333333336,,-4.5,,0,,0,,,3062697,,,AB,,,22.5,12,27,,M,,-0.6,2011,,3062697.2011.12.27,,,,0,,FORT MCMURRAY A,-8.3,1.6,M,2011-12-27 00:00:00
-111.22333333333333,56.653333333333336,,-9.6,,0,,0,,,3062697,,,AB,,,27.6,12,28,,M,,-4.5,2011,,3062697.2011.12.28,,,,0,,FORT MCMURRAY A,-14.7,0,M,2011-12-28 00:00:00
-111.22333333333333,56.653333333333336,,-3.9,,0,,0,,,3062697,,,AB,,,21.9,12,29,,M,,0.6,2011,,3062697.2011.12.29,,,,0,,FORT MCMURRAY A,-8.3,0.3,M,2011-12-29 00:00:00
-111.22333333333333,56.653333333333336,,-4.1,,0,,0,,,3062697,,,AB,,,22.1,12,30,,M,,-0.2,2011,,3062697.2011.12.30,,,,0,,FORT MCMURRAY A,-8,0.8,M,2011-12-30 00:00:00
-111.22333333333333,56.653333333333336,,-9.8,,0,,0,,,3062697,,,AB,,,27.8,12,31,,M,,-7.9,2011,,3062697.2011.12.31,,,,0,,FORT MCMURRAY A,-11.7,1.1,M,2011-12-31 00:00:00
-111.22333333333333,56.653333333333336,,-14.7,,0,,0,,,3062697,,,AB,,,32.7,1,1,,M,,-10.5,2012,,3062697.2012.1.1,,,,0,,FORT MCMURRAY A,-18.8,0,M,2012-01-01 00:00:00
-111.22333333333333,56.653333333333336,,-7.9,,0,,0,,,3062697,,,AB,,,25.9,1,2,,M,,-0.3,2012,,3062697.2012.1.2,,,,0,,FORT MCMURRAY A,-15.5,0,M,2012-01-02 00:00:00
-111.22333333333333,56.653333333333336,,-3.9,,0,,0,,,3062697,,,AB,,,21.9,1,3,,M,,-0.2,2012,,3062697.2012.1.3,,,,0,,FORT MCMURRAY A,-7.6,0,M,2012-01-03 00:00:00
-111.22333333333333,56.653333333333336,,-4.8,,0,,0,,,3062697,,,AB,,,22.8,1,4,,M,,-1.9,2012,,3062697.2012.1.4,,,,0,,FORT MCMURRAY A,-7.6,0.3,M,2012-01-04 00:00:00
-111.22333333333333,56.653333333333336,,-7.7,,0,,0,,,3062697,,,AB,,,25.7,1,5,,M,,-3.2,2012,,3062697.2012.1.5,,,,0,,FORT MCMURRAY A,-12.2,0.5,M,2012-01-05 00:00:00
-111.22333333333333,56.653333333333336,,-9.4,,0,,0,,,3062697,,,AB,,,27.4,1,6,,M,,-6.6,2012,,3062697.2012.1.6,,,,0,,FORT MCMURRAY A,-12.1,0,M,2012-01-06 00:00:00
-111.22333333333333,56.653333333333336,,-15.5,,0,,0,,,3062697,,,AB,,,33.5,1,7,,M,,-8.8,2012,,3062697.2012.1.7,,,,0,,FORT MCMURRAY A,-22.1,0,M,2012-01-07 00:00:00
-111.22333333333333,56.653333333333336,,-1.1,,0,,0,,,3062697,,,AB,,,19.1,1,8,,M,,6.7,2012,,3062697.2012.1.8,,,,0,,FORT MCMURRAY A,-8.8,0,M,2012-01-08 00:00:00
-111.22333333333333,56.653333333333336,,0.2,,0,,0,,,3062697,,,AB,,,17.8,1,9,,M,,4.3,2012,,3062697.2012.1.9,,,,0,,FORT MCMURRAY A,-3.9,2.3,M,2012-01-09 00:00:00
-111.22333333333333,56.653333333333336,,-9.6,,0,,0,,,3062697,,,AB,,,27.6,1,10,,M,,1.8,2012,,3062697.2012.1.10,,,,0,,FORT MCMURRAY A,-21,0,M,2012-01-10 00:00:00
-111.22333333333333,56.653333333333336,,-6,,0,,0,,,3062697,,,AB,,,24,1,13,,M,,-2.4,2012,,3062697.2012.1.13,,,,0,,FORT MCMURRAY A,-9.6,0.3,M,2012-01-13 00:00:00
-111.22333333333333,56.653333333333336,,-13.4,,0,,0,,,3062697,,,AB,,,31.4,1,14,,M,,-9.7,2012,,3062697.2012.1.14,,,,0,,FORT MCMURRAY A,-17.1,0,M,2012-01-14 00:00:00
-111.22333333333333,56.653333333333336,,-22,,0,,0,,,3062697,,,AB,,,40,1,15,,M,,-17.2,2012,,3062697.2012.1.15,,,,0,,FORT MCMURRAY A,-26.7,0.3,M,2012-01-15 00:00:00
-111.22333333333333,56.653333333333336,,-31,,0,,0,,,3062697,,,AB,,,49,1,17,,M,,-26.3,2012,,3062697.2012.1.17,,,,0,,FORT MCMURRAY A,-35.6,0,M,2012-01-17 00:00:00
-111.22333333333333,56.653333333333336,,-25.5,,0,,0,,,3062697,,,AB,,,43.5,1,18,,M,,-21.1,2012,,3062697.2012.1.18,,,,0,,FORT MCMURRAY A,-29.9,0,M,2012-01-18 00:00:00
-111.22333333333333,56.653333333333336,,-20.6,,0,,0,,,3062697,,,AB,,,38.6,1,19,,M,,-16.8,2012,,3062697.2012.1.19,,,,0,,FORT MCMURRAY A,-24.3,0,M,2012-01-19 00:00:00
-111.22333333333333,56.653333333333336,,-21.3,,0,,0,,,3062697,,,AB,,,39.3,1,20,,M,,-16,2012,,3062697.2012.1.20,,,,0,,FORT MCMURRAY A,-26.6,0,M,2012-01-20 00:00:00
-111.22333333333333,56.653333333333336,,-23.2,,0,,0,,,3062697,,,AB,,,41.2,1,21,,M,,-15.1,2012,,3062697.2012.1.21,,,,0,,FORT MCMURRAY A,-31.3,0,M,2012-01-21 00:00:00
-111.22333333333333,56.653333333333336,,-14.2,,0,,0,,,3062697,,,AB,,,32.2,1,22,,M,,-8.7,2012,,3062697.2012.1.22,,,,0,,FORT MCMURRAY A,-19.7,0,M,2012-01-22 00:00:00
-111.22333333333333,56.653333333333336,,-10.6,,0,,0,,,3062697,,,AB,,,28.6,1,23,,M,,-4.9,2012,,3062697.2012.1.23,,,,0,,FORT MCMURRAY A,-16.3,0,M,2012-01-23 00:00:00
-111.22333333333333,56.653333333333336,,-8.9,,0,,0,,,3062697,,,AB,,,26.9,1,24,,M,,-3.4,2012,,3062697.2012.1.24,,,,0,,FORT MCMURRAY A,-14.4,0,M,2012-01-24 00:00:00
-111.22333333333333,56.653333333333336,,-5,,0,,0,,,3062697,,,AB,,,23,1,25,,M,,1,2012,,3062697.2012.1.25,,,,0,,FORT MCMURRAY A,-11,0.3,M,2012-01-25 00:00:00
-111.22333333333333,56.653333333333336,,-5.6,,0,,0,,,3062697,,,AB,,,23.6,1,26,,M,,-0.7,2012,,3062697.2012.1.26,,,,0,,FORT MCMURRAY A,-10.4,0,M,2012-01-26 00:00:00
-111.22333333333333,56.653333333333336,,-11.1,,0,,0,,,3062697,,,AB,,,29.1,1,27,,M,,-3.3,2012,,3062697.2012.1.27,,,,0,,FORT MCMURRAY A,-18.8,0,M,2012-01-27 00:00:00
-111.22333333333333,56.653333333333336,,-14,,0,,0,,,3062697,,,AB,,,32,1,29,,M,,-9.4,2012,,3062697.2012.1.29,,,,0,,FORT MCMURRAY A,-18.5,0.3,M,2012-01-29 00:00:00
-111.22333333333333,56.653333333333336,,-9.3,,0,,0,,,3062697,,,AB,,,27.3,1,30,,M,,-6.9,2012,,3062697.2012.1.30,,,,0,,FORT MCMURRAY A,-11.7,0,M,2012-01-30 00:00:00
-111.22333333333333,56.653333333333336,,-10.6,,0,,0,,,3062697,,,AB,,,28.6,1,31,,M,,-4.8,2012,,3062697.2012.1.31,,,,0,,FORT MCMURRAY A,-16.3,0,M,2012-01-31 00:00:00
-111.22333333333333,56.653333333333336,,-9.8,,0,,0,,,3062697,,,AB,,,27.8,2,1,,M,,-2.6,2012,,3062697.2012.2.1,,,,0,,FORT MCMURRAY A,-16.9,0,M,2012-02-01 00:00:00
-111.22333333333333,56.653333333333336,,-5,,0,,0,,,3062697,,,AB,,,23,2,2,,M,,3.3,2012,,3062697.2012.2.2,,,,0,,FORT MCMURRAY A,-13.2,0,M,2012-02-02 00:00:00
-111.22333333333333,56.653333333333336,,-1.5,,0,,0,,,3062697,,,AB,,,19.5,2,3,,M,,6.6,2012,,3062697.2012.2.3,,,,0,,FORT MCMURRAY A,-9.5,0,M,2012-02-03 00:00:00
-111.22333333333333,56.653333333333336,,-1.9,,0,,0,,,3062697,,,AB,,,19.9,2,4,,M,,4.9,2012,,3062697.2012.2.4,,,,0,,FORT MCMURRAY A,-8.7,0,M,2012-02-04 00:00:00
-111.22333333333333,56.653333333333336,,-6.6,,0,,0,,,3062697,,,AB,,,24.6,2,5,,M,,-1.7,2012,,3062697.2012.2.5,,,,0,,FORT MCMURRAY A,-11.4,0,M,2012-02-05 00:00:00
-111.22333333333333,56.653333333333336,,-17.8,,0,,0,,,3062697,,,AB,,,35.8,2,6,,M,,-11.1,2012,,3062697.2012.2.6,,,,0,,FORT MCMURRAY A,-24.4,0,M,2012-02-06 00:00:00
-111.22333333333333,56.653333333333336,,-14.3,,0,,0,,,3062697,,,AB,,,32.3,2,7,,M,,-4.4,2012,,3062697.2012.2.7,,,,0,,FORT MCMURRAY A,-24.1,0,M,2012-02-07 00:00:00
-111.22333333333333,56.653333333333336,,-14.1,,0,,0,,,3062697,,,AB,,,32.1,2,8,,M,,-8.4,2012,,3062697.2012.2.8,,,,0,,FORT MCMURRAY A,-19.7,0,M,2012-02-08 00:00:00
-111.22333333333333,56.653333333333336,,-22.6,,0,,0,,,3062697,,,AB,,,40.6,2,9,,M,,-16.4,2012,,3062697.2012.2.9,,,,0,,FORT MCMURRAY A,-28.7,0,M,2012-02-09 00:00:00
-111.22333333333333,56.653333333333336,,-22.8,,0,,0,,,3062697,,,AB,,,40.8,2,10,,M,,-12.1,2012,,3062697.2012.2.10,,,,0,,FORT MCMURRAY A,-33.4,0,M,2012-02-10 00:00:00
-111.22333333333333,56.653333333333336,,-13.5,,0,,0,,,3062697,,,AB,,,31.5,2,11,,M,,-1.6,2012,,3062697.2012.2.11,,,,0,,FORT MCMURRAY A,-25.3,0,M,2012-02-11 00:00:00
-111.22333333333333,56.653333333333336,,-8.3,,0,,0,,,3062697,,,AB,,,26.3,2,12,,M,,0.8,2012,,3062697.2012.2.12,,,,0,,FORT MCMURRAY A,-17.4,0,M,2012-02-12 00:00:00
-111.22333333333333,56.653333333333336,,-4.1,,0,,0,,,3062697,,,AB,,,22.1,2,13,,M,,2.5,2012,,3062697.2012.2.13,,,,0,,FORT MCMURRAY A,-10.7,0,M,2012-02-13 00:00:00
-111.22333333333333,56.653333333333336,,-4,,0,,0,,,3062697,,,AB,,,22,2,14,,M,,0.4,2012,,3062697.2012.2.14,,,,0,,FORT MCMURRAY A,-8.4,0,M,2012-02-14 00:00:00
-111.22333333333333,56.653333333333336,,-6.5,,0,,0,,,3062697,,,AB,,,24.5,2,15,,M,,0.8,2012,,3062697.2012.2.15,,,,0,,FORT MCMURRAY A,-13.7,0,M,2012-02-15 00:00:00
-111.22333333333333,56.653333333333336,,-9.5,,0,,0,,,3062697,,,AB,,,27.5,2,16,,M,,-3.9,2012,,3062697.2012.2.16,,,,0,,FORT MCMURRAY A,-15.1,0,M,2012-02-16 00:00:00
