x,y,ID,DIRECTION_MAX_GUST,MIN_TEMPERATURE_FLAG,MEAN_TEMPERATURE,TOTAL_PRECIPITATION,HEATING_DEGREE_DAYS_FLAG,TOTAL_RAIN_FLAG,MAX_REL_HUMIDITY,COOLING_DEGREE_DAYS_FLAG,DIRECTION_MAX_GUST_FLAG,MAX_TEMPERATURE,TOTAL_SNOW_FLAG,MIN_REL_HUMIDITY,MAX_TEMPERATURE_FLAG,MAX_REL_HUMIDITY_FLAG,SNOW_ON_GROUND_FLAG,SPEED_MAX_GUST_FLAG,MEAN_TEMPERATURE_FLAG,STATION_NAME,LOCAL_YEAR,MIN_REL_HUMIDITY_FLAG,TOTAL_SNOW,MIN_TEMPERATURE,SPEED_MAX_GUST,CLIMATE_IDENTIFIER,TOTAL_PRECIPITATION_FLAG,LOCAL_DAY,SNOW_ON_GROUND,COOLING_DEGREE_DAYS,TOTAL_RAIN,HEATING_DEGREE_DAYS,PROVINCE_CODE,LOCAL_DATE,LOCAL_MONTH
-113.89305555555555,52.17861111111111,3025480.1992.12.5,,,-4.9,0,,,,,M,1,,,,,T,,,RED DEER A,1992,,0,-10.8,0,3025480,,5,0,0,0,22.9,AB,1992-12-05 00:00:00,12
-113.89305555555555,52.17861111111111,3025480.1992.12.6,14,,-7.5,0,,,,,,-4.4,,,,,T,,,RED DEER A,1992,,0,-10.5,33,3025480,,6,0,0,0,25.5,AB,1992-12-06 00:00:00,12
-113.89305555555555,52.17861111111111,3025480.1992.12.7,,,-10.5,0,,,,,M,-6.2,,,,,T,,,RED DEER A,1992,,0,-14.7,0,3025480,,7,0,0,0,28.5,AB,1992-12-07 00:00:00,12
-113.89305555555555,52.17861111111111,3025480.1992.12.8,,,-6.9,0,,,,,M,-0.2,,,,,T,,,RED DEER A,1992,,0,-13.5,0,3025480,,8,0,0,0,24.9,AB,1992-12-08 00:00:00,12
-113.89305555555555,52.17861111111111,3025480.1992.12.9,,,-6.7,0,,,,,M,-0.8,,,,,T,,,RED DEER A,1992,,0,-12.5,0,3025480,,9,0,0,0,24.7,AB,1992-12-09 00:00:00,12
-113.89305555555555,52.17861111111111,3025480.1992.12.10,,,-9.2,2,,,,,M,-4.5,,,,,,,,RED DEER A,1992,,2.4,-13.9,0,3025480,,10,0,0,0,27.2,AB,1992-12-10 00:00:00,12
-113.89305555555555,52.17861111111111,3025480.1992.12.11,,,-11.1,0,,,,,M,-5.8,T,,,,,,,RED DEER A,1992,,0,-16.3,0,3025480,T,11,2,0,0,29.1,AB,1992-12-11 00:00:00,12
-113.89305555555555,52.17861111111111,3025480.1992.12.12,,,-14.7,0.6,,,,,M,-8.7,,,,,,,,RED DEER A,1992,,0.7,-20.7,0,3025480,,12,3,0,0,32.7,AB,1992-12-12 00:00:00,12
-113.89305555555555,52.17861111111111,3025480.1992.12.13,,,-9.6,0,,,,,M,1.3,,,,,,,,RED DEER A,1992,,0,-20.4,0,3025480,,13,3,0,0,27.6,AB,1992-12-13 00:00:00,12
-113.89305555555555,52.17861111111111,3025480.1992.12.14,36,,-2.5,0,,,,,,4.7,T,,,,,,,RED DEER A,1992,,0,-9.7,,3025480,T,14,3,0,0,20.5,AB,1992-12-14 00:00:00,12
-113.89305555555555,52.17861111111111,3025480.1992.12.16,,,-13.6,0,,,,,M,-8.7,T,,,,,,,RED DEER A,1992,,0,-18.5,0,3025480,T,16,3,0,0,31.6,AB,1992-12-16 00:00:00,12
-113.89305555555555,52.17861111111111,3025480.1992.12.17,36,,-18.5,5.3,,,,,,-14.2,,,,,,,,RED DEER A,1992,,5.5,-22.7,44,3025480,,17,3,0,0,36.5,AB,1992-12-17 00:00:00,12
-113.89305555555555,52.17861111111111,3025480.1992.12.18,,,-22.8,0.4,,,,,M,-16.3,,,,,,,,RED DEER A,1992,,0.4,-29.3,0,3025480,,18,7,0,0,40.8,AB,1992-12-18 00:00:00,12
-113.89305555555555,52.17861111111111,3025480.1992.12.19,,,-13.8,0,,,,,M,-10.8,T,,,,,,,RED DEER A,1992,,0,-16.7,0,3025480,T,19,6,0,0,31.8,AB,1992-12-19 00:00:00,12
-113.89305555555555,52.17861111111111,3025480.1992.12.20,,,-16.6,0,,,,,M,-14.3,T,,,,,,,RED DEER A,1992,,0,-18.9,0,3025480,T,20,6,0,0,34.6,AB,1992-12-20 00:00:00,12
-113.89305555555555,52.17861111111111,3025480.1992.12.21,,,-14.7,0.3,,,,,M,-10.8,,,,,,,,RED DEER A,1992,,0.4,-18.6,0,3025480,,21,6,0,0,32.7,AB,1992-12-21 00:00:00,12
-113.89305555555555,52.17861111111111,3025480.1992.12.22,,,-21,4.6,,,,,M,-13,,,,,,,,RED DEER A,1992,,4.9,-28.9,0,3025480,,22,8,0,0,39,AB,1992-12-22 00:00:00,12
-113.89305555555555,52.17861111111111,3025480.1992.12.24,35,,-9.4,0.6,,,,,,1.2,,,,,,,,RED DEER A,1992,,0.6,-19.9,80,3025480,,24,10,0,0,27.4,AB,1992-12-24 00:00:00,12
-113.89305555555555,52.17861111111111,3025480.1992.12.25,,,-9.1,0,,,,,M,-3.9,T,,,,,,,RED DEER A,1992,,0,-14.3,0,3025480,T,25,10,0,0,27.1,AB,1992-12-25 00:00:00,12
-113.89305555555555,52.17861111111111,3025480.1992.12.26,36,,-13.5,4.8,,,,,,-6.6,,,,,,,,RED DEER A,1992,,5.6,-20.4,48,3025480,,26,11,0,0,31.5,AB,1992-12-26 00:00:00,12
-113.89305555555555,52.17861111111111,3025480.1993.1.2,,,-16.4,0,,,,,M,-12.2,T,,,,,,,RED DEER A,1993,,0,-20.6,0,3025480,T,2,20,0,0,34.4,AB,1993-01-02 00:00:00,1
-113.89305555555555,52.17861111111111,3025480.1993.1.3,1,,-16.3,1,,,,,,-11.7,,,,,,,,RED DEER A,1993,,1.4,-20.8,33,3025480,,3,20,0,0,34.3,AB,1993-01-03 00:00:00,1
-113.89305555555555,52.17861111111111,3025480.1993.1.4,,,-21,1.3,,,,,M,-15,,,,,,,,RED DEER A,1993,,1.4,-26.9,0,3025480,,4,21,0,0,39,AB,1993-01-04 00:00:00,1
-113.89305555555555,52.17861111111111,3025480.1993.1.5,,,-27.2,0,,,,,M,-22.1,T,,,,,,,RED DEER A,1993,,0,-32.2,0,3025480,T,5,22,0,0,45.2,AB,1993-01-05 00:00:00,1
-113.89305555555555,52.17861111111111,3025480.1993.1.10,,,-27.2,0,,,,,M,-21.5,,,,,,,,RED DEER A,1993,,0,-32.9,0,3025480,,10,21,0,0,45.2,AB,1993-01-10 00:00:00,1
-113.89305555555555,52.17861111111111,3025480.1993.1.12,,,-25.6,0,,,,,M,-20.5,,,,,,,,RED DEER A,1993,,0.2,-30.6,0,3025480,T,12,21,0,0,43.6,AB,1993-01-12 00:00:00,1
-113.89305555555555,52.17861111111111,3025480.1993.1.13,,,-29.9,0,,,,,M,-26.4,,,,,,,,RED DEER A,1993,,0,-33.3,0,3025480,,13,21,0,0,47.9,AB,1993-01-13 00:00:00,1
-113.89305555555555,52.17861111111111,3025480.1993.1.14,,,-26.9,0,,,,,M,-22,,,,,,,,RED DEER A,1993,,0,-31.7,0,3025480,,14,21,0,0,44.9,AB,1993-01-14 00:00:00,1
-113.89305555555555,52.17861111111111,3025480.1993.1.15,,,-17.3,0,,,,,M,-8.7,,,,,,,,RED DEER A,1993,,0,-25.8,0,3025480,,15,21,0,0,35.3,AB,1993-01-15 00:00:00,1
-113.89305555555555,52.17861111111111,3025480.1993.1.16,,,-14.5,0,,,,,M,-7.2,,,,,,,,RED DEER A,1993,,0,-21.7,0,3025480,,16,21,0,0,32.5,AB,1993-01-16 00:00:00,1
-113.89305555555555,52.17861111111111,3025480.1993.1.17,,,-19,0,,,,,M,-13.3,,,,,,,,RED DEER A,1993,,0,-24.6,0,3025480,,17,20,0,0,37,AB,1993-01-17 00:00:00,1
-113.89305555555555,52.17861111111111,3025480.1993.1.18,,,-14.4,0,,,,,M,-8.8,,,,,,,,RED DEER A,1993,,0,-20,0,3025480,,18,20,0,0,32.4,AB,1993-01-18 00:00:00,1
-113.89305555555555,52.17861111111111,3025480.1993.1.19,23,,-8.3,0,,,,,,3.6,,,,,,,,RED DEER A,1993,,0,-20.2,32,3025480,,19,20,0,0,26.3,AB,1993-01-19 00:00:00,1
-113.89305555555555,52.17861111111111,3025480.1993.1.20,15,,-4.5,0,,,,,,1.7,,,,,,,,RED DEER A,1993,,0,-10.6,41,3025480,,20,17,0,0,22.5,AB,1993-01-20 00:00:00,1
-113.89305555555555,52.17861111111111,3025480.1993.1.21,,,-8.7,0,,,,,M,-1.8,,,,,,,,RED DEER A,1993,,0,-15.5,0,3025480,,21,16,0,0,26.7,AB,1993-01-21 00:00:00,1
-113.89305555555555,52.17861111111111,3025480.1993.1.22,,,-13.8,0,,,,,M,-7.3,,,,,,,,RED DEER A,1993,,0,-20.3,0,3025480,,22,15,0,0,31.8,AB,1993-01-22 00:00:00,1
-113.89305555555555,52.17861111111111,3025480.1993.1.23,,,-15.6,0,,,,,M,-10.5,,,,,,,,RED DEER A,1993,,0,-20.6,0,3025480,,23,15,0,0,33.6,AB,1993-01-23 00:00:00,1
-113.89305555555555,52.17861111111111,3025480.1993.1.24,,,-14.1,0,,,,,M,-6.4,,,,,,,,RED DEER A,1993,,0,-21.7,0,3025480,,24,15,0,0,32.1,AB,1993-01-24 00:00:00,1
-113.89305555555555,52.17861111111111,3025480.1993.1.25,27,,-2.8,0,,,,,,6.8,,,,,,,,RED DEER A,1993,,0,-12.4,46,3025480,,25,15,0,0,20.8,AB,1993-01-25 00:00:00,1
-113.89305555555555,52.17861111111111,3025480.1993.1.26,16,,-7.1,0,,,,,,0.2,,,,,,,,RED DEER A,1993,,0,-14.3,35,3025480,,26,12,0,0,25.1,AB,1993-01-26 00:00:00,1
-113.89305555555555,52.17861111111111,3025480.1993.1.27,34,,-12,0.4,,,,,,-3.2,,,,,,,,RED DEER A,1993,,0.4,-20.8,41,3025480,,27,11,0,0,30,AB,1993-01-27 00:00:00,1
-113.89305555555555,52.17861111111111,3025480.1993.1.29,,,-8.3,0,,,,,M,1.8,,,,,,,,RED DEER A,1993,,0,-18.3,0,3025480,,29,11,0,0,26.3,AB,1993-01-29 00:00:00,1
-113.89305555555555,52.17861111111111,3025480.1993.1.31,,,-0.6,0,,,,,M,5.7,,,,,,,,RED DEER A,1993,,0,-6.9,0,3025480,,31,9,0,0,18.6,AB,1993-01-31 00:00:00,1
-113.89305555555555,52.17861111111111,3025480.1993.2.1,,,-2.7,0,,,,,M,5.9,,,,,,,,RED DEER A,1993,,0,-11.2,0,3025480,,1,8,0,0,20.7,AB,1993-02-01 00:00:00,2
-113.89305555555555,52.17861111111111,3025480.1993.2.2,,,-7.9,0,,,,,M,0,,,,,,,,RED DEER A,1993,,0,-15.7,0,3025480,,2,7,0,0,25.9,AB,1993-02-02 00:00:00,2
-113.89305555555555,52.17861111111111,3025480.1993.2.3,,,-4.2,0,,,,,M,4.8,,,,,,,,RED DEER A,1993,,0,-13.2,0,3025480,,3,7,0,0,22.2,AB,1993-02-03 00:00:00,2
-113.89305555555555,52.17861111111111,3025480.1993.2.4,,,-9.4,0,,,,,M,-6.9,T,,,,,,,RED DEER A,1993,,0,-11.9,0,3025480,T,4,6,0,0,27.4,AB,1993-02-04 00:00:00,2
-113.89305555555555,52.17861111111111,3025480.1993.2.5,,,-10.3,0,,,,,M,-7.4,,,,,,,,RED DEER A,1993,,0,-13.2,0,3025480,,5,6,0,0,28.3,AB,1993-02-05 00:00:00,2
-113.89305555555555,52.17861111111111,3025480.1993.2.6,,,-5.8,0,,,,,M,2.8,,,,,,,,RED DEER A,1993,,0,-14.3,0,3025480,,6,6,0,0,23.8,AB,1993-02-06 00:00:00,2
-113.89305555555555,52.17861111111111,3025480.1993.2.7,,,-4.1,0,,,,,M,3.8,,,,,,,,RED DEER A,1993,,0,-11.9,0,3025480,,7,6,0,0,22.1,AB,1993-02-07 00:00:00,2
-113.89305555555555,52.17861111111111,3025480.1993.2.8,36,,-6.4,0,,,,,,1.7,,,,,,,,RED DEER A,1993,,0,-14.5,37,3025480,,8,5,0,0,24.4,AB,1993-02-08 00:00:00,2
-113.89305555555555,52.17861111111111,3025480.1993.2.9,,,-8.5,0.4,,,,,M,-4.3,,,,,,,,RED DEER A,1993,,0.6,-12.6,0,3025480,,9,5,0,0,26.5,AB,1993-02-09 00:00:00,2
-113.89305555555555,52.17861111111111,3025480.1993.2.10,,,-15.6,0.2,,,,,M,-12.6,,,,,,,,RED DEER A,1993,,0.3,-18.6,0,3025480,,10,5,0,0,33.6,AB,1993-02-10 00:00:00,2
-113.89305555555555,52.17861111111111,3025480.1993.2.11,,,-13.2,0,,,,,M,-7.9,T,,,,,,,RED DEER A,1993,,0,-18.4,0,3025480,T,11,5,0,0,31.2,AB,1993-02-11 00:00:00,2
-113.89305555555555,52.17861111111111,3025480.1993.2.12,,,-10.4,0,,,,,M,-1.8,,,,,,,,RED DEER A,1993,,0,-19,0,3025480,,12,5,0,0,28.4,AB,1993-02-12 00:00:00,2
-113.89305555555555,52.17861111111111,3025480.1993.2.14,32,,-16.2,1.2,,,,,,-11.4,,,,,,,,RED DEER A,1993,,1.2,-20.9,46,3025480,,14,7,0,0,34.2,AB,1993-02-14 00:00:00,2
-113.89305555555555,52.17861111111111,3025480.1993.2.16,,,-20.8,0,,,,,M,-13.8,T,,,,,,,RED DEER A,1993,,0,-27.7,0,3025480,T,16,8,0,0,38.8,AB,1993-02-16 00:00:00,2
-113.89305555555555,52.17861111111111,3025480.1993.2.17,,,-20.5,0,,,,,M,-11.5,T,,,,,,,RED DEER A,1993,,0,-29.4,0,3025480,T,17,8,0,0,38.5,AB,1993-02-17 00:00:00,2
-113.89305555555555,52.17861111111111,3025480.1993.2.18,33,,-11.7,0.4,,,,,,-7.6,,,,,,,,RED DEER A,1993,,0.4,-15.8,,3025480,,18,8,0,0,29.7,AB,1993-02-18 00:00:00,2
-113.89305555555555,52.17861111111111,3025480.1993.2.19,,,-14.1,2,,,,,M,-10.8,,,,,,,,RED DEER A,1993,,2.8,-17.4,0,3025480,,19,8,0,0,32.1,AB,1993-02-19 00:00:00,2
-113.89305555555555,52.17861111111111,3025480.1993.2.24,,,-18.3,0,,,,,M,-8.6,,,,,,,,RED DEER A,1993,,0,-28,0,3025480,,24,13,0,0,36.3,AB,1993-02-24 00:00:00,2
-113.89305555555555,52.17861111111111,3025480.1993.2.25,,,-13.9,0,,,,,M,-5.1,,,,,,,,RED DEER A,1993,,0,-22.7,0,3025480,,25,13,0,0,31.9,AB,1993-02-25 00:00:00,2
-113.89305555555555,52.17861111111111,3025480.1993.2.26,,,-11.5,0,,,,,M,-0.6,,,,,,,,RED DEER A,1993,,0,-22.4,0,3025480,,26,13,0,0,29.5,AB,1993-02-26 00:00:00,2
-113.89305555555555,52.17861111111111,3025480.1993.2.27,,,-2.7,0,,,,,M,7.6,,,,,,,,RED DEER A,1993,,0,-13,0,3025480,,27,11,0,0,20.7,AB,1993-02-27 00:00:00,2
-113.89305555555555,52.17861111111111,3025480.1993.2.28,,,1.3,0,,,,,M,8.4,,,,,,,,RED DEER A,1993,,0,-5.8,0,3025480,,28,7,0,0,16.7,AB,1993-02-28 00:00:00,2
-113.89305555555555,52.17861111111111,3025480.1993.3.1,,,1.9,0,,,,,M,9.2,,,,,,,,RED DEER A,1993,,0,-5.4,0,3025480,,1,4,0,0,16.1,AB,1993-03-01 00:00:00,3
-113.89305555555555,52.17861111111111,3025480.1993.3.2,,,1.6,0,,,,,M,6.5,,,,,,,,RED DEER A,1993,,0,-3.4,0,3025480,,2,3,0,0,16.4,AB,1993-03-02 00:00:00,3
-113.89305555555555,52.17861111111111,3025480.1993.3.3,,,-4.2,0,,,,,M,3.8,,,,,,,,RED DEER A,1993,,0,-12.2,0,3025480,,3,2,0,0,22.2,AB,1993-03-03 00:00:00,3
-113.89305555555555,52.17861111111111,3025480.1993.3.4,,,-1.1,0,,,,,M,7.9,,,,,,,,RED DEER A,1993,,0,-10,0,3025480,,4,2,0,0,19.1,AB,1993-03-04 00:00:00,3
-113.89305555555555,52.17861111111111,3025480.1993.3.5,29,,-0.4,0,,,,,,6.1,,,,,,,,RED DEER A,1993,,0,-6.9,41,3025480,,5,2,0,0,18.4,AB,1993-03-05 00:00:00,3
-113.89305555555555,52.17861111111111,3025480.1993.3.6,,,1.1,0,,,,,M,7.7,,,,,,,,RED DEER A,1993,,0,-5.6,0,3025480,,6,2,0,0,16.9,AB,1993-03-06 00:00:00,3
-113.89305555555555,52.17861111111111,3025480.1993.3.7,,,1,2.8,,,,,M,3,,,,,,,,RED DEER A,1993,,2.2,-1,0,3025480,,7,2,0,1.2,17,AB,1993-03-07 00:00:00,3
-113.89305555555555,52.17861111111111,3025480.1993.3.8,33,,-0.4,0,,T,,,,1.5,T,,,,,,,RED DEER A,1993,,0,-2.2,63,3025480,T,8,1,0,0,18.4,AB,1993-03-08 00:00:00,3
-113.89305555555555,52.17861111111111,3025480.1993.3.9,,,-2.8,0,,,,,M,1.2,T,,,,,,,RED DEER A,1993,,0,-6.8,0,3025480,T,9,1,0,0,20.8,AB,1993-03-09 00:00:00,3
-113.89305555555555,52.17861111111111,3025480.1993.3.10,36,,-5.4,0.3,,,,,,-0.1,,,,,,,,RED DEER A,1993,,0.3,-10.6,,3025480,,10,1,0,0,23.4,AB,1993-03-10 00:00:00,3
-113.89305555555555,52.17861111111111,3025480.1993.3.12,17,,-6.9,0,,,,,,0.1,,,,,,,,RED DEER A,1993,,0,-13.9,33,3025480,,12,1,0,0,24.9,AB,1993-03-12 00:00:00,3
-113.89305555555555,52.17861111111111,3025480.1993.3.13,,,-8.4,0,,,,,M,-0.9,,,,,,,,RED DEER A,1993,,0,-15.8,0,3025480,,13,1,0,0,26.4,AB,1993-03-13 00:00:00,3
-113.89305555555555,52.17861111111111,3025480.1993.3.14,,,-4.7,0.6,,,,,M,3.1,,,,,,,,RED DEER A,1993,,0.6,-12.5,0,3025480,,14,1,0,0,22.7,AB,1993-03-14 00:00:00,3
-113.89305555555555,52.17861111111111,3025480.1993.3.16,,,-19,0,,,,,M,-11.9,,,,,,,,RED DEER A,1993,,0,-26.1,0,3025480,,16,6,0,0,37,AB,1993-03-16 00:00:00,3
-113.89305555555555,52.17861111111111,3025480.1993.3.17,14,,-13.6,0,,,,,,-3.8,,,,,,,,RED DEER A,1993,,0,-23.4,41,3025480,,17,6,0,0,31.6,AB,1993-03-17 00:00:00,3
-113.89305555555555,52.17861111111111,3025480.1993.3.18,33,,-7.3,0.2,,,,,,0.3,,,,,,,,RED DEER A,1993,,0.2,-14.9,44,3025480,,18,6,0,0,25.3,AB,1993-03-18 00:00:00,3
-113.89305555555555,52.17861111111111,3025480.1993.3.19,,,-5.5,0,,,,,M,2.8,,,,,,,,RED DEER A,1993,,0,-13.8,0,3025480,,19,6,0,0,23.5,AB,1993-03-19 00:00:00,3
-113.89305555555555,52.17861111111111,3025480.1993.3.21,,,-0.6,0,,,,,M,7.7,,,,,,,,RED DEER A,1993,,0,-8.8,0,3025480,,21,1,0,0,18.6,AB,1993-03-21 00:00:00,3
-113.89305555555555,52.17861111111111,3025480.1993.3.22,20,,6.2,0,,,,,,11.2,,,,,,,,RED DEER A,1993,,0,1.2,41,3025480,,22,1,0,0,11.8,AB,1993-03-22 00:00:00,3
-113.89305555555555,52.17861111111111,3025480.1993.3.23,34,,8,0,,,,,,16.6,,,,,T,,,RED DEER A,1993,,0,-0.6,37,3025480,,23,0,0,0,10,AB,1993-03-23 00:00:00,3
-113.89305555555555,52.17861111111111,3025480.1993.3.24,,,3.2,0,,,,,M,9.3,,,,,T,,,RED DEER A,1993,,0,-2.9,0,3025480,,24,0,0,0,14.8,AB,1993-03-24 00:00:00,3
-113.89305555555555,52.17861111111111,3025480.1993.3.27,2,,-0.6,6.4,,,,,,0.2,,,,,,,,RED DEER A,1993,,6.6,-1.3,33,3025480,,27,2,0,0,18.6,AB,1993-03-27 00:00:00,3
-113.89305555555555,52.17861111111111,3025480.1993.3.28,,,-0.7,3.2,,,,,M,0.6,,,,,,,,RED DEER A,1993,,4.1,-2,0,3025480,,28,10,0,0,18.7,AB,1993-03-28 00:00:00,3
