x,y,SNOW_ON_GROUND,TOTAL_RAIN,HEATING_DEGREE_DAYS_FLAG,CLIMATE_IDENTIFIER,LOCAL_MONTH,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,PROVINCE_CODE,ID,SPEED_MAX_GUST,MAX_REL_HUMIDITY,COOLING_DEGREE_DAYS_FLAG,MAX_REL_HUMIDITY_FLAG,STATION_NAME,DIRECTION_MAX_GUST_FLAG,TOTAL_PRECIPITATION_FLAG,COOLING_DEGREE_DAYS,TOTAL_SNOW,TOTAL_RAIN_FLAG,TOTAL_SNOW_FLAG,MIN_REL_HUMIDITY_FLAG,LOCAL_DATE,MEAN_TEMPERATURE_FLAG,LOCAL_DAY,MIN_REL_HUMIDITY,SNOW_ON_GROUND_FLAG,MEAN_TEMPERATURE,LOCAL_YEAR,HEATING_DEGREE_DAYS,SPEED_MAX_GUST_FLAG,TOTAL_PRECIPITATION,DIRECTION_MAX_GUST,MIN_TEMPERATURE_FLAG,MIN_TEMPERATURE
-117.44722222222222,56.22694444444444,0,0,,3075040,8,19.1,,AB,3075040.2005.8.11,,,,,PEACE RIVER A,,,0,0,,,,2005-08-11 00:00:00,,11,,,15.5,2005,2.5,,0,,,11.9
-117.44722222222222,56.22694444444444,0,0,,3075040,8,19,,AB,3075040.2005.8.12,,,,,PEACE RIVER A,,,0,0,,,,2005-08-12 00:00:00,,12,,,12.6,2005,5.4,,0,,,6.2
-117.44722222222222,56.22694444444444,0,0,,3075040,8,16,,AB,3075040.2005.8.13,,,,,PEACE RIVER A,,T,0,0,T,,,2005-08-13 00:00:00,,13,,,11.9,2005,6.1,,0,,,7.7
-117.44722222222222,56.22694444444444,0,1.2,,3075040,8,13.5,,AB,3075040.2005.8.14,,,,,PEACE RIVER A,,,0,0,,,,2005-08-14 00:00:00,,14,,,10.4,2005,7.6,,1.2,,,7.2
-117.44722222222222,56.22694444444444,0,0.2,,3075040,8,12.5,,AB,3075040.2005.8.15,,,,,PEACE RIVER A,,,0,0,,,,2005-08-15 00:00:00,,15,,,7.9,2005,10.1,,0.2,,,3.3
-117.44722222222222,56.22694444444444,0,0.8,,3075040,8,10.8,,AB,3075040.2005.8.16,,,,,PEACE RIVER A,,,0,0,,,,2005-08-16 00:00:00,,16,,,7.2,2005,10.8,,0.8,,,3.6
-117.44722222222222,56.22694444444444,0,0,,3075040,8,14,,AB,3075040.2005.8.17,,,,,PEACE RIVER A,,,0,0,,,,2005-08-17 00:00:00,,17,,,9.1,2005,8.9,,0,,,4.2
-117.44722222222222,56.22694444444444,0,0,,3075040,8,17.2,,AB,3075040.2005.8.18,,,,,PEACE RIVER A,,,0,0,,,,2005-08-18 00:00:00,,18,,,9.9,2005,8.1,,0,,,2.6
-117.44722222222222,56.22694444444444,0,0,,3075040,8,23.2,,AB,3075040.2005.8.19,,,,,PEACE RIVER A,,,0,0,,,,2005-08-19 00:00:00,,19,,,13.3,2005,4.7,,0,,,3.4
-117.44722222222222,56.22694444444444,0,1.8,,3075040,8,23.9,,AB,3075040.2005.8.20,,,,,PEACE RIVER A,,,0.2,0,,,,2005-08-20 00:00:00,,20,,,18.2,2005,0,,1.8,,,12.4
-117.44722222222222,56.22694444444444,0,1,,3075040,8,16.7,,AB,3075040.2005.8.21,,,,,PEACE RIVER A,,,0,0,,,,2005-08-21 00:00:00,,21,,,14.1,2005,3.9,,1,,,11.4
-117.44722222222222,56.22694444444444,0,0,,3075040,8,19.6,,AB,3075040.2005.8.22,,,,,PEACE RIVER A,,,0,0,,,,2005-08-22 00:00:00,,22,,,13.1,2005,4.9,,0,,,6.6
-117.44722222222222,56.22694444444444,0,1.6,,3075040,8,19.8,,AB,3075040.2005.8.23,,,,,PEACE RIVER A,,,0,0,,,,2005-08-23 00:00:00,,23,,,11.7,2005,6.3,,1.6,,,3.6
-117.44722222222222,56.22694444444444,0,0,,3075040,8,21.4,,AB,3075040.2005.8.24,,,,,PEACE RIVER A,,,0,0,,,,2005-08-24 00:00:00,,24,,,12.7,2005,5.3,,0,,,3.9
-117.44722222222222,56.22694444444444,0,0,,3075040,8,24.2,,AB,3075040.2005.8.25,,,,,PEACE RIVER A,,,0,0,,,,2005-08-25 00:00:00,,25,,,13.7,2005,4.3,,0,,,3.1
-117.44722222222222,56.22694444444444,0,0,,3075040,8,25.6,,AB,3075040.2005.8.26,,,,,PEACE RIVER A,,,0,0,,,,2005-08-26 00:00:00,,26,,,16.5,2005,1.5,,0,,,7.3
-117.44722222222222,56.22694444444444,0,0,,3075040,8,26.4,,AB,3075040.2005.8.27,,,,,PEACE RIVER A,,,0,0,,,,2005-08-27 00:00:00,,27,,,16.4,2005,1.6,,0,,,6.3
-117.44722222222222,56.22694444444444,0,0,,3075040,8,21.5,,AB,3075040.2005.8.28,,,,,PEACE RIVER A,,,0,0,,,,2005-08-28 00:00:00,,28,,,16.6,2005,1.4,,0,,,11.7
-117.44722222222222,56.22694444444444,0,0.2,,3075040,8,12,,AB,3075040.2005.8.29,,,,,PEACE RIVER A,,,0,0,,,,2005-08-29 00:00:00,,29,,,8.2,2005,9.8,,0.2,,,4.3
-117.44722222222222,56.22694444444444,0,0,,3075040,8,18.5,,AB,3075040.2005.8.30,,,,,PEACE RIVER A,,,0,0,,,,2005-08-30 00:00:00,,30,,,8.8,2005,9.2,,0,,,-0.9
-117.44722222222222,56.22694444444444,0,0.4,,3075040,8,19.3,,AB,3075040.2005.8.31,,,,,PEACE RIVER A,,,0,0,,,,2005-08-31 00:00:00,,31,,,11.2,2005,6.8,,0.4,,,3.1
-117.44722222222222,56.22694444444444,0,0,,3075040,9,19.2,,AB,3075040.2005.9.1,,,,,PEACE RIVER A,,,0,0,,,,2005-09-01 00:00:00,,1,,,10.5,2005,7.5,,0,,,1.8
-117.44722222222222,56.22694444444444,0,1,,3075040,9,19.3,,AB,3075040.2005.9.2,,,,,PEACE RIVER A,,,0,0,,,,2005-09-02 00:00:00,,2,,,13.1,2005,4.9,,1,,,6.9
-117.44722222222222,56.22694444444444,0,0,,3075040,9,17.6,,AB,3075040.2005.9.3,,,,,PEACE RIVER A,,,0,0,,,,2005-09-03 00:00:00,,3,,,9.6,2005,8.4,,0,,,1.5
-117.44722222222222,56.22694444444444,0,0,,3075040,9,19,,AB,3075040.2005.9.4,,,,,PEACE RIVER A,,,0,0,,,,2005-09-04 00:00:00,,4,,,9.6,2005,8.4,,0,,,0.1
-117.44722222222222,56.22694444444444,0,0,,3075040,9,20,,AB,3075040.2005.9.5,,,,,PEACE RIVER A,,,0,0,,,,2005-09-05 00:00:00,,5,,,11,2005,7,,0,,,1.9
-117.44722222222222,56.22694444444444,0,0,,3075040,9,19.7,,AB,3075040.2005.9.6,,,,,PEACE RIVER A,,,0,0,,,,2005-09-06 00:00:00,,6,,,10.4,2005,7.6,,0,,,1.1
-117.44722222222222,56.22694444444444,0,0,,3075040,9,21.2,,AB,3075040.2005.9.7,,,,,PEACE RIVER A,,T,0,0,T,,,2005-09-07 00:00:00,,7,,,12.6,2005,5.4,,0,,,4
-117.44722222222222,56.22694444444444,0,4.4,,3075040,9,17.2,,AB,3075040.2005.9.8,,,,,PEACE RIVER A,,,0,0,,,,2005-09-08 00:00:00,,8,,,12.5,2005,5.5,,4.4,,,7.7
-117.44722222222222,56.22694444444444,0,0,,3075040,9,14.2,,AB,3075040.2005.9.9,,,,,PEACE RIVER A,,T,0,0,T,,,2005-09-09 00:00:00,,9,,,10.5,2005,7.5,,0,,,6.8
-117.44722222222222,56.22694444444444,0,0,,3075040,9,11,,AB,3075040.2005.9.10,,,,,PEACE RIVER A,,T,0,0,T,,,2005-09-10 00:00:00,,10,,,7,2005,11,,0,,,2.9
-117.44722222222222,56.22694444444444,0,0.4,,3075040,9,16.3,,AB,3075040.2005.9.11,,,,,PEACE RIVER A,,,0,0,,,,2005-09-11 00:00:00,,11,,,7.7,2005,10.3,,0.4,,,-0.9
-117.44722222222222,56.22694444444444,0,0,,3075040,9,14.4,,AB,3075040.2005.9.12,,,,,PEACE RIVER A,,T,0,0,T,,,2005-09-12 00:00:00,,12,,,8.2,2005,9.8,,0,,,1.9
-117.44722222222222,56.22694444444444,0,7.2,,3075040,9,8.3,,AB,3075040.2005.9.13,,,,,PEACE RIVER A,,,0,0,,,,2005-09-13 00:00:00,,13,,,3.7,2005,14.3,,7.2,,,-0.9
-117.44722222222222,56.22694444444444,0,9.4,,3075040,9,7.3,,AB,3075040.2005.9.14,,,,,PEACE RIVER A,,,0,0,,,,2005-09-14 00:00:00,,14,,,6.1,2005,11.9,,9.4,,,4.9
-117.44722222222222,56.22694444444444,0,0.4,,3075040,9,10.3,,AB,3075040.2005.9.15,,,,,PEACE RIVER A,,,0,0,,,,2005-09-15 00:00:00,,15,,,7.4,2005,10.6,,0.4,,,4.5
-117.44722222222222,56.22694444444444,0,0,,3075040,9,14.8,,AB,3075040.2005.9.16,,,,,PEACE RIVER A,,,0,0,,,,2005-09-16 00:00:00,,16,,,8.7,2005,9.3,,0,,,2.6
-117.44722222222222,56.22694444444444,0,0,,3075040,9,17.9,,AB,3075040.2005.9.17,,,,,PEACE RIVER A,,,0,0,,,,2005-09-17 00:00:00,,17,,,9.6,2005,8.4,,0,,,1.3
-117.44722222222222,56.22694444444444,0,0,,3075040,9,19.2,,AB,3075040.2005.9.18,,,,,PEACE RIVER A,,,0,0,,,,2005-09-18 00:00:00,,18,,,12.6,2005,5.4,,0,,,5.9
-117.44722222222222,56.22694444444444,0,0,,3075040,9,15.9,,AB,3075040.2005.9.19,,,,,PEACE RIVER A,,,0,0,,,,2005-09-19 00:00:00,,19,,,9.6,2005,8.4,,0,,,3.3
-117.44722222222222,56.22694444444444,0,0,,3075040,9,15.5,,AB,3075040.2005.9.20,,,,,PEACE RIVER A,,,0,0,,,,2005-09-20 00:00:00,,20,,,9.6,2005,8.4,,0,,,3.7
-117.44722222222222,56.22694444444444,0,0.8,,3075040,9,12.7,,AB,3075040.2005.9.21,,,,,PEACE RIVER A,,,0,0,,,,2005-09-21 00:00:00,,21,,,8,2005,10,,0.8,,,3.3
-117.44722222222222,56.22694444444444,0,3.2,,3075040,9,13.1,,AB,3075040.2005.9.22,,,,,PEACE RIVER A,,,0,0,,,,2005-09-22 00:00:00,,22,,,6.7,2005,11.3,,3.2,,,0.3
-117.44722222222222,56.22694444444444,0,0,,3075040,9,13.6,,AB,3075040.2005.9.23,,,,,PEACE RIVER A,,,0,0,,,,2005-09-23 00:00:00,,23,,,5.6,2005,12.4,,0,,,-2.5
-117.44722222222222,56.22694444444444,0,0.2,,3075040,9,14.1,,AB,3075040.2005.9.24,,,,,PEACE RIVER A,,,0,0,,,,2005-09-24 00:00:00,,24,,,8.9,2005,9.1,,0.2,,,3.7
-117.44722222222222,56.22694444444444,0,1.6,,3075040,9,17.3,,AB,3075040.2005.9.25,,,,,PEACE RIVER A,,,0,0,,,,2005-09-25 00:00:00,,25,,,9.6,2005,8.4,,1.6,,,1.9
-117.44722222222222,56.22694444444444,0,0,,3075040,9,12.7,,AB,3075040.2005.9.26,,,,,PEACE RIVER A,,,0,0,,,,2005-09-26 00:00:00,,26,,,8,2005,10,,0,,,3.3
-117.44722222222222,56.22694444444444,0,0,,3075040,9,13.5,,AB,3075040.2005.9.27,,,,,PEACE RIVER A,,,0,0,,,,2005-09-27 00:00:00,,27,,,4.3,2005,13.7,,0,,,-4.9
-117.44722222222222,56.22694444444444,0,0,,3075040,9,18.5,,AB,3075040.2005.9.28,,,,,PEACE RIVER A,,T,0,0,T,,,2005-09-28 00:00:00,,28,,,10.9,2005,7.1,,0,,,3.3
-117.44722222222222,56.22694444444444,0,0,,3075040,9,15.7,,AB,3075040.2005.9.29,,,,,PEACE RIVER A,,,0,0,,,,2005-09-29 00:00:00,,29,,,9.2,2005,8.8,,0,,,2.6
-117.44722222222222,56.22694444444444,0,0,,3075040,9,13.1,,AB,3075040.2005.9.30,,,,,PEACE RIVER A,,T,0,0,T,,,2005-09-30 00:00:00,,30,,,7,2005,11,,0,,,0.9
-117.44722222222222,56.22694444444444,0,1.2,,3075040,10,8.8,,AB,3075040.2005.10.1,,,,,PEACE RIVER A,,,0,0,,,,2005-10-01 00:00:00,,1,,,4.7,2005,13.3,,1.2,,,0.6
-117.44722222222222,56.22694444444444,0,0.2,,3075040,10,9.6,,AB,3075040.2005.10.2,,,,,PEACE RIVER A,,,0,0,,,,2005-10-02 00:00:00,,2,,,5.4,2005,12.6,,0.2,,,1.1
-117.44722222222222,56.22694444444444,0,0,,3075040,10,10.2,,AB,3075040.2005.10.3,,,,,PEACE RIVER A,,,0,0,,,,2005-10-03 00:00:00,,3,,,2.9,2005,15.1,,0,,,-4.4
-117.44722222222222,56.22694444444444,0,0,,3075040,10,10.6,,AB,3075040.2005.10.4,,,,,PEACE RIVER A,,,0,0,,,,2005-10-04 00:00:00,,4,,,3.9,2005,14.1,,0,,,-2.8
-117.44722222222222,56.22694444444444,0,0,,3075040,10,10.9,,AB,3075040.2005.10.5,,,,,PEACE RIVER A,,,0,0,,,,2005-10-05 00:00:00,,5,,,4.2,2005,13.8,,0,,,-2.6
-117.44722222222222,56.22694444444444,0,0,,3075040,10,12.4,,AB,3075040.2005.10.6,,,,,PEACE RIVER A,,,0,0,,,,2005-10-06 00:00:00,,6,,,6,2005,12,,0,,,-0.5
-117.44722222222222,56.22694444444444,0,0,,3075040,10,13.1,,AB,3075040.2005.10.7,,,,,PEACE RIVER A,,,0,0,,,,2005-10-07 00:00:00,,7,,,6.4,2005,11.6,,0,,,-0.4
-117.44722222222222,56.22694444444444,0,0,,3075040,10,12.1,,AB,3075040.2005.10.8,,,,,PEACE RIVER A,,,0,0,,,,2005-10-08 00:00:00,,8,,,4,2005,14,,0,,,-4.1
-117.44722222222222,56.22694444444444,0,0,,3075040,10,13.5,,AB,3075040.2005.10.9,,,,,PEACE RIVER A,,,0,0,,,,2005-10-09 00:00:00,,9,,,4.7,2005,13.3,,0,,,-4.2
-117.44722222222222,56.22694444444444,0,0,,3075040,10,11.7,,AB,3075040.2005.10.10,,,,,PEACE RIVER A,,T,0,0,T,,,2005-10-10 00:00:00,,10,,,5.3,2005,12.7,,0,,,-1.1
-117.44722222222222,56.22694444444444,0,0,,3075040,10,12.6,,AB,3075040.2005.10.11,,,,,PEACE RIVER A,,,0,0,,,,2005-10-11 00:00:00,,11,,,4.6,2005,13.4,,0,,,-3.5
-117.44722222222222,56.22694444444444,0,0,,3075040,10,14.2,,AB,3075040.2005.10.12,,,,,PEACE RIVER A,,,0,0,,,,2005-10-12 00:00:00,,12,,,6.9,2005,11.1,,0,,,-0.4
-117.44722222222222,56.22694444444444,0,0,,3075040,10,12.5,,AB,3075040.2005.10.13,,,,,PEACE RIVER A,,,0,0,,,,2005-10-13 00:00:00,,13,,,5.8,2005,12.2,,0,,,-1
-117.44722222222222,56.22694444444444,0,0,,3075040,10,11.4,,AB,3075040.2005.10.14,,,,,PEACE RIVER A,,,0,0,,,,2005-10-14 00:00:00,,14,,,3.3,2005,14.7,,0,,,-4.8
-117.44722222222222,56.22694444444444,0,4.2,,3075040,10,7,,AB,3075040.2005.10.15,,,,,PEACE RIVER A,,,0,0,,,,2005-10-15 00:00:00,,15,,,3.6,2005,14.4,,4.2,,,0.1
-117.44722222222222,56.22694444444444,0,0.6,,3075040,10,7.8,,AB,3075040.2005.10.16,,,,,PEACE RIVER A,,,0,0,,,,2005-10-16 00:00:00,,16,,,2.4,2005,15.6,,0.6,,,-3
-117.44722222222222,56.22694444444444,0,0.8,,3075040,10,3.6,,AB,3075040.2005.10.17,,,,,PEACE RIVER A,,,0,1.2,,,,2005-10-17 00:00:00,,17,,,1.1,2005,16.9,,2,,,-1.4
-117.44722222222222,56.22694444444444,0,0,,3075040,10,3.9,,AB,3075040.2005.10.18,,,,,PEACE RIVER A,,T,0,0,,T,,2005-10-18 00:00:00,,18,,,0.1,2005,17.9,,0,,,-3.8
-117.44722222222222,56.22694444444444,0,0.8,,3075040,10,8.8,,AB,3075040.2005.10.19,,,,,PEACE RIVER A,,,0,0,,,,2005-10-19 00:00:00,,19,,,2.8,2005,15.2,,0.8,,,-3.3
-117.44722222222222,56.22694444444444,0,0,,3075040,10,7.9,,AB,3075040.2005.10.20,,,,,PEACE RIVER A,,,0,0,,,,2005-10-20 00:00:00,,20,,,1.4,2005,16.6,,0,,,-5.2
-117.44722222222222,56.22694444444444,0,0,,3075040,10,6.7,,AB,3075040.2005.10.21,,,,,PEACE RIVER A,,,0,0,,,,2005-10-21 00:00:00,,21,,,-0.9,2005,18.9,,0,,,-8.4
-117.44722222222222,56.22694444444444,0,0,,3075040,10,13.4,,AB,3075040.2005.10.22,,,,,PEACE RIVER A,,,0,0,,,,2005-10-22 00:00:00,,22,,,7.1,2005,10.9,,0,,,0.8
-117.44722222222222,56.22694444444444,0,0,,3075040,10,12.5,,AB,3075040.2005.10.23,,,,,PEACE RIVER A,,T,0,0,T,,,2005-10-23 00:00:00,,23,,,6.4,2005,11.6,,0,,,0.3
-117.44722222222222,56.22694444444444,0,0,,3075040,10,12.8,,AB,3075040.2005.10.24,,,,,PEACE RIVER A,,,0,0,,,,2005-10-24 00:00:00,,24,,,5.2,2005,12.8,,0,,,-2.5
-117.44722222222222,56.22694444444444,0,0,,3075040,10,18.1,,AB,3075040.2005.10.25,,,,,PEACE RIVER A,,,0,0,,,,2005-10-25 00:00:00,,25,,,9,2005,9,,0,,,-0.1
-117.44722222222222,56.22694444444444,0,0,,3075040,10,10.4,,AB,3075040.2005.10.26,,,,,PEACE RIVER A,,,0,0,,,,2005-10-26 00:00:00,,26,,,4.8,2005,13.2,,0,,,-0.9
-117.44722222222222,56.22694444444444,0,0,,3075040,10,9.3,,AB,3075040.2005.10.27,,,,,PEACE RIVER A,,,0,0,,,,2005-10-27 00:00:00,,27,,,1.5,2005,16.5,,0,,,-6.4
-117.44722222222222,56.22694444444444,0,0,,3075040,10,8.6,,AB,3075040.2005.10.28,,,,,PEACE RIVER A,,,0,0,,,,2005-10-28 00:00:00,,28,,,1.3,2005,16.7,,0,,,-6.1
-117.44722222222222,56.22694444444444,0,0,,3075040,10,10,,AB,3075040.2005.10.29,,,,,PEACE RIVER A,,,0,0,,,,2005-10-29 00:00:00,,29,,,1.3,2005,16.7,,0,,,-7.4
-117.44722222222222,56.22694444444444,0,0,,3075040,10,8.4,,AB,3075040.2005.10.30,,,,,PEACE RIVER A,,T,0,0,,T,,2005-10-30 00:00:00,,30,,,1.9,2005,16.1,,0,,,-4.6
-117.44722222222222,56.22694444444444,0,0,,3075040,10,5.7,,AB,3075040.2005.10.31,,,,,PEACE RIVER A,,T,0,0,,T,,2005-10-31 00:00:00,,31,,,-0.6,2005,18.6,,0,,,-6.9
-117.44722222222222,56.22694444444444,0,0,,3075040,11,5.9,,AB,3075040.2005.11.1,,,,,PEACE RIVER A,,T,0,0,,T,,2005-11-01 00:00:00,,1,,,-0.2,2005,18.2,,0,,,-6.2
-117.44722222222222,56.22694444444444,0,0,,3075040,11,3.6,,AB,3075040.2005.11.2,,,,,PEACE RIVER A,,,0,0,,,,2005-11-02 00:00:00,,2,,,-2.1,2005,20.1,,0,,,-7.7
-117.44722222222222,56.22694444444444,0,0,,3075040,11,4.2,,AB,3075040.2005.11.3,,,,,PEACE RIVER A,,,0,0,,,,2005-11-03 00:00:00,,3,,,-2.1,2005,20.1,,0,,,-8.3
-117.44722222222222,56.22694444444444,0,0,,3075040,11,-0.5,,AB,3075040.2005.11.4,,,,,PEACE RIVER A,,,0,1.7,,,,2005-11-04 00:00:00,,4,,,-1.8,2005,19.8,,1.5,,,-3
-117.44722222222222,56.22694444444444,2,0,,3075040,11,-1.4,,AB,3075040.2005.11.5,,,,,PEACE RIVER A,,,0,0.2,T,,,2005-11-05 00:00:00,,5,,,-4,2005,22,,0.2,,,-6.5
-117.44722222222222,56.22694444444444,2,0,,3075040,11,-2.8,,AB,3075040.2005.11.6,,,,,PEACE RIVER A,,,0,0.8,,,,2005-11-06 00:00:00,,6,,,-5.4,2005,23.4,,0.6,,,-7.9
-117.44722222222222,56.22694444444444,3,0,,3075040,11,-4,,AB,3075040.2005.11.7,,,,,PEACE RIVER A,,,0,1.2,,,,2005-11-07 00:00:00,,7,,,-6.3,2005,24.3,,1,,,-8.6
-117.44722222222222,56.22694444444444,3,0,,3075040,11,-4.4,,AB,3075040.2005.11.8,,,,,PEACE RIVER A,,,0,0,,,,2005-11-08 00:00:00,,8,,,-8,2005,26,,0,,,-11.6
-117.44722222222222,56.22694444444444,3,0.6,,3075040,11,6.6,,AB,3075040.2005.11.9,,,,,PEACE RIVER A,,,0,0,,T,,2005-11-09 00:00:00,,9,,,-0.8,2005,18.8,,0.6,,,-8.1
-117.44722222222222,56.22694444444444,0,0.8,,3075040,11,6.6,,AB,3075040.2005.11.10,,,,,PEACE RIVER A,,,0,0,,,,2005-11-10 00:00:00,,10,,,3.2,2005,14.8,,0.8,,,-0.3
-117.44722222222222,56.22694444444444,0,0,,3075040,11,3.2,,AB,3075040.2005.11.11,,,,,PEACE RIVER A,,,0,0,,,,2005-11-11 00:00:00,,11,,,-2,2005,20,,0,,,-7.1
-117.44722222222222,56.22694444444444,0,0,,3075040,11,-6.5,,AB,3075040.2005.11.12,,,,,PEACE RIVER A,,,0,0.2,,,,2005-11-12 00:00:00,,12,,,-8.4,2005,26.4,,0.2,,,-10.3
-117.44722222222222,56.22694444444444,1,0,,3075040,11,-3.2,,AB,3075040.2005.11.13,,,,,PEACE RIVER A,,,0,0.4,,,,2005-11-13 00:00:00,,13,,,-6.1,2005,24.1,,0.2,,,-8.9
-117.44722222222222,56.22694444444444,2,0,,3075040,11,-8.9,,AB,3075040.2005.11.14,,,,,PEACE RIVER A,,,0,0.4,,,,2005-11-14 00:00:00,,14,,,-11.9,2005,29.9,,0.2,,,-14.8
-117.44722222222222,56.22694444444444,1,0,,3075040,11,-6,,AB,3075040.2005.11.15,,,,,PEACE RIVER A,,T,0,0,,T,,2005-11-15 00:00:00,,15,,,-12.7,2005,30.7,,0,,,-19.3
-117.44722222222222,56.22694444444444,1,0,,3075040,11,1.9,,AB,3075040.2005.11.16,,,,,PEACE RIVER A,,T,0,0,T,T,,2005-11-16 00:00:00,,16,,,-3.8,2005,21.8,,0,,,-9.4
-117.44722222222222,56.22694444444444,0,0,,3075040,11,9.7,,AB,3075040.2005.11.17,,,,,PEACE RIVER A,,T,0,0,T,,,2005-11-17 00:00:00,,17,,T,1.8,2005,16.2,,0,,,-6.1
-117.44722222222222,56.22694444444444,0,0,,3075040,11,9.9,,AB,3075040.2005.11.18,,,,,PEACE RIVER A,,,0,0,,,,2005-11-18 00:00:00,,18,,,5.3,2005,12.7,,0,,,0.6
-117.44722222222222,56.22694444444444,0,0,,3075040,11,14.4,,AB,3075040.2005.11.19,,,,,PEACE RIVER A,,,0,0,,,,2005-11-19 00:00:00,,19,,,8.7,2005,9.3,,0,,,3
-117.44722222222222,56.22694444444444,0,0,,3075040,11,11.4,,AB,3075040.2005.11.20,,,,,PEACE RIVER A,,,0,0,,,,2005-11-20 00:00:00,,20,,,4.4,2005,13.6,,0,,,-2.7
-117.44722222222222,56.22694444444444,0,0,,3075040,11,12.4,,AB,3075040.2005.11.21,,,,,PEACE RIVER A,,T,0,0,T,,,2005-11-21 00:00:00,,21,,,6.2,2005,11.8,,0,,,0
-117.44722222222222,56.22694444444444,0,0,,3075040,11,14,,AB,3075040.2005.11.22,,,,,PEACE RIVER A,,T,0,0,T,,,2005-11-22 00:00:00,,22,,,12.3,2005,5.7,,0,,,10.6
-117.44722222222222,56.22694444444444,0,0,,3075040,11,13.1,,AB,3075040.2005.11.23,,,,,PEACE RIVER A,,,0,0,,,,2005-11-23 00:00:00,,23,,,6.9,2005,11.1,,0,,,0.7
-117.44722222222222,56.22694444444444,0,0,,3075040,11,6,,AB,3075040.2005.11.24,,,,,PEACE RIVER A,,,0,0,,,,2005-11-24 00:00:00,,24,,,0.2,2005,17.8,,0,,,-5.6
