x,y,MAX_TEMPERATURE,MIN_REL_HUMIDITY,TOTAL_PRECIPITATION,COOLING_DEGREE_DAYS,ID,TOTAL_PRECIPITATION_FLAG,MEAN_TEMPERATURE,LOCAL_MONTH,TOTAL_RAIN_FLAG,MAX_REL_HUMIDITY,LOCAL_DATE,MAX_TEMPERATURE_FLAG,PROVINCE_CODE,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST_FLAG,MAX_REL_HUMIDITY_FLAG,LOCAL_YEAR,HEATING_DEGREE_DAYS_FLAG,CLIMATE_IDENTIFIER,TOTAL_SNOW_FLAG,MIN_TEMPERATURE,HEATING_DEGREE_DAYS,MIN_REL_HUMIDITY_FLAG,SPEED_MAX_GUST,MEAN_TEMPERATURE_FLAG,STATION_NAME,COOLING_DEGREE_DAYS_FLAG,SNOW_ON_GROUND,TOTAL_SNOW,MIN_TEMPERATURE_FLAG,LOCAL_DAY,SNOW_ON_GROUND_FLAG,TOTAL_RAIN,DIRECTION_MAX_GUST
-112.02361111111111,54.76888888888889,-14.3,,,0,3063686.2001.2.11,,-18.9,2,,,2001-02-11 00:00:00,,AB,,,,2001,,3063686,,-23.4,36.9,,,,LAC LA BICHE CLIMATE,,,,,11,,,
-112.02361111111111,54.76888888888889,-10.5,,,0,3063686.2001.2.12,,-14.3,2,,,2001-02-12 00:00:00,,AB,,,,2001,,3063686,,-18.1,32.3,,,,LAC LA BICHE CLIMATE,,,,,12,,,
-112.02361111111111,54.76888888888889,-9.3,,,0,3063686.2001.2.13,,-17.5,2,,,2001-02-13 00:00:00,,AB,,,,2001,,3063686,,-25.7,35.5,,,,LAC LA BICHE CLIMATE,,,,,13,,,
-112.02361111111111,54.76888888888889,-9.3,,,0,3063686.2001.2.14,,-13.4,2,,,2001-02-14 00:00:00,,AB,,,,2001,,3063686,,-17.4,31.4,,,,LAC LA BICHE CLIMATE,,,,,14,,,
-112.02361111111111,54.76888888888889,-14.8,,,0,3063686.2001.2.15,,-17.4,2,,,2001-02-15 00:00:00,,AB,,,,2001,,3063686,,-20,35.4,,,,LAC LA BICHE CLIMATE,,,,,15,,,
-112.02361111111111,54.76888888888889,-13.5,,,0,3063686.2001.2.16,,-18.1,2,,,2001-02-16 00:00:00,,AB,,,,2001,,3063686,,-22.6,36.1,,,,LAC LA BICHE CLIMATE,,,,,16,,,
-112.02361111111111,54.76888888888889,-8.3,,,0,3063686.2001.2.17,,-16.8,2,,,2001-02-17 00:00:00,,AB,,,,2001,,3063686,,-25.2,34.8,,,,LAC LA BICHE CLIMATE,,,,,17,,,
-112.02361111111111,54.76888888888889,-9.4,,,0,3063686.2001.2.18,,-16.4,2,,,2001-02-18 00:00:00,,AB,,,,2001,,3063686,,-23.4,34.4,,,,LAC LA BICHE CLIMATE,,,,,18,,,
-112.02361111111111,54.76888888888889,-9.2,,,0,3063686.2001.2.19,,-17,2,,,2001-02-19 00:00:00,,AB,,,,2001,,3063686,,-24.8,35,,,,LAC LA BICHE CLIMATE,,,,,19,,,
-112.02361111111111,54.76888888888889,-7.7,,,0,3063686.2001.2.20,,-17.4,2,,,2001-02-20 00:00:00,,AB,,,,2001,,3063686,,-27,35.4,,,,LAC LA BICHE CLIMATE,,,,,20,,,
-112.02361111111111,54.76888888888889,-7.6,,,0,3063686.2001.2.21,,-14.6,2,,,2001-02-21 00:00:00,,AB,,,,2001,,3063686,,-21.6,32.6,,,,LAC LA BICHE CLIMATE,,,,,21,,,
-112.02361111111111,54.76888888888889,-7.7,,,0,3063686.2001.2.22,,-15.9,2,,,2001-02-22 00:00:00,,AB,,,,2001,,3063686,,-24,33.9,,,,LAC LA BICHE CLIMATE,,,,,22,,,
-112.02361111111111,54.76888888888889,-11,,,0,3063686.2001.2.23,,-14.3,2,,,2001-02-23 00:00:00,,AB,,,,2001,,3063686,,-17.6,32.3,,,,LAC LA BICHE CLIMATE,,,,,23,,,
-112.02361111111111,54.76888888888889,-17.6,,,0,3063686.2001.2.24,,-21.4,2,,,2001-02-24 00:00:00,,AB,,,,2001,,3063686,,-25.1,39.4,,,,LAC LA BICHE CLIMATE,,,,,24,,,
-112.02361111111111,54.76888888888889,-17,,,0,3063686.2001.2.25,,-23.9,2,,,2001-02-25 00:00:00,,AB,,,,2001,,3063686,,-30.7,41.9,,,,LAC LA BICHE CLIMATE,,,,,25,,,
-112.02361111111111,54.76888888888889,-12.2,,,0,3063686.2001.2.26,,-22.5,2,,,2001-02-26 00:00:00,,AB,,,,2001,,3063686,,-32.8,40.5,,,,LAC LA BICHE CLIMATE,,,,,26,,,
-112.02361111111111,54.76888888888889,5.2,,,0,3063686.2001.2.27,,-7.6,2,,,2001-02-27 00:00:00,,AB,,,,2001,,3063686,,-20.4,25.6,,,,LAC LA BICHE CLIMATE,,,,,27,,,
-112.02361111111111,54.76888888888889,12.2,,,0,3063686.2001.2.28,,4.7,2,,,2001-02-28 00:00:00,,AB,,,,2001,,3063686,,-2.8,13.3,,,,LAC LA BICHE CLIMATE,,,,,28,,,
-112.02361111111111,54.76888888888889,5.8,,0,0,3063686.2001.3.1,,0.3,3,,,2001-03-01 00:00:00,,AB,,,,2001,,3063686,,-5.3,17.7,,,,LAC LA BICHE CLIMATE,,1,0,,1,,0,
-112.02361111111111,54.76888888888889,3.3,,0,0,3063686.2001.3.2,,-1.9,3,,,2001-03-02 00:00:00,,AB,,,,2001,,3063686,,-7.1,19.9,,,,LAC LA BICHE CLIMATE,,,0,,2,M,0,
-112.02361111111111,54.76888888888889,2.5,,0,0,3063686.2001.3.3,,-1.6,3,,,2001-03-03 00:00:00,,AB,,,,2001,,3063686,,-5.6,19.6,,,,LAC LA BICHE CLIMATE,,,0,,3,M,0,
-112.02361111111111,54.76888888888889,3.5,,0,0,3063686.2001.3.4,,-2.5,3,,,2001-03-04 00:00:00,,AB,,,,2001,,3063686,,-8.4,20.5,,,,LAC LA BICHE CLIMATE,,,0,,4,M,0,
-112.02361111111111,54.76888888888889,-1.8,,2.4,0,3063686.2001.3.5,,-6.5,3,,,2001-03-05 00:00:00,,AB,,,,2001,,3063686,,-11.1,24.5,,,,LAC LA BICHE CLIMATE,,1,2.4,,5,,0,
-112.02361111111111,54.76888888888889,6.5,,0,0,3063686.2001.3.6,,-4.8,3,,,2001-03-06 00:00:00,,AB,,,,2001,,3063686,,-16.1,22.8,,,,LAC LA BICHE CLIMATE,,3,0,,6,,0,
-112.02361111111111,54.76888888888889,9.2,,0,0,3063686.2001.3.7,,-0.6,3,,,2001-03-07 00:00:00,,AB,,,,2001,,3063686,,-10.3,18.6,,,,LAC LA BICHE CLIMATE,,,0,,7,M,0,
-112.02361111111111,54.76888888888889,11,,0,0,3063686.2001.3.8,,2,3,,,2001-03-08 00:00:00,,AB,,,,2001,,3063686,,-7.1,16,,,,LAC LA BICHE CLIMATE,,1,0,,8,,0,
-112.02361111111111,54.76888888888889,2.3,,0,0,3063686.2001.3.9,,-1.8,3,,,2001-03-09 00:00:00,,AB,,,,2001,,3063686,,-5.8,19.8,,,,LAC LA BICHE CLIMATE,,1,0,,9,,0,
-112.02361111111111,54.76888888888889,5.2,,0,0,3063686.2001.3.10,,-0.9,3,,,2001-03-10 00:00:00,,AB,,,,2001,,3063686,,-7,18.9,,,,LAC LA BICHE CLIMATE,,1,0,,10,,0,
-112.02361111111111,54.76888888888889,3.6,,2.2,0,3063686.2001.3.11,E,-0.1,3,,,2001-03-11 00:00:00,,AB,,,,2001,,3063686,E,-3.7,18.1,,,,LAC LA BICHE CLIMATE,,1,2.2,,11,,0,
-112.02361111111111,54.76888888888889,8.2,,0,0,3063686.2001.3.12,,4.4,3,,,2001-03-12 00:00:00,,AB,,,,2001,,3063686,,0.5,13.6,,,,LAC LA BICHE CLIMATE,,1,0,,12,,0,
-112.02361111111111,54.76888888888889,7,,0,0,3063686.2001.3.13,,1.8,3,,,2001-03-13 00:00:00,,AB,,,,2001,,3063686,,-3.5,16.2,,,,LAC LA BICHE CLIMATE,,1,0,,13,,0,
-112.02361111111111,54.76888888888889,6.4,,0,0,3063686.2001.3.14,,0,3,,,2001-03-14 00:00:00,,AB,,,,2001,,3063686,,-6.4,18,,,,LAC LA BICHE CLIMATE,,1,0,,14,,0,
-112.02361111111111,54.76888888888889,7.6,,0,0,3063686.2001.3.15,,0.5,3,,,2001-03-15 00:00:00,,AB,,,,2001,,3063686,,-6.6,17.5,,,,LAC LA BICHE CLIMATE,,1,0,,15,,0,
-112.02361111111111,54.76888888888889,8.3,,0,0,3063686.2001.3.16,,-0.4,3,,,2001-03-16 00:00:00,,AB,,,,2001,,3063686,,-9.1,18.4,,,,LAC LA BICHE CLIMATE,,,0,,16,M,0,
-112.02361111111111,54.76888888888889,9.4,,0,0,3063686.2001.3.17,,1.2,3,,,2001-03-17 00:00:00,,AB,,,,2001,,3063686,,-7,16.8,,,,LAC LA BICHE CLIMATE,,1,0,,17,,0,
-112.02361111111111,54.76888888888889,11.8,,0,0,3063686.2001.3.18,,3.1,3,,,2001-03-18 00:00:00,,AB,,,,2001,,3063686,,-5.7,14.9,,,,LAC LA BICHE CLIMATE,,1,0,,18,,0,
-112.02361111111111,54.76888888888889,5.5,,2,0,3063686.2001.3.19,E,-3.3,3,,,2001-03-19 00:00:00,,AB,,,,2001,,3063686,E,-12.1,21.3,,,,LAC LA BICHE CLIMATE,,1,2,,19,,0,
-112.02361111111111,54.76888888888889,-10.5,,0,0,3063686.2001.3.20,,-14.9,3,,,2001-03-20 00:00:00,,AB,,,,2001,,3063686,,-19.3,32.9,,,,LAC LA BICHE CLIMATE,,1,0,,20,,0,
-112.02361111111111,54.76888888888889,-9.6,,0,0,3063686.2001.3.21,,-13.9,3,,,2001-03-21 00:00:00,,AB,,,,2001,,3063686,,-18.1,31.9,,,,LAC LA BICHE CLIMATE,,1,0,,21,,0,
-112.02361111111111,54.76888888888889,-13.4,,0,0,3063686.2001.3.22,,-18.4,3,,,2001-03-22 00:00:00,,AB,,,,2001,,3063686,,-23.4,36.4,,,,LAC LA BICHE CLIMATE,,,0,,22,M,0,
-112.02361111111111,54.76888888888889,-11.8,,0,0,3063686.2001.3.23,,-17.9,3,,,2001-03-23 00:00:00,,AB,,,,2001,,3063686,,-23.9,35.9,,,,LAC LA BICHE CLIMATE,,1,0,,23,,0,
-112.02361111111111,54.76888888888889,-6.7,,0,0,3063686.2001.3.24,,-15.9,3,,,2001-03-24 00:00:00,,AB,,,,2001,,3063686,,-25,33.9,,,,LAC LA BICHE CLIMATE,,1,0,,24,,0,
-112.02361111111111,54.76888888888889,2.4,,1,0,3063686.2001.3.25,E,-5.6,3,,,2001-03-25 00:00:00,,AB,,,,2001,,3063686,E,-13.5,23.6,,,,LAC LA BICHE CLIMATE,,,1,,25,M,0,
-112.02361111111111,54.76888888888889,0.4,,0,0,3063686.2001.3.26,,-3.1,3,,,2001-03-26 00:00:00,,AB,,,,2001,,3063686,,-6.6,21.1,,,,LAC LA BICHE CLIMATE,,1,0,,26,,0,
-112.02361111111111,54.76888888888889,9.4,,0,0,3063686.2001.3.27,,1.9,3,,,2001-03-27 00:00:00,,AB,,,,2001,,3063686,,-5.6,16.1,,,,LAC LA BICHE CLIMATE,,,0,,27,M,0,
-112.02361111111111,54.76888888888889,9.6,,0,0,3063686.2001.3.28,,4.7,3,,,2001-03-28 00:00:00,,AB,,,,2001,,3063686,,-0.3,13.3,,,,LAC LA BICHE CLIMATE,,1,0,,28,,0,
-112.02361111111111,54.76888888888889,6.9,,0,0,3063686.2001.3.29,,1.6,3,,,2001-03-29 00:00:00,,AB,,,,2001,,3063686,,-3.7,16.4,,,,LAC LA BICHE CLIMATE,,1,0,,29,,0,
-112.02361111111111,54.76888888888889,3.4,,0,0,3063686.2001.3.30,,-1.4,3,,,2001-03-30 00:00:00,,AB,,,,2001,,3063686,,-6.2,19.4,,,,LAC LA BICHE CLIMATE,,1,0,,30,,0,
-112.02361111111111,54.76888888888889,7.7,,0,0,3063686.2001.3.31,,-1.4,3,,,2001-03-31 00:00:00,,AB,,,,2001,,3063686,,-10.4,19.4,,,,LAC LA BICHE CLIMATE,,1,0,,31,E,0,
-112.02361111111111,54.76888888888889,7.2,,0,0,3063686.2001.4.1,,2.4,4,,,2001-04-01 00:00:00,,AB,,,,2001,,3063686,,-2.4,15.6,,,,LAC LA BICHE CLIMATE,,1,0,,1,,0,
-112.02361111111111,54.76888888888889,9.3,,0,0,3063686.2001.4.2,,1.8,4,,,2001-04-02 00:00:00,,AB,,,,2001,,3063686,,-5.8,16.2,,,,LAC LA BICHE CLIMATE,,,0,,2,M,0,
-112.02361111111111,54.76888888888889,8.6,,0,0,3063686.2001.4.3,,0.5,4,,,2001-04-03 00:00:00,,AB,,,,2001,,3063686,,-7.7,17.5,,,,LAC LA BICHE CLIMATE,,,0,,3,M,0,
-112.02361111111111,54.76888888888889,7.1,,0,0,3063686.2001.4.4,,0.2,4,,,2001-04-04 00:00:00,,AB,,,,2001,,3063686,,-6.7,17.8,,,,LAC LA BICHE CLIMATE,,,0,,4,M,0,
-112.02361111111111,54.76888888888889,11.6,,0,0,3063686.2001.4.5,,3.9,4,,,2001-04-05 00:00:00,,AB,,,,2001,,3063686,,-3.8,14.1,,,,LAC LA BICHE CLIMATE,,,0,,5,M,0,
-112.02361111111111,54.76888888888889,11.7,,0,0,3063686.2001.4.6,,3.8,4,,,2001-04-06 00:00:00,,AB,,,,2001,,3063686,,-4.2,14.2,,,,LAC LA BICHE CLIMATE,,,0,,6,M,0,
-112.02361111111111,54.76888888888889,6.2,,0,0,3063686.2001.4.7,,2.2,4,,,2001-04-07 00:00:00,,AB,,,,2001,,3063686,,-1.9,15.8,,,,LAC LA BICHE CLIMATE,,,0,,7,M,0,
-112.02361111111111,54.76888888888889,5.9,,0,0,3063686.2001.4.8,,1.5,4,,,2001-04-08 00:00:00,,AB,,,,2001,,3063686,,-2.9,16.5,,,,LAC LA BICHE CLIMATE,,,0,,8,M,0,
-112.02361111111111,54.76888888888889,11.1,,0,0,3063686.2001.4.9,,4,4,,,2001-04-09 00:00:00,,AB,,,,2001,,3063686,,-3.1,14,,,,LAC LA BICHE CLIMATE,,,0,,9,M,0,
-112.02361111111111,54.76888888888889,2.5,,6.4,0,3063686.2001.4.10,E,0.2,4,E,,2001-04-10 00:00:00,,AB,,,,2001,E,3063686,,-2.1,17.8,,,E,LAC LA BICHE CLIMATE,E,,0,E,10,M,6.4,
-112.02361111111111,54.76888888888889,5.5,,0,0,3063686.2001.4.11,,0.3,4,,,2001-04-11 00:00:00,,AB,,,,2001,,3063686,,-5,17.7,,,,LAC LA BICHE CLIMATE,,,0,,11,M,0,
-112.02361111111111,54.76888888888889,8.5,,0,0,3063686.2001.4.12,,0.3,4,,,2001-04-12 00:00:00,,AB,,,,2001,,3063686,,-7.9,17.7,,,,LAC LA BICHE CLIMATE,,,0,,12,M,0,
-112.02361111111111,54.76888888888889,8.7,,0,0,3063686.2001.4.13,,1.1,4,,,2001-04-13 00:00:00,,AB,,,,2001,,3063686,,-6.5,16.9,,,,LAC LA BICHE CLIMATE,,,0,,13,M,0,
-112.02361111111111,54.76888888888889,5.3,,0,0,3063686.2001.4.14,,0,4,,,2001-04-14 00:00:00,,AB,,,,2001,,3063686,,-5.3,18,,,,LAC LA BICHE CLIMATE,,,0,,14,M,0,
-112.02361111111111,54.76888888888889,3.1,,0,0,3063686.2001.4.15,,-2.5,4,,,2001-04-15 00:00:00,,AB,,,,2001,,3063686,,-8,20.5,,,,LAC LA BICHE CLIMATE,,,0,,15,M,0,
-112.02361111111111,54.76888888888889,8.5,,0,0,3063686.2001.4.16,,-0.4,4,,,2001-04-16 00:00:00,,AB,,,,2001,,3063686,,-9.2,18.4,,,,LAC LA BICHE CLIMATE,,,0,,16,M,0,
-112.02361111111111,54.76888888888889,9,,0,0,3063686.2001.4.17,,3.8,4,,,2001-04-17 00:00:00,,AB,,,,2001,,3063686,,-1.4,14.2,,,,LAC LA BICHE CLIMATE,,,0,,17,M,0,
-112.02361111111111,54.76888888888889,16.4,,0,0,3063686.2001.4.18,,7.6,4,,,2001-04-18 00:00:00,,AB,,,,2001,,3063686,,-1.3,10.4,,,,LAC LA BICHE CLIMATE,,,0,,18,M,0,
-112.02361111111111,54.76888888888889,10,,0,0,3063686.2001.4.19,,3.9,4,,,2001-04-19 00:00:00,,AB,,,,2001,,3063686,,-2.2,14.1,,,,LAC LA BICHE CLIMATE,,,0,,19,M,0,
-112.02361111111111,54.76888888888889,2.3,,0,0,3063686.2001.4.20,,-2.4,4,,,2001-04-20 00:00:00,,AB,,,,2001,,3063686,,-7,20.4,,,,LAC LA BICHE CLIMATE,,,0,,20,M,0,
-112.02361111111111,54.76888888888889,8.3,,0,0,3063686.2001.4.21,,-1,4,,,2001-04-21 00:00:00,,AB,,,,2001,,3063686,,-10.2,19,,,,LAC LA BICHE CLIMATE,,,0,,21,M,0,
-112.02361111111111,54.76888888888889,11.3,,0,0,3063686.2001.4.22,,2.4,4,,,2001-04-22 00:00:00,,AB,,,,2001,,3063686,,-6.5,15.6,,,,LAC LA BICHE CLIMATE,,,0,,22,M,0,
-112.02361111111111,54.76888888888889,15.3,,0,0,3063686.2001.4.23,,4.6,4,,,2001-04-23 00:00:00,,AB,,,,2001,,3063686,,-6.1,13.4,,,,LAC LA BICHE CLIMATE,,,0,,23,M,0,
-112.02361111111111,54.76888888888889,21,,0,0,3063686.2001.4.24,,11.8,4,,,2001-04-24 00:00:00,,AB,,,,2001,,3063686,,2.6,6.2,,,,LAC LA BICHE CLIMATE,,,0,,24,M,0,
-112.02361111111111,54.76888888888889,14.7,,0,0,3063686.2001.4.25,,8.1,4,,,2001-04-25 00:00:00,,AB,,,,2001,,3063686,,1.5,9.9,,,,LAC LA BICHE CLIMATE,,,0,,25,M,0,
-112.02361111111111,54.76888888888889,19.7,,0,0,3063686.2001.4.26,,7.4,4,,,2001-04-26 00:00:00,,AB,,,,2001,,3063686,,-5,10.6,,,,LAC LA BICHE CLIMATE,,,0,,26,M,0,
-112.02361111111111,54.76888888888889,26,,0,0,3063686.2001.4.27,,16,4,,,2001-04-27 00:00:00,,AB,,,,2001,,3063686,,6,2,,,,LAC LA BICHE CLIMATE,,,0,,27,M,0,
-112.02361111111111,54.76888888888889,26.4,,0.2,0,3063686.2001.4.28,,14.5,4,,,2001-04-28 00:00:00,,AB,,,,2001,,3063686,,2.5,3.5,,,,LAC LA BICHE CLIMATE,,,0,,28,M,0.2,
-112.02361111111111,54.76888888888889,16.2,,0.2,0,3063686.2001.4.29,,9.9,4,,,2001-04-29 00:00:00,,AB,,,,2001,,3063686,,3.6,8.1,,,,LAC LA BICHE CLIMATE,,,0,,29,M,0.2,
-112.02361111111111,54.76888888888889,15.2,,0,0,3063686.2001.4.30,,6.9,4,,,2001-04-30 00:00:00,,AB,,,,2001,,3063686,,-1.5,11.1,,,,LAC LA BICHE CLIMATE,,,0,,30,M,0,
-112.02361111111111,54.76888888888889,14.2,,0,0,3063686.2001.5.1,,5.7,5,,,2001-05-01 00:00:00,,AB,,,,2001,,3063686,,-2.8,12.3,,,,LAC LA BICHE CLIMATE,,,0,,1,,0,
-112.02361111111111,54.76888888888889,14.2,,0,0,3063686.2001.5.2,,6.6,5,,,2001-05-02 00:00:00,,AB,,,,2001,,3063686,,-1,11.4,,,,LAC LA BICHE CLIMATE,,,0,,2,,0,
-112.02361111111111,54.76888888888889,20.2,,0,0,3063686.2001.5.3,,11.7,5,,,2001-05-03 00:00:00,,AB,,,,2001,,3063686,,3.2,6.3,,,,LAC LA BICHE CLIMATE,,,0,,3,,0,
-112.02361111111111,54.76888888888889,18.6,,0,0,3063686.2001.5.4,,14.2,5,,,2001-05-04 00:00:00,,AB,,,,2001,,3063686,,9.8,3.8,,,,LAC LA BICHE CLIMATE,,,0,,4,,0,
-112.02361111111111,54.76888888888889,18.8,,2.8,0,3063686.2001.5.5,E,12.3,5,E,,2001-05-05 00:00:00,,AB,,,,2001,,3063686,,5.7,5.7,,,,LAC LA BICHE CLIMATE,,,0,,5,,2.8,
-112.02361111111111,54.76888888888889,11.5,,4.6,0,3063686.2001.5.6,E,6.9,5,E,,2001-05-06 00:00:00,,AB,,,,2001,,3063686,,2.2,11.1,,,,LAC LA BICHE CLIMATE,,,0,,6,,4.6,
-112.02361111111111,54.76888888888889,15.2,,0,0,3063686.2001.5.7,,6.8,5,,,2001-05-07 00:00:00,,AB,,,,2001,,3063686,,-1.6,11.2,,,,LAC LA BICHE CLIMATE,,,0,,7,,0,
-112.02361111111111,54.76888888888889,17.1,,3.4,0,3063686.2001.5.8,E,11.3,5,E,,2001-05-08 00:00:00,,AB,,,,2001,,3063686,,5.4,6.7,,,,LAC LA BICHE CLIMATE,,,0,,8,,3.4,
-112.02361111111111,54.76888888888889,14.2,,0,0,3063686.2001.5.9,,7.1,5,,,2001-05-09 00:00:00,,AB,,,,2001,,3063686,,0,10.9,,,,LAC LA BICHE CLIMATE,,,0,,9,,0,
-112.02361111111111,54.76888888888889,15.6,,0,0,3063686.2001.5.10,,5.8,5,,,2001-05-10 00:00:00,,AB,,,,2001,,3063686,,-4.1,12.2,,,,LAC LA BICHE CLIMATE,,,0,,10,,0,
-112.02361111111111,54.76888888888889,18.5,,0,0,3063686.2001.5.11,,8.8,5,,,2001-05-11 00:00:00,,AB,,,,2001,,3063686,,-0.9,9.2,,,,LAC LA BICHE CLIMATE,,,0,,11,,0,
-112.02361111111111,54.76888888888889,23.2,,0,0,3063686.2001.5.12,,12.5,5,,,2001-05-12 00:00:00,,AB,,,,2001,,3063686,,1.8,5.5,,,,LAC LA BICHE CLIMATE,,,0,,12,,0,
-112.02361111111111,54.76888888888889,21.6,,0,0,3063686.2001.5.13,,13.3,5,,,2001-05-13 00:00:00,,AB,,,,2001,,3063686,,4.9,4.7,,,,LAC LA BICHE CLIMATE,,,0,,13,,0,
-112.02361111111111,54.76888888888889,17,,5.6,0,3063686.2001.5.14,E,11.2,5,E,,2001-05-14 00:00:00,,AB,,,,2001,,3063686,,5.3,6.8,,,,LAC LA BICHE CLIMATE,,,0,,14,,5.6,
-112.02361111111111,54.76888888888889,16.4,,0,0,3063686.2001.5.15,,9.4,5,,,2001-05-15 00:00:00,,AB,,,,2001,,3063686,,2.4,8.6,,,,LAC LA BICHE CLIMATE,,,0,,15,,0,
-112.02361111111111,54.76888888888889,18.4,,0,0,3063686.2001.5.16,,8.1,5,,,2001-05-16 00:00:00,,AB,,,,2001,,3063686,,-2.3,9.9,,,,LAC LA BICHE CLIMATE,,,0,,16,,0,
-112.02361111111111,54.76888888888889,17,,0,0,3063686.2001.5.17,,9.6,5,,,2001-05-17 00:00:00,,AB,,,,2001,,3063686,,2.2,8.4,,,,LAC LA BICHE CLIMATE,,,0,,17,,0,
-112.02361111111111,54.76888888888889,13.5,,0,0,3063686.2001.5.18,,6.9,5,,,2001-05-18 00:00:00,,AB,,,,2001,,3063686,,0.3,11.1,,,,LAC LA BICHE CLIMATE,,,0,,18,,0,
-112.02361111111111,54.76888888888889,10.8,,3.4,0,3063686.2001.5.19,E,4.2,5,E,,2001-05-19 00:00:00,,AB,,,,2001,,3063686,,-2.4,13.8,,,,LAC LA BICHE CLIMATE,,,0,,19,,3.4,
-112.02361111111111,54.76888888888889,13.4,,0.2,0,3063686.2001.5.20,E,7.4,5,E,,2001-05-20 00:00:00,,AB,,,,2001,,3063686,,1.4,10.6,,,,LAC LA BICHE CLIMATE,,,0,,20,,0.2,
-112.02361111111111,54.76888888888889,16.6,,0,0,3063686.2001.5.21,,7.5,5,,,2001-05-21 00:00:00,,AB,,,,2001,,3063686,,-1.6,10.5,,,,LAC LA BICHE CLIMATE,,,0,,21,,0,
-112.02361111111111,54.76888888888889,22.3,,0,0,3063686.2001.5.22,,10.6,5,,,2001-05-22 00:00:00,,AB,,,,2001,,3063686,,-1.2,7.4,,,,LAC LA BICHE CLIMATE,,,0,,22,,0,
-112.02361111111111,54.76888888888889,25.5,,0,0,3063686.2001.5.23,,16.3,5,,,2001-05-23 00:00:00,,AB,,,,2001,,3063686,,7,1.7,,,,LAC LA BICHE CLIMATE,,,0,,23,,0,
-112.02361111111111,54.76888888888889,23.2,,0,0,3063686.2001.5.24,,17.4,5,,,2001-05-24 00:00:00,,AB,,,,2001,,3063686,,11.6,0.6,,,,LAC LA BICHE CLIMATE,,,0,,24,,0,
