x,y,SPEED_MAX_GUST_FLAG,MEAN_TEMPERATURE,TOTAL_PRECIPITATION_FLAG,SPEED_MAX_GUST,MAX_TEMPERATURE_FLAG,DIRECTION_MAX_GUST,MAX_REL_HUMIDITY,MEAN_TEMPERATURE_FLAG,CLIMATE_IDENTIFIER,DIRECTION_MAX_GUST_FLAG,TOTAL_RAIN,PROVINCE_CODE,MAX_REL_HUMIDITY_FLAG,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,LOCAL_MONTH,LOCAL_DAY,MIN_REL_HUMIDITY,TOTAL_RAIN_FLAG,SNOW_ON_GROUND,MAX_TEMPERATURE,LOCAL_YEAR,SNOW_ON_GROUND_FLAG,ID,HEATING_DEGREE_DAYS_FLAG,TOTAL_SNOW,MIN_REL_HUMIDITY_FLAG,COOLING_DEGREE_DAYS,MIN_TEMPERATURE_FLAG,STATION_NAME,MIN_TEMPERATURE,TOTAL_PRECIPITATION,TOTAL_SNOW_FLAG,LOCAL_DATE
-118.88472222222222,55.18,,7.8,,46,,26,,,3072921,,0,AB,,,10.2,9,24,,,,14.6,2013,,3072921.2013.9.24,,0,,0,,GRANDE PRAIRIE A,1,0,,2013-09-24 00:00:00
-118.88472222222222,55.18,,4.6,,32,,29,,,3072921,,1,AB,,,13.4,9,25,,,,8.9,2013,,3072921.2013.9.25,,0,,0,,GRANDE PRAIRIE A,0.2,1,,2013-09-25 00:00:00
-118.88472222222222,55.18,,5.3,,37,,25,,,3072921,,0,AB,,,12.7,9,26,,,,14.2,2013,,3072921.2013.9.26,,0,,0,,GRANDE PRAIRIE A,-3.6,0,,2013-09-26 00:00:00
-118.88472222222222,55.18,,6.1,,46,,25,,,3072921,,0,AB,,,11.9,9,27,,,,14.3,2013,,3072921.2013.9.27,,0,,0,,GRANDE PRAIRIE A,-2.2,0,,2013-09-27 00:00:00
-118.88472222222222,55.18,,6.8,,0,,0,,,3072921,,0,AB,,,11.2,9,28,,,,14.9,2013,,3072921.2013.9.28,,0,,0,,GRANDE PRAIRIE A,-1.4,0,,2013-09-28 00:00:00
-118.88472222222222,55.18,,8.2,,52,,27,,,3072921,,0,AB,,,9.8,9,29,,,,16.4,2013,,3072921.2013.9.29,,0,,0,,GRANDE PRAIRIE A,-0.1,0,,2013-09-29 00:00:00
-118.88472222222222,55.18,,5.1,,32,,24,,,3072921,,4,AB,,,12.9,9,30,,,,9.6,2013,,3072921.2013.9.30,,0,,0,,GRANDE PRAIRIE A,0.5,4,,2013-09-30 00:00:00
-118.88472222222222,55.18,,5.3,,0,,0,,,3072921,,15.6,AB,,,12.7,10,1,,,,7.2,2013,,3072921.2013.10.1,,0,,0,,GRANDE PRAIRIE A,3.3,15.6,,2013-10-01 00:00:00
-118.88472222222222,55.18,,4.1,,0,,0,,,3072921,,1.2,AB,,,13.9,10,2,,,,5.7,2013,,3072921.2013.10.2,,0,,0,,GRANDE PRAIRIE A,2.4,1.2,,2013-10-02 00:00:00
-118.88472222222222,55.18,,5.4,,0,,0,,,3072921,,0,AB,,,12.6,10,3,,,,11,2013,,3072921.2013.10.3,,0,,0,,GRANDE PRAIRIE A,-0.2,0,,2013-10-03 00:00:00
-118.88472222222222,55.18,,3.2,,0,,0,,,3072921,,1.6,AB,,,14.8,10,4,,,,9.8,2013,,3072921.2013.10.4,,0,,0,,GRANDE PRAIRIE A,-3.5,1.6,,2013-10-04 00:00:00
-118.88472222222222,55.18,,8.4,,57,,25,,,3072921,,0,AB,,,9.6,10,5,,,,13.6,2013,,3072921.2013.10.5,,0,,0,,GRANDE PRAIRIE A,3.2,0,,2013-10-05 00:00:00
-118.88472222222222,55.18,,6.7,,0,,0,,,3072921,,38,AB,,,11.3,10,6,,,,9.5,2013,,3072921.2013.10.6,,0,,0,,GRANDE PRAIRIE A,3.8,38,,2013-10-06 00:00:00
-118.88472222222222,55.18,,11.2,,56,,27,,,3072921,,1.2,AB,,,6.8,10,7,,,,16,2013,,3072921.2013.10.7,,0,,0,,GRANDE PRAIRIE A,6.3,1.2,,2013-10-07 00:00:00
-118.88472222222222,55.18,,3.2,,54,,31,,,3072921,,0.2,AB,,,14.8,10,8,,,,8.5,2013,,3072921.2013.10.8,,0,,0,,GRANDE PRAIRIE A,-2.2,0.2,,2013-10-08 00:00:00
-118.88472222222222,55.18,,2.9,,0,,0,,,3072921,,0,AB,,,15.1,10,9,,,,9.5,2013,,3072921.2013.10.9,,0,,0,,GRANDE PRAIRIE A,-3.8,0,,2013-10-09 00:00:00
-118.88472222222222,55.18,,6.4,,59,,26,,,3072921,,0,AB,,,11.6,10,10,,,,11,2013,,3072921.2013.10.10,,0,,0,,GRANDE PRAIRIE A,1.7,0,,2013-10-10 00:00:00
-118.88472222222222,55.18,,4.4,,37,,26,,,3072921,,0,AB,,,13.6,10,11,,,,11.6,2013,,3072921.2013.10.11,,0,,0,,GRANDE PRAIRIE A,-2.8,0,,2013-10-11 00:00:00
-118.88472222222222,55.18,,1.6,,0,,0,,,3072921,,0,AB,,,16.4,10,12,,,,9.1,2013,,3072921.2013.10.12,,0,,0,,GRANDE PRAIRIE A,-5.9,0,,2013-10-12 00:00:00
-118.88472222222222,55.18,,3.9,,0,,0,,,3072921,,0,AB,,,14.1,10,13,,,,11.4,2013,,3072921.2013.10.13,,0,,0,,GRANDE PRAIRIE A,-3.6,0,,2013-10-13 00:00:00
-118.88472222222222,55.18,,6.6,,37,,25,,,3072921,,0,AB,,,11.4,10,14,,,,17.2,2013,,3072921.2013.10.14,,0,,0,,GRANDE PRAIRIE A,-4.1,0,,2013-10-14 00:00:00
-118.88472222222222,55.18,,7.3,T,54,,25,,,3072921,,0,AB,,,10.7,10,15,,T,,12.9,2013,,3072921.2013.10.15,,0,,0,,GRANDE PRAIRIE A,1.7,0,,2013-10-15 00:00:00
-118.88472222222222,55.18,,2.8,,0,,0,,,3072921,,0,AB,,,15.2,10,16,,,,11.4,2013,,3072921.2013.10.16,,0,,0,,GRANDE PRAIRIE A,-5.9,0,,2013-10-16 00:00:00
-118.88472222222222,55.18,,4.5,,39,,30,,,3072921,,0,AB,,,13.5,10,17,,,,12.9,2013,,3072921.2013.10.17,,0,,0,,GRANDE PRAIRIE A,-3.9,0,,2013-10-17 00:00:00
-118.88472222222222,55.18,,8,,48,,25,,,3072921,,0,AB,,,10,10,18,,,,18.1,2013,,3072921.2013.10.18,,0,,0,,GRANDE PRAIRIE A,-2.1,0,,2013-10-18 00:00:00
-118.88472222222222,55.18,,6.9,,41,,27,,,3072921,,0,AB,,,11.1,10,19,,,,13.9,2013,,3072921.2013.10.19,,0,,0,,GRANDE PRAIRIE A,-0.2,0,,2013-10-19 00:00:00
-118.88472222222222,55.18,,8.5,,39,,29,,,3072921,,0,AB,,,9.5,10,20,,,,17.5,2013,,3072921.2013.10.20,,0,,0,,GRANDE PRAIRIE A,-0.6,0,,2013-10-20 00:00:00
-118.88472222222222,55.18,,11.2,,33,,29,,,3072921,,0,AB,,,6.8,10,21,,,,17.1,2013,,3072921.2013.10.21,,0,,0,,GRANDE PRAIRIE A,5.3,0,,2013-10-21 00:00:00
-118.88472222222222,55.18,,8.3,,0,,0,,,3072921,,0,AB,,,9.7,10,22,,,,12.1,2013,,3072921.2013.10.22,,0,,0,,GRANDE PRAIRIE A,4.5,0,,2013-10-22 00:00:00
-118.88472222222222,55.18,,6.6,,0,,0,,,3072921,,0,AB,,,11.4,10,23,,,,12.2,2013,,3072921.2013.10.23,,0,,0,,GRANDE PRAIRIE A,0.9,0,,2013-10-23 00:00:00
-118.88472222222222,55.18,,9.4,,54,,27,,,3072921,,0,AB,,,8.6,10,24,,,,20,2013,,3072921.2013.10.24,,0,,0,,GRANDE PRAIRIE A,-1.2,0,,2013-10-24 00:00:00
-118.88472222222222,55.18,,4.1,,0,,0,,,3072921,,0,AB,,,13.9,10,25,,,,12.7,2013,,3072921.2013.10.25,,0,,0,,GRANDE PRAIRIE A,-4.5,0,,2013-10-25 00:00:00
-118.88472222222222,55.18,,-1.9,T,0,,0,,,3072921,,0,AB,,,19.9,10,28,,,2,1,2013,,3072921.2013.10.28,,0,,0,,GRANDE PRAIRIE A,-4.7,0,T,2013-10-28 00:00:00
-118.88472222222222,55.18,,3.3,,48,,25,,,3072921,,0,AB,,,14.7,10,29,,,1,11.8,2013,,3072921.2013.10.29,,0,,0,,GRANDE PRAIRIE A,-5.3,0,,2013-10-29 00:00:00
-118.88472222222222,55.18,,4.4,,0,,0,,,3072921,,0,AB,,,13.6,10,30,,,,11.7,2013,,3072921.2013.10.30,,0,,0,,GRANDE PRAIRIE A,-2.9,0,,2013-10-30 00:00:00
-118.88472222222222,55.18,,6.6,,61,,25,,,3072921,,3.2,AB,,,11.4,10,31,,,,11.5,2013,,3072921.2013.10.31,,0,,0,,GRANDE PRAIRIE A,1.7,3.2,,2013-10-31 00:00:00
-118.88472222222222,55.18,,4,,56,,25,,,3072921,,0,AB,,,14,11,1,,,,8.6,2013,,3072921.2013.11.1,,0,,0,,GRANDE PRAIRIE A,-0.7,0,,2013-11-01 00:00:00
-118.88472222222222,55.18,,-1.5,,0,,0,,,3072921,,0,AB,,,19.5,11,2,,,,4.4,2013,,3072921.2013.11.2,,0,,0,,GRANDE PRAIRIE A,-7.4,0,,2013-11-02 00:00:00
-118.88472222222222,55.18,,-5.7,,0,,0,,,3072921,,0,AB,,,23.7,11,3,,,0,-1,2013,,3072921.2013.11.3,,1.4,,0,,GRANDE PRAIRIE A,-10.4,0.4,,2013-11-03 00:00:00
-118.88472222222222,55.18,,-7.2,,0,,0,,,3072921,,0,AB,,,25.2,11,4,,,0,-0.4,2013,,3072921.2013.11.4,,0,,0,,GRANDE PRAIRIE A,-13.9,0,,2013-11-04 00:00:00
-118.88472222222222,55.18,,-3.2,,44,,26,,,3072921,,0,AB,,,21.2,11,5,,,,4.9,2013,,3072921.2013.11.5,,0,,0,,GRANDE PRAIRIE A,-11.2,0,,2013-11-05 00:00:00
-118.88472222222222,55.18,,0.6,,48,,28,,,3072921,,0,AB,,,17.4,11,6,,,,8.1,2013,,3072921.2013.11.6,,0,,0,,GRANDE PRAIRIE A,-7,0,,2013-11-06 00:00:00
-118.88472222222222,55.18,,-3.5,,0,,0,,,3072921,,0,AB,,,21.5,11,7,,,1,1.2,2013,,3072921.2013.11.7,,5,,0,,GRANDE PRAIRIE A,-8.2,4.2,,2013-11-07 00:00:00
-118.88472222222222,55.18,,-4.1,,35,,33,,,3072921,,0,AB,,,22.1,11,8,,,6,-1.3,2013,,3072921.2013.11.8,,5,,0,,GRANDE PRAIRIE A,-6.9,2.4,,2013-11-08 00:00:00
-118.88472222222222,55.18,,-9.5,,0,,0,,,3072921,,0,AB,,,27.5,11,9,,,11,-6.9,2013,,3072921.2013.11.9,,6.8,,0,,GRANDE PRAIRIE A,-12,4.2,,2013-11-09 00:00:00
-118.88472222222222,55.18,,-17.2,,0,,0,,,3072921,,0,AB,,,35.2,11,10,,,14,-11.5,2013,,3072921.2013.11.10,,0,,0,,GRANDE PRAIRIE A,-22.8,0,,2013-11-10 00:00:00
-118.88472222222222,55.18,,-14.7,,0,,0,,,3072921,,0,AB,,,32.7,11,11,,,14,-6.4,2013,,3072921.2013.11.11,,0,,0,,GRANDE PRAIRIE A,-23,0,,2013-11-11 00:00:00
-118.88472222222222,55.18,,-5.5,,32,,26,,,3072921,,0,AB,,,23.5,11,12,,,,4.1,2013,,3072921.2013.11.12,,0,,0,,GRANDE PRAIRIE A,-15.1,0,,2013-11-12 00:00:00
-118.88472222222222,55.18,,0.7,,43,,27,,,3072921,,0.4,AB,,,17.3,11,13,,,13,5.8,2013,,3072921.2013.11.13,,0,,0,,GRANDE PRAIRIE A,-4.5,0.4,T,2013-11-13 00:00:00
-118.88472222222222,55.18,,-2,,91,,26,,,3072921,,0,AB,,,20,11,14,,,10,4.6,2013,,3072921.2013.11.14,,0,,0,,GRANDE PRAIRIE A,-8.6,0,,2013-11-14 00:00:00
-118.88472222222222,55.18,,-2.4,,65,,26,,,3072921,,0,AB,,,20.4,11,15,,,3,3.5,2013,,3072921.2013.11.15,,8.2,,0,,GRANDE PRAIRIE A,-8.2,7.4,,2013-11-15 00:00:00
-118.88472222222222,55.18,,-12.8,,41,,2,,,3072921,,0,AB,,,30.8,11,16,,,14,-8.2,2013,,3072921.2013.11.16,,1.4,,0,,GRANDE PRAIRIE A,-17.4,1.4,,2013-11-16 00:00:00
-118.88472222222222,55.18,,-15.8,,0,,0,,,3072921,,0,AB,,,33.8,11,17,,,15,-13.6,2013,,3072921.2013.11.17,,4.2,,0,,GRANDE PRAIRIE A,-17.9,3.4,,2013-11-17 00:00:00
-118.88472222222222,55.18,,-17.7,,0,,0,,,3072921,,0.1,AB,,,35.7,11,18,,,18,-14.6,2013,,3072921.2013.11.18,,2.4,,0,,GRANDE PRAIRIE A,-20.7,1.8,,2013-11-18 00:00:00
-118.88472222222222,55.18,,-22.5,,0,,0,,,3072921,,0,AB,,,40.5,11,19,,,19,-19.2,2013,,3072921.2013.11.19,,0.4,,0,,GRANDE PRAIRIE A,-25.7,0.3,,2013-11-19 00:00:00
-118.88472222222222,55.18,,-27.2,,0,,0,,,3072921,,0,AB,,,45.2,11,20,,,19,-20.8,2013,,3072921.2013.11.20,,0.2,,0,,GRANDE PRAIRIE A,-33.6,0.2,,2013-11-20 00:00:00
-118.88472222222222,55.18,,-17.9,,32,,7,,,3072921,,0,AB,,,35.9,11,21,,,19,-12.3,2013,,3072921.2013.11.21,,16.6,,0,,GRANDE PRAIRIE A,-23.4,11.2,,2013-11-21 00:00:00
-118.88472222222222,55.18,,-16.4,,0,,0,,,3072921,,0.2,AB,,,34.4,11,22,,,32,-14.3,2013,,3072921.2013.11.22,,3.4,,0,,GRANDE PRAIRIE A,-18.4,3,,2013-11-22 00:00:00
-118.88472222222222,55.18,,-4.8,,65,,26,,,3072921,,0,AB,,,22.8,11,23,,,32,6,2013,,3072921.2013.11.23,,0,,0,,GRANDE PRAIRIE A,-15.5,0,,2013-11-23 00:00:00
-118.88472222222222,55.18,,-3.2,,56,,26,,,3072921,,0,AB,,,21.2,11,24,,,,3.8,2013,,3072921.2013.11.24,,0,,0,,GRANDE PRAIRIE A,-10.1,0,,2013-11-24 00:00:00
-118.88472222222222,55.18,,-8.3,,0,,0,,,3072921,,0,AB,,,26.3,11,25,,,19,-3.9,2013,,3072921.2013.11.25,,0,,0,,GRANDE PRAIRIE A,-12.6,0,,2013-11-25 00:00:00
-118.88472222222222,55.18,,-4.9,,0,,0,,,3072921,,0,AB,,,22.9,11,26,,,19,0.1,2013,,3072921.2013.11.26,,0,,0,,GRANDE PRAIRIE A,-9.9,0,,2013-11-26 00:00:00
-118.88472222222222,55.18,,-5.8,,0,,0,,,3072921,,0,AB,,,23.8,11,27,,,17,-1.3,2013,,3072921.2013.11.27,,0,,0,,GRANDE PRAIRIE A,-10.3,0,,2013-11-27 00:00:00
-118.88472222222222,55.18,,-2.6,T,63,,26,,,3072921,,0,AB,,,20.6,11,28,,T,17,5.5,2013,,3072921.2013.11.28,,0,,0,,GRANDE PRAIRIE A,-10.7,0,,2013-11-28 00:00:00
-118.88472222222222,55.18,,-2.2,,48,,27,,,3072921,,0,AB,,,20.2,11,29,,,16,2.8,2013,,3072921.2013.11.29,,0,,0,,GRANDE PRAIRIE A,-7.1,0,,2013-11-29 00:00:00
-118.88472222222222,55.18,,-2.3,,32,,24,,,3072921,,1,AB,,,20.3,11,30,,,16,4.1,2013,,3072921.2013.11.30,,0,,0,,GRANDE PRAIRIE A,-8.7,1,,2013-11-30 00:00:00
-118.88472222222222,55.18,,-10,,48,,31,,,3072921,,,AB,,,28,12,1,,M,16,-1.6,2013,,3072921.2013.12.1,,15.4,,0,,GRANDE PRAIRIE A,-18.3,10.8,,2013-12-01 00:00:00
-118.88472222222222,55.18,,-17.3,,39,,30,,,3072921,,0,AB,,,35.3,12,2,,,35,-16.2,2013,,3072921.2013.12.2,,9.4,,0,,GRANDE PRAIRIE A,-18.3,6,,2013-12-02 00:00:00
-118.88472222222222,55.18,,-21.8,,41,,30,,,3072921,,0,AB,,,39.8,12,3,,,,-14.5,2013,,3072921.2013.12.3,,0,,0,,GRANDE PRAIRIE A,-29.1,0,T,2013-12-03 00:00:00
-118.88472222222222,55.18,,-26.9,T,0,,0,,,3072921,,0,AB,,,44.9,12,4,,,40,-23.2,2013,,3072921.2013.12.4,,0,,0,,GRANDE PRAIRIE A,-30.6,0,T,2013-12-04 00:00:00
-118.88472222222222,55.18,,-25.6,,0,,0,,,3072921,,0,AB,,,43.6,12,5,,,40,-21.7,2013,,3072921.2013.12.5,,0.4,,0,,GRANDE PRAIRIE A,-29.5,0.2,,2013-12-05 00:00:00
-118.88472222222222,55.18,,-33.2,T,0,,0,,,3072921,,0,AB,,,51.2,12,6,,,33,-28.8,2013,,3072921.2013.12.6,,0,,0,,GRANDE PRAIRIE A,-37.6,0,T,2013-12-06 00:00:00
-118.88472222222222,55.18,,-23.9,,41,,31,,,3072921,,0,AB,,,41.9,12,7,,,33,-9.4,2013,,3072921.2013.12.7,,2,,0,,GRANDE PRAIRIE A,-38.4,1.6,,2013-12-07 00:00:00
-118.88472222222222,55.18,,-8.5,,41,,29,,,3072921,,0,AB,,,26.5,12,8,,,33,-0.2,2013,,3072921.2013.12.8,,0.4,,0,,GRANDE PRAIRIE A,-16.7,0.2,,2013-12-08 00:00:00
-118.88472222222222,55.18,,-4.3,,41,,29,,,3072921,,0,AB,,,22.3,12,9,,,33,0.1,2013,,3072921.2013.12.9,,5.4,,0,,GRANDE PRAIRIE A,-8.7,2.8,,2013-12-09 00:00:00
-118.88472222222222,55.18,,-15.3,,39,,6,,,3072921,,0,AB,,,33.3,12,10,,,39,-8.7,2013,,3072921.2013.12.10,,3.2,,0,,GRANDE PRAIRIE A,-21.8,1.8,,2013-12-10 00:00:00
-118.88472222222222,55.18,,-14.2,,0,,0,,,3072921,,0,AB,,,32.2,12,11,,,42,-10.2,2013,,3072921.2013.12.11,,16.4,,0,,GRANDE PRAIRIE A,-18.2,13.4,,2013-12-11 00:00:00
-118.88472222222222,55.18,,-19.2,,0,,0,,,3072921,,0,AB,,,37.2,12,12,,,52,-18.1,2013,,3072921.2013.12.12,,13,,0,,GRANDE PRAIRIE A,-20.3,8,,2013-12-12 00:00:00
-118.88472222222222,55.18,,-19.2,,0,,0,,,3072921,,0,AB,,,37.2,12,13,,,48,-17.9,2013,,3072921.2013.12.13,,11.4,,0,,GRANDE PRAIRIE A,-20.4,6.8,,2013-12-13 00:00:00
-118.88472222222222,55.18,,-9.4,,0,,0,,,3072921,,0,AB,,,27.4,12,14,,,53,-0.7,2013,,3072921.2013.12.14,,0.4,,0,,GRANDE PRAIRIE A,-18,0.2,,2013-12-14 00:00:00
-118.88472222222222,55.18,M,-4.8,E,,E,,,E,3072921,M,,AB,,E,22.8,12,15,,M,,5,2013,,3072921.2013.12.15,E,,,0,E,GRANDE PRAIRIE A,-14.5,0,M,2013-12-15 00:00:00
-118.88472222222222,55.18,,-2.9,T,80,,28,,,3072921,,0,AB,,,20.9,12,16,,,50,0,2013,,3072921.2013.12.16,,0,,0,,GRANDE PRAIRIE A,-5.7,0,T,2013-12-16 00:00:00
-118.88472222222222,55.18,M,-0.4,E,,E,,,E,3072921,M,,AB,,E,18.4,12,17,,M,50,5.3,2013,,3072921.2013.12.17,E,,,0,E,GRANDE PRAIRIE A,-6.1,4.2,M,2013-12-17 00:00:00
-118.88472222222222,55.18,,-25.8,T,37,,32,,,3072921,,0,AB,,,43.8,12,18,,,50,-20.1,2013,,3072921.2013.12.18,,0,,0,,GRANDE PRAIRIE A,-31.5,0,T,2013-12-18 00:00:00
-118.88472222222222,55.18,,-26,,0,,0,,,3072921,,0,AB,,,44,12,19,,,50,-16.2,2013,,3072921.2013.12.19,,0.4,,0,,GRANDE PRAIRIE A,-35.8,0.4,,2013-12-19 00:00:00
-118.88472222222222,55.18,,-15.8,,0,,0,,,3072921,,0,AB,,,33.8,12,20,,,50,-12.9,2013,,3072921.2013.12.20,,5.8,,0,,GRANDE PRAIRIE A,-18.6,3.2,,2013-12-20 00:00:00
-118.88472222222222,55.18,,-23.9,,0,,0,,,3072921,,0,AB,,,41.9,12,21,,,54,-16.8,2013,,3072921.2013.12.21,,1,,0,,GRANDE PRAIRIE A,-31,0.4,,2013-12-21 00:00:00
-118.88472222222222,55.18,,-24.8,T,0,,0,,,3072921,,0,AB,,,42.8,12,22,,,53,-15.3,2013,,3072921.2013.12.22,,0,,0,,GRANDE PRAIRIE A,-34.3,0,T,2013-12-22 00:00:00
-118.88472222222222,55.18,,-6.4,,70,,26,,,3072921,,0,AB,,,24.4,12,23,,,53,4.3,2013,,3072921.2013.12.23,,0,,0,,GRANDE PRAIRIE A,-17.1,0,,2013-12-23 00:00:00
-118.88472222222222,55.18,,-1.9,,61,,28,,,3072921,,0,AB,,,19.9,12,24,,,47,1.2,2013,,3072921.2013.12.24,,0,,0,,GRANDE PRAIRIE A,-5,0,,2013-12-24 00:00:00
-118.88472222222222,55.18,,-0.2,,78,,26,,,3072921,,0,AB,,,18.2,12,25,,,46,4.6,2013,,3072921.2013.12.25,,1.4,,0,,GRANDE PRAIRIE A,-5,1,,2013-12-25 00:00:00
-118.88472222222222,55.18,,-1.2,,59,,25,,,3072921,,2.6,AB,,,19.2,12,26,,,45,6,2013,,3072921.2013.12.26,,0,,0,,GRANDE PRAIRIE A,-8.4,2.6,,2013-12-26 00:00:00
-118.88472222222222,55.18,M,-16.3,E,,E,,,E,3072921,M,,AB,,E,34.3,12,27,,M,47,-13.9,2013,,3072921.2013.12.27,E,,,0,E,GRANDE PRAIRIE A,-18.7,10,M,2013-12-27 00:00:00
-118.88472222222222,55.18,,-19.4,,0,,0,,,3072921,,0,AB,,,37.4,12,28,,,48,-17.7,2013,,3072921.2013.12.28,,2,,0,,GRANDE PRAIRIE A,-21,1,,2013-12-28 00:00:00
-118.88472222222222,55.18,,-15.4,,0,,0,,,3072921,,0,AB,,,33.4,12,29,,,50,-12.9,2013,,3072921.2013.12.29,,13.8,,0,,GRANDE PRAIRIE A,-17.8,10.4,,2013-12-29 00:00:00
-118.88472222222222,55.18,,-17.7,,0,,0,,,3072921,,0,AB,,,35.7,12,30,,,60,-15.3,2013,,3072921.2013.12.30,,20.6,,0,,GRANDE PRAIRIE A,-20.1,16.4,,2013-12-30 00:00:00
-118.88472222222222,55.18,,-19.9,,0,,0,,,3072921,,0,AB,,,37.9,12,31,,,72,-16.9,2013,,3072921.2013.12.31,,5,,0,,GRANDE PRAIRIE A,-22.9,3.4,,2013-12-31 00:00:00
-118.88472222222222,55.18,,-19.7,T,0,,0,,,3072921,,0,AB,,,37.7,1,1,,,67,-12.8,2014,,3072921.2014.1.1,,0,,0,,GRANDE PRAIRIE A,-26.5,0,T,2014-01-01 00:00:00
-118.88472222222222,55.18,,-4.6,,41,,24,,,3072921,,0,AB,,,22.6,1,2,,,67,3.7,2014,,3072921.2014.1.2,,0,,0,,GRANDE PRAIRIE A,-12.8,0,,2014-01-02 00:00:00
-118.88472222222222,55.18,,-12.4,,41,,6,,,3072921,,0,AB,,,30.4,1,3,,,65,-5.3,2014,,3072921.2014.1.3,,7.6,,0,,GRANDE PRAIRIE A,-19.4,4.8,,2014-01-03 00:00:00
-118.88472222222222,55.18,,-26.5,T,0,,0,,,3072921,,0,AB,,,44.5,1,4,,,60,-19.4,2014,,3072921.2014.1.4,,0,,0,,GRANDE PRAIRIE A,-33.5,0,T,2014-01-04 00:00:00
-118.88472222222222,55.18,,-29,,0,,0,,,3072921,,0,AB,,,47,1,5,,,60,-20.2,2014,,3072921.2014.1.5,,2.2,,0,,GRANDE PRAIRIE A,-37.7,1.4,,2014-01-05 00:00:00
-118.88472222222222,55.18,,-8.8,,43,,26,,,3072921,,0,AB,,,26.8,1,6,,,58,2.8,2014,,3072921.2014.1.6,,0,,0,,GRANDE PRAIRIE A,-20.4,0,,2014-01-06 00:00:00
