x,y,DIRECTION_MAX_GUST_FLAG,MEAN_TEMPERATURE,TOTAL_RAIN_FLAG,DIRECTION_MAX_GUST,SNOW_ON_GROUND,CLIMATE_IDENTIFIER,TOTAL_PRECIPITATION_FLAG,COOLING_DEGREE_DAYS_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG,STATION_NAME,MIN_REL_HUMIDITY_FLAG,TOTAL_SNOW,ID,LOCAL_YEAR,SNOW_ON_GROUND_FLAG,MIN_TEMPERATURE_FLAG,MIN_REL_HUMIDITY,MEAN_TEMPERATURE_FLAG,SPEED_MAX_GUST,LOCAL_DAY,LOCAL_MONTH,SPEED_MAX_GUST_FLAG,PROVINCE_CODE,HEATING_DEGREE_DAYS,MAX_TEMPERATURE,TOTAL_PRECIPITATION,LOCAL_DATE,MAX_TEMPERATURE_FLAG,MIN_TEMPERATURE,TOTAL_SNOW_FLAG,HEATING_DEGREE_DAYS_FLAG,TOTAL_RAIN,COOLING_DEGREE_DAYS
-118.885,55.179722222222225,,13.7,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.6.4,2001,,,,,,4,6,,AB,4.3,20.2,0.2,2001-06-04 00:00:00,,7.2,,,0.2,0
-118.885,55.179722222222225,,15.4,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.6.5,2001,,,,,,5,6,,AB,2.6,18.6,1.8,2001-06-05 00:00:00,,12.1,,,1.8,0
-118.885,55.179722222222225,,12.5,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.6.6,2001,,,,,,6,6,,AB,5.5,17.2,2,2001-06-06 00:00:00,,7.7,,,2,0
-118.885,55.179722222222225,,13.8,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.6.7,2001,,,,,,7,6,,AB,4.2,19.1,0,2001-06-07 00:00:00,,8.4,,,0,0
-118.885,55.179722222222225,,15,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.6.8,2001,,,,,,8,6,,AB,3,22.4,0,2001-06-08 00:00:00,,7.5,,,0,0
-118.885,55.179722222222225,,17.1,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.6.9,2001,,,,,,9,6,,AB,0.9,23.4,2.6,2001-06-09 00:00:00,,10.8,,,2.6,0
-118.885,55.179722222222225,,11.8,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.6.10,2001,,,,,,10,6,,AB,6.2,16,7,2001-06-10 00:00:00,,7.6,,,7,0
-118.885,55.179722222222225,,9.2,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.6.11,2001,,,,,,11,6,,AB,8.8,12.8,0,2001-06-11 00:00:00,,5.5,,,0,0
-118.885,55.179722222222225,,11.1,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.6.12,2001,,,,,,12,6,,AB,6.9,18.2,1.2,2001-06-12 00:00:00,,4,,,1.2,0
-118.885,55.179722222222225,,13.5,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.6.13,2001,,,,,,13,6,,AB,4.5,23.2,0.2,2001-06-13 00:00:00,,3.7,,,0.2,0
-118.885,55.179722222222225,,13.6,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.6.14,2001,,,,,,14,6,,AB,4.4,17.4,4.8,2001-06-14 00:00:00,,9.7,,,4.8,0
-118.885,55.179722222222225,,11.8,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.6.15,2001,,,,,,15,6,,AB,6.2,15.9,3.6,2001-06-15 00:00:00,,7.6,,,3.6,0
-118.885,55.179722222222225,,11.7,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.6.16,2001,,,,,,16,6,,AB,6.3,14.8,4,2001-06-16 00:00:00,,8.5,,,4,0
-118.885,55.179722222222225,,11.7,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.6.17,2001,,,,,,17,6,,AB,6.3,18,0.4,2001-06-17 00:00:00,,5.4,,,0.4,0
-118.885,55.179722222222225,,15.6,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.6.18,2001,,,,,,18,6,,AB,2.4,23.2,0,2001-06-18 00:00:00,,8,,,0,0
-118.885,55.179722222222225,,18.1,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.6.19,2001,,,,,,19,6,,AB,0,25.2,0,2001-06-19 00:00:00,,11,,,0,0.1
-118.885,55.179722222222225,,16.8,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.6.20,2001,,,,,,20,6,,AB,1.2,25.8,0,2001-06-20 00:00:00,,7.7,,,0,0
-118.885,55.179722222222225,,19,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.6.21,2001,,,,,,21,6,,AB,0,25.6,0.6,2001-06-21 00:00:00,,12.3,,,0.6,1
-118.885,55.179722222222225,,16.1,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.6.22,2001,,,,,,22,6,,AB,1.9,21.1,0,2001-06-22 00:00:00,,11,,,0,0
-118.885,55.179722222222225,,13.8,T,,0,3072920,T,,,,GRANDE PRAIRIE A,,0,3072920.2001.6.23,2001,,,,,,23,6,,AB,4.2,21.1,0,2001-06-23 00:00:00,,6.4,,,0,0
-118.885,55.179722222222225,,10.4,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.6.24,2001,,,,,,24,6,,AB,7.6,12.4,7.2,2001-06-24 00:00:00,,8.3,,,7.2,0
-118.885,55.179722222222225,,10.5,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.6.25,2001,,,,,,25,6,,AB,7.5,13,2.9,2001-06-25 00:00:00,,8,,,2.9,0
-118.885,55.179722222222225,,10.9,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.6.26,2001,,,,,,26,6,,AB,7.1,17,2.2,2001-06-26 00:00:00,,4.8,,,2.2,0
-118.885,55.179722222222225,,11.4,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.6.27,2001,,,,,,27,6,,AB,6.6,13.9,0.6,2001-06-27 00:00:00,,8.8,,,0.6,0
-118.885,55.179722222222225,,14.8,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.6.28,2001,,,,,,28,6,,AB,3.2,18.6,4.6,2001-06-28 00:00:00,,11,,,4.6,0
-118.885,55.179722222222225,,14.2,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.6.29,2001,,,,,,29,6,,AB,3.8,18.9,0,2001-06-29 00:00:00,,9.5,,,0,0
-118.885,55.179722222222225,,16,T,,0,3072920,T,,,,GRANDE PRAIRIE A,,0,3072920.2001.6.30,2001,,,,,,30,6,,AB,2,22.4,0,2001-06-30 00:00:00,,9.5,,,0,0
-118.885,55.179722222222225,,15.5,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.7.1,2001,,,,,,1,7,,AB,2.5,21.1,2,2001-07-01 00:00:00,,9.9,,,2,0
-118.885,55.179722222222225,,16.1,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.7.2,2001,,,,,,2,7,,AB,1.9,23.9,0,2001-07-02 00:00:00,,8.2,,,0,0
-118.885,55.179722222222225,,16.6,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.7.3,2001,,,,,,3,7,,AB,1.4,25.6,0,2001-07-03 00:00:00,,7.6,,,0,0
-118.885,55.179722222222225,,19.1,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.7.4,2001,,,,,,4,7,,AB,0,27.9,2.6,2001-07-04 00:00:00,,10.2,,,2.6,1.1
-118.885,55.179722222222225,,16.4,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.7.5,2001,,,,,,5,7,,AB,1.6,20.7,0,2001-07-05 00:00:00,,12,,,0,0
-118.885,55.179722222222225,,13.2,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.7.6,2001,,,,,,6,7,,AB,4.8,20.6,0,2001-07-06 00:00:00,,5.7,,,0,0
-118.885,55.179722222222225,,16.3,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.7.7,2001,,,,,,7,7,,AB,1.7,22.3,1,2001-07-07 00:00:00,,10.2,,,1,0
-118.885,55.179722222222225,,15.9,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.7.8,2001,,,,,,8,7,,AB,2.1,24.1,0,2001-07-08 00:00:00,,7.7,,,0,0
-118.885,55.179722222222225,,19.1,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.7.9,2001,,,,,,9,7,,AB,0,29.4,0.4,2001-07-09 00:00:00,,8.7,,,0.4,1.1
-118.885,55.179722222222225,,18.2,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.7.10,2001,,,,,,10,7,,AB,0,23.6,5.4,2001-07-10 00:00:00,,12.8,,,5.4,0.2
-118.885,55.179722222222225,,16.4,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.7.11,2001,,,,,,11,7,,AB,1.6,22,1.2,2001-07-11 00:00:00,,10.8,,,1.2,0
-118.885,55.179722222222225,,14.6,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.7.12,2001,,,,,,12,7,,AB,3.4,24.9,0,2001-07-12 00:00:00,,4.2,,,0,0
-118.885,55.179722222222225,,19.7,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.7.13,2001,,,,,,13,7,,AB,0,28.7,0,2001-07-13 00:00:00,,10.7,,,0,1.7
-118.885,55.179722222222225,,18.5,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.7.14,2001,,,,,,14,7,,AB,0,23.1,0.2,2001-07-14 00:00:00,,13.9,,,0.2,0.5
-118.885,55.179722222222225,,13.1,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.7.15,2001,,,,,,15,7,,AB,4.9,18.3,0.6,2001-07-15 00:00:00,,7.9,,,0.6,0
-118.885,55.179722222222225,,15.1,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.7.16,2001,,,,,,16,7,,AB,2.9,20.9,0,2001-07-16 00:00:00,,9.2,,,0,0
-118.885,55.179722222222225,,16,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.7.17,2001,,,,,,17,7,,AB,2,17.9,22.4,2001-07-17 00:00:00,,14.1,,,22.4,0
-118.885,55.179722222222225,,14.2,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.7.18,2001,,,,,,18,7,,AB,3.8,17.6,26.6,2001-07-18 00:00:00,,10.7,,,26.6,0
-118.885,55.179722222222225,,13.2,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.7.19,2001,,,,,,19,7,,AB,4.8,16.6,4.6,2001-07-19 00:00:00,,9.8,,,4.6,0
-118.885,55.179722222222225,,17,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.7.20,2001,,,,,,20,7,,AB,1,20.4,5.2,2001-07-20 00:00:00,,13.5,,,5.2,0
-118.885,55.179722222222225,,17.8,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.7.21,2001,,,,,,21,7,,AB,0.2,21.8,2.6,2001-07-21 00:00:00,,13.8,,,2.6,0
-118.885,55.179722222222225,,16.7,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.7.22,2001,,,,,,22,7,,AB,1.3,23.9,0,2001-07-22 00:00:00,,9.5,,,0,0
-118.885,55.179722222222225,,18,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.7.23,2001,,,,,,23,7,,AB,0,24,7.2,2001-07-23 00:00:00,,12,,,7.2,0
-118.885,55.179722222222225,,14.7,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.7.24,2001,,,,,,24,7,,AB,3.3,19.1,20.7,2001-07-24 00:00:00,,10.2,,,20.7,0
-118.885,55.179722222222225,,14.7,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.7.25,2001,,,,,,25,7,,AB,3.3,17.5,3.8,2001-07-25 00:00:00,,11.9,,,3.8,0
-118.885,55.179722222222225,,15.1,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.7.26,2001,,,,,,26,7,,AB,2.9,22.4,0.2,2001-07-26 00:00:00,,7.8,,,0.2,0
-118.885,55.179722222222225,,14.7,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.7.27,2001,,,,,,27,7,,AB,3.3,20,1.6,2001-07-27 00:00:00,,9.4,,,1.6,0
-118.885,55.179722222222225,,13.7,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.7.28,2001,,,,,,28,7,,AB,4.3,17.1,1.8,2001-07-28 00:00:00,,10.2,,,1.8,0
-118.885,55.179722222222225,,17.4,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.7.29,2001,,,,,,29,7,,AB,0.6,22.8,0,2001-07-29 00:00:00,,11.9,,,0,0
-118.885,55.179722222222225,,16.1,T,,0,3072920,T,,,,GRANDE PRAIRIE A,,0,3072920.2001.7.30,2001,,,,,,30,7,,AB,1.9,21.4,0,2001-07-30 00:00:00,,10.7,,,0,0
-118.885,55.179722222222225,,15,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.7.31,2001,,,,,,31,7,,AB,3,22.8,0,2001-07-31 00:00:00,,7.1,,,0,0
-118.885,55.179722222222225,,16.2,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.8.1,2001,,,,,,1,8,,AB,1.8,22.5,0.2,2001-08-01 00:00:00,,9.9,,,0.2,0
-118.885,55.179722222222225,,16.1,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.8.2,2001,,,,,,2,8,,AB,1.9,21.5,0.8,2001-08-02 00:00:00,,10.6,,,0.8,0
-118.885,55.179722222222225,,15.2,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.8.3,2001,,,,,,3,8,,AB,2.8,20.9,1.4,2001-08-03 00:00:00,,9.5,,,1.4,0
-118.885,55.179722222222225,,13.5,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.8.4,2001,,,,,,4,8,,AB,4.5,17.9,14.4,2001-08-04 00:00:00,,9,,,14.4,0
-118.885,55.179722222222225,,14.1,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.8.5,2001,,,,,,5,8,,AB,3.9,21.5,0,2001-08-05 00:00:00,,6.7,,,0,0
-118.885,55.179722222222225,,15.2,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.8.6,2001,,,,,,6,8,,AB,2.8,22.4,0,2001-08-06 00:00:00,,8,,,0,0
-118.885,55.179722222222225,,14.6,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.8.7,2001,,,,,,7,8,,AB,3.4,20.7,3.4,2001-08-07 00:00:00,,8.5,,,3.4,0
-118.885,55.179722222222225,,14.9,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.8.8,2001,,,,,,8,8,,AB,3.1,22.5,0,2001-08-08 00:00:00,,7.3,,,0,0
-118.885,55.179722222222225,,15.8,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.8.9,2001,,,,,,9,8,,AB,2.2,24.5,0,2001-08-09 00:00:00,,7,,,0,0
-118.885,55.179722222222225,,18,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.8.10,2001,,,,,,10,8,,AB,0,26.8,0,2001-08-10 00:00:00,,9.1,,,0,0
-118.885,55.179722222222225,,18.4,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.8.11,2001,,,,,,11,8,,AB,0,25.8,0,2001-08-11 00:00:00,,10.9,,,0,0.4
-118.885,55.179722222222225,,19.8,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.8.12,2001,,,,,,12,8,,AB,0,28.4,0,2001-08-12 00:00:00,,11.2,,,0,1.8
-118.885,55.179722222222225,,20,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.8.13,2001,,,,,,13,8,,AB,0,28.2,0,2001-08-13 00:00:00,,11.7,,,0,2
-118.885,55.179722222222225,,19.1,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.8.14,2001,,,,,,14,8,,AB,0,26.4,0,2001-08-14 00:00:00,,11.7,,,0,1.1
-118.885,55.179722222222225,,19.5,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.8.15,2001,,,,,,15,8,,AB,0,30,0,2001-08-15 00:00:00,,9,,,0,1.5
-118.885,55.179722222222225,,19.9,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.8.16,2001,,,,,,16,8,,AB,0,29.9,0,2001-08-16 00:00:00,,9.8,,,0,1.9
-118.885,55.179722222222225,,20.8,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.8.17,2001,,,,,,17,8,,AB,0,30,3.8,2001-08-17 00:00:00,,11.5,,,3.8,2.8
-118.885,55.179722222222225,,18.5,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.8.18,2001,,,,,,18,8,,AB,0,23.7,10,2001-08-18 00:00:00,,13.3,,,10,0.5
-118.885,55.179722222222225,,13.5,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.8.19,2001,,,,,,19,8,,AB,4.5,17,12.4,2001-08-19 00:00:00,,10,,,12.4,0
-118.885,55.179722222222225,,13.3,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.8.20,2001,,,,,,20,8,,AB,4.7,19.2,0,2001-08-20 00:00:00,,7.3,,,0,0
-118.885,55.179722222222225,,12.9,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.8.21,2001,,,,,,21,8,,AB,5.1,20.2,0,2001-08-21 00:00:00,,5.5,,,0,0
-118.885,55.179722222222225,,16.2,T,,0,3072920,T,,,,GRANDE PRAIRIE A,,0,3072920.2001.8.22,2001,,,,,,22,8,,AB,1.8,21.1,0,2001-08-22 00:00:00,,11.2,,,0,0
-118.885,55.179722222222225,,15.2,T,,0,3072920,T,,,,GRANDE PRAIRIE A,,0,3072920.2001.8.23,2001,,,,,,23,8,,AB,2.8,18.9,0,2001-08-23 00:00:00,,11.4,,,0,0
-118.885,55.179722222222225,,12.4,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.8.24,2001,,,,,,24,8,,AB,5.6,17.7,0,2001-08-24 00:00:00,,7,,,0,0
-118.885,55.179722222222225,,12.1,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.8.25,2001,,,,,,25,8,,AB,5.9,20.4,0,2001-08-25 00:00:00,,3.8,,,0,0
-118.885,55.179722222222225,,13.9,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.8.26,2001,,,,,,26,8,,AB,4.1,22,0,2001-08-26 00:00:00,,5.7,,,0,0
-118.885,55.179722222222225,,16,T,,0,3072920,T,,,,GRANDE PRAIRIE A,,0,3072920.2001.8.27,2001,,,,,,27,8,,AB,2,24,0,2001-08-27 00:00:00,,8,,,0,0
-118.885,55.179722222222225,,15.4,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.8.28,2001,,,,,,28,8,,AB,2.6,21.1,0,2001-08-28 00:00:00,,9.7,,,0,0
-118.885,55.179722222222225,,13.7,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.8.29,2001,,,,,,29,8,,AB,4.3,21.5,0,2001-08-29 00:00:00,,5.8,,,0,0
-118.885,55.179722222222225,,15.9,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.8.30,2001,,,,,,30,8,,AB,2.1,24.8,0,2001-08-30 00:00:00,,7,,,0,0
-118.885,55.179722222222225,,15.8,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.8.31,2001,,,,,,31,8,,AB,2.2,21.1,1,2001-08-31 00:00:00,,10.4,,,1,0
-118.885,55.179722222222225,,12.2,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.9.1,2001,,,,,,1,9,,AB,5.8,18.1,3.6,2001-09-01 00:00:00,,6.3,,,3.6,0
-118.885,55.179722222222225,,11.1,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.9.2,2001,,,,,,2,9,,AB,6.9,18.3,0,2001-09-02 00:00:00,,3.8,,,0,0
-118.885,55.179722222222225,,11.5,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.9.3,2001,,,,,,3,9,,AB,6.5,17.4,0.2,2001-09-03 00:00:00,,5.5,,,0.2,0
-118.885,55.179722222222225,,10.8,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.9.4,2001,,,,,,4,9,,AB,7.2,16.6,0,2001-09-04 00:00:00,,4.9,,,0,0
-118.885,55.179722222222225,,9.7,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.9.5,2001,,,,,,5,9,,AB,8.3,17,0,2001-09-05 00:00:00,,2.4,,,0,0
-118.885,55.179722222222225,,11.2,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.9.6,2001,,,,,,6,9,,AB,6.8,16.1,1.2,2001-09-06 00:00:00,,6.2,,,1.2,0
-118.885,55.179722222222225,,11.4,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.9.7,2001,,,,,,7,9,,AB,6.6,17.9,0,2001-09-07 00:00:00,,4.8,,,0,0
-118.885,55.179722222222225,,10.7,T,,0,3072920,T,,,,GRANDE PRAIRIE A,,0,3072920.2001.9.8,2001,,,,,,8,9,,AB,7.3,16.3,0,2001-09-08 00:00:00,,5.1,,,0,0
-118.885,55.179722222222225,,8.5,T,,0,3072920,T,,,,GRANDE PRAIRIE A,,0,3072920.2001.9.9,2001,,,,,,9,9,,AB,9.5,13.9,0,2001-09-09 00:00:00,,3,,,0,0
-118.885,55.179722222222225,,8.3,T,,0,3072920,T,,,,GRANDE PRAIRIE A,,0,3072920.2001.9.10,2001,,,,,,10,9,,AB,9.7,10.1,0,2001-09-10 00:00:00,,6.5,,,0,0
-118.885,55.179722222222225,,5.8,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.9.11,2001,,,,,,11,9,,AB,12.2,10.8,0,2001-09-11 00:00:00,,0.8,,,0,0
-118.885,55.179722222222225,,6.7,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.9.12,2001,,,,,,12,9,,AB,11.3,12.5,0,2001-09-12 00:00:00,,0.9,,,0,0
-118.885,55.179722222222225,,11.6,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.9.13,2001,,,,,,13,9,,AB,6.4,22.6,0,2001-09-13 00:00:00,,0.5,,,0,0
-118.885,55.179722222222225,,13.8,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.9.14,2001,,,,,,14,9,,AB,4.2,24.3,0,2001-09-14 00:00:00,,3.3,,,0,0
-118.885,55.179722222222225,,15,,,0,3072920,,,,,GRANDE PRAIRIE A,,0,3072920.2001.9.15,2001,,,,,,15,9,,AB,3,24.7,0,2001-09-15 00:00:00,,5.3,,,0,0
