x,y,ID,DIRECTION_MAX_GUST,MIN_TEMPERATURE_FLAG,MEAN_TEMPERATURE,TOTAL_PRECIPITATION,HEATING_DEGREE_DAYS_FLAG,TOTAL_RAIN_FLAG,MAX_REL_HUMIDITY,COOLING_DEGREE_DAYS_FLAG,DIRECTION_MAX_GUST_FLAG,MAX_TEMPERATURE,TOTAL_SNOW_FLAG,MIN_REL_HUMIDITY,MAX_TEMPERATURE_FLAG,MAX_REL_HUMIDITY_FLAG,SNOW_ON_GROUND_FLAG,SPEED_MAX_GUST_FLAG,MEAN_TEMPERATURE_FLAG,STATION_NAME,LOCAL_YEAR,MIN_REL_HUMIDITY_FLAG,TOTAL_SNOW,MIN_TEMPERATURE,SPEED_MAX_GUST,CLIMATE_IDENTIFIER,TOTAL_PRECIPITATION_FLAG,LOCAL_DAY,SNOW_ON_GROUND,COOLING_DEGREE_DAYS,TOTAL_RAIN,HEATING_DEGREE_DAYS,PROVINCE_CODE,LOCAL_DATE,LOCAL_MONTH
-113.4441675,52.98027972222222,3017282.2007.9.22,,,7.8,1.1,,,,,,13.6,,,,,,,,WETASKIWIN AGCM,2007,,,2,,3017282,,22,0,0,,10.2,AB,2007-09-22 00:00:00,9
-113.4441675,52.98027972222222,3017282.2007.9.23,,,0.4,0,,,,,,5.5,,,,,,,,WETASKIWIN AGCM,2007,,,-4.7,,3017282,,23,0,0,,17.6,AB,2007-09-23 00:00:00,9
-113.4441675,52.98027972222222,3017282.2007.9.24,,,4.8,0.9,,,,,,15.5,,,,,,,,WETASKIWIN AGCM,2007,,,-6,,3017282,,24,0,0,,13.2,AB,2007-09-24 00:00:00,9
-113.4441675,52.98027972222222,3017282.2007.9.25,,,7.8,1,,,,,,15.6,,,,,,,,WETASKIWIN AGCM,2007,,,-0.1,,3017282,,25,0,0,,10.2,AB,2007-09-25 00:00:00,9
-113.4441675,52.98027972222222,3017282.2007.9.26,,,7.6,0,,,,,,14.9,,,,,,,,WETASKIWIN AGCM,2007,,,0.3,,3017282,,26,0,0,,10.4,AB,2007-09-26 00:00:00,9
-113.4441675,52.98027972222222,3017282.2007.9.27,,,6.6,0,,,,,,15.7,,,,,,,,WETASKIWIN AGCM,2007,,,-2.5,,3017282,,27,0,0,,11.4,AB,2007-09-27 00:00:00,9
-113.4441675,52.98027972222222,3017282.2007.9.28,,,7.1,0,,,,,,11.2,,,,,,,,WETASKIWIN AGCM,2007,,,3,,3017282,,28,0,0,,10.9,AB,2007-09-28 00:00:00,9
-113.4441675,52.98027972222222,3017282.2007.9.29,,M,,,M,,,M,,,,,M,,M,,M,WETASKIWIN AGCM,2007,,,,,3017282,M,29,,,,,AB,2007-09-29 00:00:00,9
-113.4441675,52.98027972222222,3017282.2007.9.30,,,5.8,0,,,,,,15.9,,,,,,,,WETASKIWIN AGCM,2007,,,-4.3,,3017282,,30,0,0,,12.2,AB,2007-09-30 00:00:00,9
-113.4441675,52.98027972222222,3017282.2007.10.1,,,6.7,0,,,,,,13.9,,,,,,,,WETASKIWIN AGCM,2007,,,-0.5,,3017282,,1,,0,,11.3,AB,2007-10-01 00:00:00,10
-113.4441675,52.98027972222222,3017282.2007.10.2,,,7.1,1.2,,,,,,15.4,,,,,,,,WETASKIWIN AGCM,2007,,,-1.3,,3017282,,2,,0,,10.9,AB,2007-10-02 00:00:00,10
-113.4441675,52.98027972222222,3017282.2007.10.3,,,3.6,0,,,,,,11,,,,,,,,WETASKIWIN AGCM,2007,,,-3.9,,3017282,,3,,0,,14.4,AB,2007-10-03 00:00:00,10
-113.4441675,52.98027972222222,3017282.2007.10.4,,,0.7,0.4,,,,,,7.4,,,,,,,,WETASKIWIN AGCM,2007,,,-6,,3017282,,4,,0,,17.3,AB,2007-10-04 00:00:00,10
-113.4441675,52.98027972222222,3017282.2007.10.5,,,2.7,0,,,,,,9.8,,,,,,,,WETASKIWIN AGCM,2007,,,-4.5,,3017282,,5,,0,,15.3,AB,2007-10-05 00:00:00,10
-113.4441675,52.98027972222222,3017282.2007.10.6,,,6.5,0,,,,,,12.8,,,,,,,,WETASKIWIN AGCM,2007,,,0.2,,3017282,,6,,0,,11.5,AB,2007-10-06 00:00:00,10
-113.4441675,52.98027972222222,3017282.2007.10.7,,,9.3,0,,,,,,21.9,,,,,,,,WETASKIWIN AGCM,2007,,,-3.4,,3017282,,7,,0,,8.7,AB,2007-10-07 00:00:00,10
-113.4441675,52.98027972222222,3017282.2007.10.8,,M,,,M,,,M,,,,,M,,,,M,WETASKIWIN AGCM,2007,,,,,3017282,M,8,,,,,AB,2007-10-08 00:00:00,10
-113.4441675,52.98027972222222,3017282.2007.10.9,,,5,0.4,,,,,,14.5,,,,,,,,WETASKIWIN AGCM,2007,,,-4.5,,3017282,,9,,0,,13,AB,2007-10-09 00:00:00,10
-113.4441675,52.98027972222222,3017282.2007.10.10,,,8.2,0,,,,,,12.7,,,,,,,,WETASKIWIN AGCM,2007,,,3.7,,3017282,,10,,0,,9.8,AB,2007-10-10 00:00:00,10
-113.4441675,52.98027972222222,3017282.2007.10.11,,,8.3,0,,,,,,15.6,,,,,,,,WETASKIWIN AGCM,2007,,,0.9,,3017282,,11,,0,,9.7,AB,2007-10-11 00:00:00,10
-113.4441675,52.98027972222222,3017282.2007.10.12,,,4.5,0,,,,,,11.5,,,,,,,,WETASKIWIN AGCM,2007,,,-2.6,,3017282,,12,,0,,13.5,AB,2007-10-12 00:00:00,10
-113.4441675,52.98027972222222,3017282.2007.10.13,,,4.2,0,,,,,,14.1,,,,,,,,WETASKIWIN AGCM,2007,,,-5.8,,3017282,,13,,0,,13.8,AB,2007-10-13 00:00:00,10
-113.4441675,52.98027972222222,3017282.2007.10.14,,,8.5,0,,,,,,19.6,,,,,,,,WETASKIWIN AGCM,2007,,,-2.6,,3017282,,14,,0,,9.5,AB,2007-10-14 00:00:00,10
-113.4441675,52.98027972222222,3017282.2007.10.15,,,9.7,0,,,,,,18.7,,,,,,,,WETASKIWIN AGCM,2007,,,0.6,,3017282,,15,,0,,8.3,AB,2007-10-15 00:00:00,10
-113.4441675,52.98027972222222,3017282.2007.10.16,,,6.8,0,,,,,,16.6,,,,,,,,WETASKIWIN AGCM,2007,,,-3,,3017282,,16,,0,,11.2,AB,2007-10-16 00:00:00,10
-113.4441675,52.98027972222222,3017282.2007.10.17,,,5.4,0,,,,,,12.5,,,,,,,,WETASKIWIN AGCM,2007,,,-1.7,,3017282,,17,,0,,12.6,AB,2007-10-17 00:00:00,10
-113.4441675,52.98027972222222,3017282.2007.10.18,,,5.1,0,,,,,,13.3,,,,,,,,WETASKIWIN AGCM,2007,,,-3.2,,3017282,,18,,0,,12.9,AB,2007-10-18 00:00:00,10
-113.4441675,52.98027972222222,3017282.2007.10.19,,,1.7,0,,,,,,10.8,,,,,,,,WETASKIWIN AGCM,2007,,,-7.5,,3017282,,19,,0,,16.3,AB,2007-10-19 00:00:00,10
-113.4441675,52.98027972222222,3017282.2007.10.20,,,3.2,0,,,,,,9.6,,,,,,,,WETASKIWIN AGCM,2007,,,-3.3,,3017282,,20,,0,,14.8,AB,2007-10-20 00:00:00,10
-113.4441675,52.98027972222222,3017282.2007.10.21,,,2,0,,,,,,9.6,,,,,,,,WETASKIWIN AGCM,2007,,,-5.6,,3017282,,21,,0,,16,AB,2007-10-21 00:00:00,10
-113.4441675,52.98027972222222,3017282.2007.10.22,,,8.6,0,,,,,,14.5,,,,,,,,WETASKIWIN AGCM,2007,,,2.7,,3017282,,22,,0,,9.4,AB,2007-10-22 00:00:00,10
-113.4441675,52.98027972222222,3017282.2007.10.23,,,4.5,0,,,,,,10.9,,,,,,,,WETASKIWIN AGCM,2007,,,-2,,3017282,,23,,0,,13.5,AB,2007-10-23 00:00:00,10
-113.4441675,52.98027972222222,3017282.2007.10.24,,,13.3,0.4,,,,,,23.8,,,,,,,,WETASKIWIN AGCM,2007,,,2.8,,3017282,,24,,0,,4.7,AB,2007-10-24 00:00:00,10
-113.4441675,52.98027972222222,3017282.2007.10.25,,,1.7,0,,,,,,7.6,,,,,,,,WETASKIWIN AGCM,2007,,,-4.3,,3017282,,25,,0,,16.3,AB,2007-10-25 00:00:00,10
-113.4441675,52.98027972222222,3017282.2007.10.26,,,-2.5,0,,,,,,2.7,,,,,,,,WETASKIWIN AGCM,2007,,,-7.6,,3017282,,26,,0,,20.5,AB,2007-10-26 00:00:00,10
-113.4441675,52.98027972222222,3017282.2007.10.27,,,2.3,0,,,,,,12.6,,,,,,,,WETASKIWIN AGCM,2007,,,-8.1,,3017282,,27,,0,,15.7,AB,2007-10-27 00:00:00,10
-113.4441675,52.98027972222222,3017282.2007.10.28,,,5.7,0,,,,,,14.8,,,,,,,,WETASKIWIN AGCM,2007,,,-3.5,,3017282,,28,,0,,12.3,AB,2007-10-28 00:00:00,10
-113.4441675,52.98027972222222,3017282.2007.10.29,,,3.7,0,,,,,,10.3,,,,,,,,WETASKIWIN AGCM,2007,,,-3,,3017282,,29,,0,,14.3,AB,2007-10-29 00:00:00,10
-113.4441675,52.98027972222222,3017282.2007.10.30,,,0.8,0,,,,,,7.1,,,,,,,,WETASKIWIN AGCM,2007,,,-5.5,,3017282,,30,,0,,17.2,AB,2007-10-30 00:00:00,10
-113.4441675,52.98027972222222,3017282.2007.10.31,,,2,0,,,,,,10.6,,,,,,,,WETASKIWIN AGCM,2007,,,-6.7,,3017282,,31,,0,,16,AB,2007-10-31 00:00:00,10
-113.4441675,52.98027972222222,3017282.2007.11.1,,,2.3,0,,,,,,6.8,,,,,,,,WETASKIWIN AGCM,2007,,,-2.2,,3017282,,1,,0,,15.7,AB,2007-11-01 00:00:00,11
-113.4441675,52.98027972222222,3017282.2007.11.2,,,-0.3,0,,,,,,7.6,,,,,,,,WETASKIWIN AGCM,2007,,,-8.1,,3017282,,2,,0,,18.3,AB,2007-11-02 00:00:00,11
-113.4441675,52.98027972222222,3017282.2007.11.3,,,0.6,1.2,,,,,,6,,,,,,,,WETASKIWIN AGCM,2007,,,-4.8,,3017282,,3,,0,,17.4,AB,2007-11-03 00:00:00,11
-113.4441675,52.98027972222222,3017282.2007.11.4,,,-3.1,3.2,,,,,,0.3,,,,,,,,WETASKIWIN AGCM,2007,,,-6.5,,3017282,,4,,0,,21.1,AB,2007-11-04 00:00:00,11
-113.4441675,52.98027972222222,3017282.2007.11.5,,,-7.5,0,,,,,,-1.1,,,,,,,,WETASKIWIN AGCM,2007,,,-13.9,,3017282,,5,,0,,25.5,AB,2007-11-05 00:00:00,11
-113.4441675,52.98027972222222,3017282.2007.11.6,,,-1,0.5,,,,,,6.2,,,,,,,,WETASKIWIN AGCM,2007,,,-8.1,,3017282,,6,,0,,19,AB,2007-11-06 00:00:00,11
-113.4441675,52.98027972222222,3017282.2007.11.7,,,3.1,0,,,,,,5.9,,,,,,,,WETASKIWIN AGCM,2007,,,0.2,,3017282,,7,,0,,14.9,AB,2007-11-07 00:00:00,11
-113.4441675,52.98027972222222,3017282.2007.11.8,,,-1.8,0,,,,,,3.9,,,,,,,,WETASKIWIN AGCM,2007,,,-7.5,,3017282,,8,,0,,19.8,AB,2007-11-08 00:00:00,11
-113.4441675,52.98027972222222,3017282.2007.11.9,,,-1.4,0,,,,,,2.2,,,,,,,,WETASKIWIN AGCM,2007,,,-5,,3017282,,9,,0,,19.4,AB,2007-11-09 00:00:00,11
-113.4441675,52.98027972222222,3017282.2007.11.10,,,-0.6,1,,,,,,5.3,,,,,,,,WETASKIWIN AGCM,2007,,,-6.4,,3017282,,10,,0,,18.6,AB,2007-11-10 00:00:00,11
-113.4441675,52.98027972222222,3017282.2007.11.11,,,0.2,0.4,,,,,,6.7,,,,,,,,WETASKIWIN AGCM,2007,,,-6.3,,3017282,,11,,0,,17.8,AB,2007-11-11 00:00:00,11
-113.4441675,52.98027972222222,3017282.2007.11.12,,,4,0,,,,,,8.7,,,,,,,,WETASKIWIN AGCM,2007,,,-0.8,,3017282,,12,,0,,14,AB,2007-11-12 00:00:00,11
-113.4441675,52.98027972222222,3017282.2007.11.13,,,2.1,0,,,,,,6.2,,,,,,,,WETASKIWIN AGCM,2007,,,-2,,3017282,,13,,0,,15.9,AB,2007-11-13 00:00:00,11
-113.4441675,52.98027972222222,3017282.2007.11.14,,,-0.9,0.4,,,,,,5.3,,,,,,,,WETASKIWIN AGCM,2007,,,-7,,3017282,,14,,0,,18.9,AB,2007-11-14 00:00:00,11
-113.4441675,52.98027972222222,3017282.2007.11.15,,,-2.5,0,,,,,,3,,,,,,,,WETASKIWIN AGCM,2007,,,-7.9,,3017282,,15,,0,,20.5,AB,2007-11-15 00:00:00,11
-113.4441675,52.98027972222222,3017282.2007.11.16,,,-2.9,0,,,,,,0.9,,,,,,,,WETASKIWIN AGCM,2007,,,-6.7,,3017282,,16,,0,,20.9,AB,2007-11-16 00:00:00,11
-113.4441675,52.98027972222222,3017282.2007.11.17,,,-3.8,0,,,,,,0.2,,,,,,,,WETASKIWIN AGCM,2007,,,-7.8,,3017282,,17,,0,,21.8,AB,2007-11-17 00:00:00,11
-113.4441675,52.98027972222222,3017282.2007.11.18,,,0.1,0,,,,,,5.2,,,,,,,,WETASKIWIN AGCM,2007,,,-5,,3017282,,18,,0,,17.9,AB,2007-11-18 00:00:00,11
-113.4441675,52.98027972222222,3017282.2007.11.19,,,-4,0,,,,,,2,,,,,,,,WETASKIWIN AGCM,2007,,,-10,,3017282,,19,,0,,22,AB,2007-11-19 00:00:00,11
-113.4441675,52.98027972222222,3017282.2007.11.20,,,-10.2,0.4,,,,,,-4.7,,,,,,,,WETASKIWIN AGCM,2007,,,-15.7,,3017282,,20,,0,,28.2,AB,2007-11-20 00:00:00,11
-113.4441675,52.98027972222222,3017282.2007.11.21,,E,-9.7,0,E,,,E,,-2.1,,,,,,,E,WETASKIWIN AGCM,2007,,,-17.2,,3017282,,21,,0,,27.7,AB,2007-11-21 00:00:00,11
-113.4441675,52.98027972222222,3017282.2007.11.22,,,-4,0,,,,,,3.1,,,,,,,,WETASKIWIN AGCM,2007,,,-11,,3017282,,22,,0,,22,AB,2007-11-22 00:00:00,11
-113.4441675,52.98027972222222,3017282.2007.11.23,,,-2.8,0,,,,,,4.9,,,,,,,,WETASKIWIN AGCM,2007,,,-10.4,,3017282,,23,,0,,20.8,AB,2007-11-23 00:00:00,11
-113.4441675,52.98027972222222,3017282.2007.11.24,,,-0.1,0,,,,,,4.7,,,,,,,,WETASKIWIN AGCM,2007,,,-4.9,,3017282,,24,,0,,18.1,AB,2007-11-24 00:00:00,11
-113.4441675,52.98027972222222,3017282.2007.11.25,,,-5.6,0,,,,,,1.7,,,,,,,,WETASKIWIN AGCM,2007,,,-12.8,,3017282,,25,,0,,23.6,AB,2007-11-25 00:00:00,11
-113.4441675,52.98027972222222,3017282.2007.11.26,,,-15.7,0,,,,,,-12.8,,,,,,,,WETASKIWIN AGCM,2007,,,-18.5,,3017282,,26,,0,,33.7,AB,2007-11-26 00:00:00,11
-113.4441675,52.98027972222222,3017282.2007.11.27,,,-16.2,1.9,,,,,,-13.4,,,,,,,,WETASKIWIN AGCM,2007,,,-18.9,,3017282,,27,,0,,34.2,AB,2007-11-27 00:00:00,11
-113.4441675,52.98027972222222,3017282.2007.11.28,,,-20.3,1.4,,,,,,-12,,,,,,,,WETASKIWIN AGCM,2007,,,-28.5,,3017282,,28,,0,,38.3,AB,2007-11-28 00:00:00,11
-113.4441675,52.98027972222222,3017282.2007.11.29,,,-16.6,0,,,,,,-12.2,,,,,,,,WETASKIWIN AGCM,2007,,,-20.9,,3017282,,29,,0,,34.6,AB,2007-11-29 00:00:00,11
-113.4441675,52.98027972222222,3017282.2007.11.30,,,-16.8,0.6,,,,,,-12.2,,,,,,,,WETASKIWIN AGCM,2007,,,-21.3,,3017282,,30,,0,,34.8,AB,2007-11-30 00:00:00,11
-113.4441675,52.98027972222222,3017282.2008.1.10,,M,,,M,M,,M,M,,M,,M,,,M,M,WETASKIWIN AGCM,2008,,,,,3017282,M,10,,,,,AB,2008-01-10 00:00:00,1
-113.4441675,52.98027972222222,3017282.2008.1.11,,,-10.9,0.6,,M,88,,M,-1.4,M,67,,,,M,,WETASKIWIN AGCM,2008,,,-20.3,,3017282,,11,,0,,28.9,AB,2008-01-11 00:00:00,1
-113.4441675,52.98027972222222,3017282.2008.1.12,,,-7.8,0.4,,M,94,,M,-2.5,M,61,,,,M,,WETASKIWIN AGCM,2008,,,-13.1,,3017282,,12,,0,,25.8,AB,2008-01-12 00:00:00,1
-113.4441675,52.98027972222222,3017282.2008.1.13,,,-5.7,0.4,,M,88,,M,0.9,M,52,,,,M,,WETASKIWIN AGCM,2008,,,-12.3,,3017282,,13,,0,,23.7,AB,2008-01-13 00:00:00,1
-113.4441675,52.98027972222222,3017282.2008.1.14,,,-1.6,0.4,,M,91,,M,5,M,60,,,,M,,WETASKIWIN AGCM,2008,,,-8.1,,3017282,,14,,0,,19.6,AB,2008-01-14 00:00:00,1
-113.4441675,52.98027972222222,3017282.2008.1.15,,,-9.4,,,M,,,M,-1.8,M,,,,,M,,WETASKIWIN AGCM,2008,,,-16.9,,3017282,M,15,,0,,27.4,AB,2008-01-15 00:00:00,1
-113.4441675,52.98027972222222,3017282.2008.1.16,,,-8.2,,,M,,,M,2.4,M,,,,,M,,WETASKIWIN AGCM,2008,,,-18.7,,3017282,M,16,,0,,26.2,AB,2008-01-16 00:00:00,1
-113.4441675,52.98027972222222,3017282.2008.1.17,,,-5.7,3.1,,M,99,,M,2.1,M,85,,,,M,,WETASKIWIN AGCM,2008,,,-13.5,,3017282,,17,,0,,23.7,AB,2008-01-17 00:00:00,1
-113.4441675,52.98027972222222,3017282.2008.1.18,,,-17.2,1.4,,M,93,,M,-7.3,M,76,,,,M,,WETASKIWIN AGCM,2008,,,-27.1,,3017282,,18,,0,,35.2,AB,2008-01-18 00:00:00,1
-113.4441675,52.98027972222222,3017282.2008.1.19,,,-12.3,0,,M,95,,M,-7.6,M,78,,,,M,,WETASKIWIN AGCM,2008,,,-16.9,,3017282,,19,,0,,30.3,AB,2008-01-19 00:00:00,1
-113.4441675,52.98027972222222,3017282.2008.1.20,,,-19.6,0,,M,88,,M,-16.1,M,76,,,,M,,WETASKIWIN AGCM,2008,,,-23,,3017282,,20,,0,,37.6,AB,2008-01-20 00:00:00,1
-113.4441675,52.98027972222222,3017282.2008.1.21,,,-12.7,,,M,,,M,-2.4,M,,,,,M,,WETASKIWIN AGCM,2008,,,-23,,3017282,M,21,,0,,30.7,AB,2008-01-21 00:00:00,1
-113.4441675,52.98027972222222,3017282.2008.1.22,,,-5,0,,M,87,,M,-0.6,M,62,,,,M,,WETASKIWIN AGCM,2008,,,-9.4,,3017282,,22,,0,,23,AB,2008-01-22 00:00:00,1
-113.4441675,52.98027972222222,3017282.2008.1.23,,,-8.7,0.4,,M,93,,M,-0.7,M,56,,,,M,,WETASKIWIN AGCM,2008,,,-16.6,,3017282,,23,,0,,26.7,AB,2008-01-23 00:00:00,1
-113.4441675,52.98027972222222,3017282.2008.1.24,,,-12.9,0.5,,M,95,,M,-8.9,M,83,,,,M,,WETASKIWIN AGCM,2008,,,-16.8,,3017282,,24,,0,,30.9,AB,2008-01-24 00:00:00,1
-113.4441675,52.98027972222222,3017282.2008.1.25,,,-13.1,0.5,,M,94,,M,-9.1,M,87,,,,M,,WETASKIWIN AGCM,2008,,,-17.1,,3017282,,25,,0,,31.1,AB,2008-01-25 00:00:00,1
-113.4441675,52.98027972222222,3017282.2008.1.26,,,-10.2,1,,M,96,,M,-3.5,M,87,,,,M,,WETASKIWIN AGCM,2008,,,-16.8,,3017282,,26,,0,,28.2,AB,2008-01-26 00:00:00,1
-113.4441675,52.98027972222222,3017282.2008.1.27,,,-18,1.7,,M,95,,M,-7.6,M,73,,,,M,,WETASKIWIN AGCM,2008,,,-28.4,,3017282,,27,,0,,36,AB,2008-01-27 00:00:00,1
-113.4441675,52.98027972222222,3017282.2008.1.28,,,-32.9,1,,M,72,,M,-28.4,M,59,,,,M,,WETASKIWIN AGCM,2008,,,-37.4,,3017282,,28,,0,,50.9,AB,2008-01-28 00:00:00,1
-113.4441675,52.98027972222222,3017282.2008.1.29,,M,,,M,M,,M,M,,M,,M,,,M,M,WETASKIWIN AGCM,2008,,,,,3017282,M,29,,,,,AB,2008-01-29 00:00:00,1
-113.4441675,52.98027972222222,3017282.2008.1.30,,M,,,M,M,,M,M,,M,,M,,,M,M,WETASKIWIN AGCM,2008,,,,,3017282,M,30,,,,,AB,2008-01-30 00:00:00,1
-113.4441675,52.98027972222222,3017282.2008.1.31,,,-28,,,M,,,M,-24.7,M,,,,,M,,WETASKIWIN AGCM,2008,,,-31.3,,3017282,M,31,,0,,46,AB,2008-01-31 00:00:00,1
-113.4441675,52.98027972222222,3017282.2008.2.1,,,-26.4,1.1,,M,79,,M,-20.6,M,60,,,,M,,WETASKIWIN AGCM,2008,,,-32.1,,3017282,,1,,0,,44.4,AB,2008-02-01 00:00:00,2
-113.4441675,52.98027972222222,3017282.2008.2.2,,,-20.3,,,M,,,M,-11.8,M,,,,,M,,WETASKIWIN AGCM,2008,,,-28.7,,3017282,M,2,,0,,38.3,AB,2008-02-02 00:00:00,2
-113.4441675,52.98027972222222,3017282.2008.2.3,,,-20.4,0.6,,M,84,,M,-16.5,M,73,,,,M,,WETASKIWIN AGCM,2008,,,-24.2,,3017282,,3,,0,,38.4,AB,2008-02-03 00:00:00,2
-113.4441675,52.98027972222222,3017282.2008.2.4,,,-21.7,1.1,,M,89,,M,-12.9,M,71,,,,M,,WETASKIWIN AGCM,2008,,,-30.5,,3017282,,4,,0,,39.7,AB,2008-02-04 00:00:00,2
-113.4441675,52.98027972222222,3017282.2008.2.5,,,-10.1,1,,M,86,,M,1.8,M,49,,,,M,,WETASKIWIN AGCM,2008,,,-21.9,,3017282,,5,,0,,28.1,AB,2008-02-05 00:00:00,2
-113.4441675,52.98027972222222,3017282.2008.2.6,,,-9.7,0,,M,88,,M,0.4,M,51,,,,M,,WETASKIWIN AGCM,2008,,,-19.8,,3017282,,6,,0,,27.7,AB,2008-02-06 00:00:00,2
