x,y,ID,DIRECTION_MAX_GUST,MIN_TEMPERATURE_FLAG,MEAN_TEMPERATURE,TOTAL_PRECIPITATION,HEATING_DEGREE_DAYS_FLAG,TOTAL_RAIN_FLAG,MAX_REL_HUMIDITY,COOLING_DEGREE_DAYS_FLAG,DIRECTION_MAX_GUST_FLAG,MAX_TEMPERATURE,TOTAL_SNOW_FLAG,MIN_REL_HUMIDITY,MAX_TEMPERATURE_FLAG,MAX_REL_HUMIDITY_FLAG,SNOW_ON_GROUND_FLAG,SPEED_MAX_GUST_FLAG,MEAN_TEMPERATURE_FLAG,STATION_NAME,LOCAL_YEAR,MIN_REL_HUMIDITY_FLAG,TOTAL_SNOW,MIN_TEMPERATURE,SPEED_MAX_GUST,CLIMATE_IDENTIFIER,TOTAL_PRECIPITATION_FLAG,LOCAL_DAY,SNOW_ON_GROUND,COOLING_DEGREE_DAYS,TOTAL_RAIN,HEATING_DEGREE_DAYS,PROVINCE_CODE,LOCAL_DATE,LOCAL_MONTH
-115.06666666666666,51.083333333333336,3050778.1993.7.21,23,,13.3,0.2,,M,,,,18.1,M,,,,,,,BOW VALLEY,1993,,,8.5,43,3050778,,21,,0,,4.7,AB,1993-07-21 00:00:00,7
-115.06666666666666,51.083333333333336,3050778.1993.7.22,24,,15.6,0,,M,,,,21.6,M,,,,,,,BOW VALLEY,1993,,,9.5,41,3050778,,22,,0,,2.4,AB,1993-07-22 00:00:00,7
-115.06666666666666,51.083333333333336,3050778.1993.7.23,15,,14.7,0.2,,M,,,,20.6,M,,,,,,,BOW VALLEY,1993,,,8.8,35,3050778,,23,,0,,3.3,AB,1993-07-23 00:00:00,7
-115.06666666666666,51.083333333333336,3050778.1993.7.24,0,,13.1,14.4,,M,,,,16.4,M,,,,,,,BOW VALLEY,1993,,,9.7,0,3050778,,24,,0,,4.9,AB,1993-07-24 00:00:00,7
-115.06666666666666,51.083333333333336,3050778.1993.7.25,0,,11.1,10,,M,,,,12.9,M,,,,,,,BOW VALLEY,1993,,,9.2,0,3050778,,25,,0,,6.9,AB,1993-07-25 00:00:00,7
-115.06666666666666,51.083333333333336,3050778.1993.7.26,0,,13,4.8,,M,,,,16.9,M,,,,,,,BOW VALLEY,1993,,,9,0,3050778,,26,,0,,5,AB,1993-07-26 00:00:00,7
-115.06666666666666,51.083333333333336,3050778.1993.7.27,27,,15.8,0.8,,M,,,,22.4,M,,,,,,,BOW VALLEY,1993,,,9.1,37,3050778,,27,,0,,2.2,AB,1993-07-27 00:00:00,7
-115.06666666666666,51.083333333333336,3050778.1993.7.28,23,,17.4,0,,M,,,,24.4,M,,,,,,,BOW VALLEY,1993,,,10.3,39,3050778,,28,,0,,0.6,AB,1993-07-28 00:00:00,7
-115.06666666666666,51.083333333333336,3050778.1993.7.29,24,,15.6,0,,M,,,,26,M,,,,,,,BOW VALLEY,1993,,,5.2,57,3050778,,29,,0,,2.4,AB,1993-07-29 00:00:00,7
-115.06666666666666,51.083333333333336,3050778.1993.8.2,0,,14,4.2,,M,,,,19.9,M,,,,,,,BOW VALLEY,1993,,,8.1,0,3050778,,2,,0,,4,AB,1993-08-02 00:00:00,8
-115.06666666666666,51.083333333333336,3050778.1993.8.3,0,,13.2,0.2,,M,,,,21.9,M,,,,,,,BOW VALLEY,1993,,,4.5,0,3050778,,3,,0,,4.8,AB,1993-08-03 00:00:00,8
-115.06666666666666,51.083333333333336,3050778.1993.8.4,0,,11.5,0,,M,,,,19,M,,,,,,,BOW VALLEY,1993,,,4,0,3050778,,4,,0,,6.5,AB,1993-08-04 00:00:00,8
-115.06666666666666,51.083333333333336,3050778.1993.8.5,22,,13.8,13.4,,M,,,,24.2,M,,,,,,,BOW VALLEY,1993,,,3.3,93,3050778,,5,,0,,4.2,AB,1993-08-05 00:00:00,8
-115.06666666666666,51.083333333333336,3050778.1993.8.7,0,,11.8,2,,M,,,,16.9,M,,,,,,,BOW VALLEY,1993,,,6.7,0,3050778,,7,,0,,6.2,AB,1993-08-07 00:00:00,8
-115.06666666666666,51.083333333333336,3050778.1993.8.8,25,,13.2,0,,M,,,,23,M,,,,,,,BOW VALLEY,1993,,,3.3,41,3050778,,8,,0,,4.8,AB,1993-08-08 00:00:00,8
-115.06666666666666,51.083333333333336,3050778.1993.8.9,24,,16.2,0,,M,,,,25.3,M,,,,,,,BOW VALLEY,1993,,,7,46,3050778,,9,,0,,1.8,AB,1993-08-09 00:00:00,8
-115.06666666666666,51.083333333333336,3050778.1993.8.10,22,,9.6,10.4,,M,,,,13.4,M,,,,,,,BOW VALLEY,1993,,,5.8,33,3050778,,10,,0,,8.4,AB,1993-08-10 00:00:00,8
-115.06666666666666,51.083333333333336,3050778.1993.8.11,0,,9.3,3.4,,M,,,,15.3,M,,,,,,,BOW VALLEY,1993,,,3.2,0,3050778,,11,,0,,8.7,AB,1993-08-11 00:00:00,8
-115.06666666666666,51.083333333333336,3050778.1993.8.12,22,,12,0,,M,,,,23.2,M,,,,,,,BOW VALLEY,1993,,,0.7,43,3050778,,12,,0,,6,AB,1993-08-12 00:00:00,8
-115.06666666666666,51.083333333333336,3050778.1993.8.13,23,,13.2,0,,M,,,,22,M,,,,,,,BOW VALLEY,1993,,,4.4,43,3050778,,13,,0,,4.8,AB,1993-08-13 00:00:00,8
-115.06666666666666,51.083333333333336,3050778.1993.8.14,0,,11.3,10,,M,,,,13.3,M,,,,,,,BOW VALLEY,1993,,,9.3,0,3050778,,14,,0,,6.7,AB,1993-08-14 00:00:00,8
-115.06666666666666,51.083333333333336,3050778.1993.8.15,0,,10.9,7.4,,M,,,,12.1,M,,,,,,,BOW VALLEY,1993,,,9.6,0,3050778,,15,,0,,7.1,AB,1993-08-15 00:00:00,8
-115.06666666666666,51.083333333333336,3050778.1993.8.16,0,,12.2,35.6,,M,,,,13.7,M,,,,,,,BOW VALLEY,1993,,,10.6,0,3050778,,16,,0,,5.8,AB,1993-08-16 00:00:00,8
-115.06666666666666,51.083333333333336,3050778.1993.8.17,0,,14.8,8.2,,M,,,,20.3,M,,,,,,,BOW VALLEY,1993,,,9.3,0,3050778,,17,,0,,3.2,AB,1993-08-17 00:00:00,8
-115.06666666666666,51.083333333333336,3050778.1993.8.18,24,,15.2,0,,M,,,,22.3,M,,,,,,,BOW VALLEY,1993,,,8.1,39,3050778,,18,,0,,2.8,AB,1993-08-18 00:00:00,8
-115.06666666666666,51.083333333333336,3050778.1993.8.19,0,,13.2,0,,M,,,,22.8,M,,,,,,,BOW VALLEY,1993,,,3.5,0,3050778,,19,,0,,4.8,AB,1993-08-19 00:00:00,8
-115.06666666666666,51.083333333333336,3050778.1993.8.20,25,,16,0,,M,,,,26.5,M,,,,,,,BOW VALLEY,1993,,,5.4,43,3050778,,20,,0,,2,AB,1993-08-20 00:00:00,8
-115.06666666666666,51.083333333333336,3050778.1993.8.21,24,,18.7,0.6,,M,,,,25,M,,,,,,,BOW VALLEY,1993,,,12.4,39,3050778,,21,,0.7,,0,AB,1993-08-21 00:00:00,8
-115.06666666666666,51.083333333333336,3050778.1993.8.22,27,,16.8,0,,M,,,,22.4,M,,,,,,,BOW VALLEY,1993,,,11.1,33,3050778,,22,,0,,1.2,AB,1993-08-22 00:00:00,8
-115.06666666666666,51.083333333333336,3050778.1993.8.23,26,,14,1.6,,M,,,,19.8,M,,,,,,,BOW VALLEY,1993,,,8.1,61,3050778,,23,,0,,4,AB,1993-08-23 00:00:00,8
-115.06666666666666,51.083333333333336,3050778.1993.8.24,28,,11.2,0,,M,,,,14.2,M,,,,,,,BOW VALLEY,1993,,,8.2,50,3050778,,24,,0,,6.8,AB,1993-08-24 00:00:00,8
-115.06666666666666,51.083333333333336,3050778.1993.8.25,25,,7.3,12.8,,M,,,,11.3,M,,,,,,,BOW VALLEY,1993,,,3.3,39,3050778,,25,,0,,10.7,AB,1993-08-25 00:00:00,8
-115.06666666666666,51.083333333333336,3050778.1993.8.26,0,,11.4,0,,M,,,,17.1,M,,,,,,,BOW VALLEY,1993,,,5.6,0,3050778,,26,,0,,6.6,AB,1993-08-26 00:00:00,8
-115.06666666666666,51.083333333333336,3050778.1993.8.27,24,,11,3.6,,M,,,,15.5,M,,,,,,,BOW VALLEY,1993,,,6.4,41,3050778,,27,,0,,7,AB,1993-08-27 00:00:00,8
-115.06666666666666,51.083333333333336,3050778.1993.8.28,0,,6,21.6,,M,,,,7.1,M,,,,,,,BOW VALLEY,1993,,,4.9,0,3050778,,28,,0,,12,AB,1993-08-28 00:00:00,8
-115.06666666666666,51.083333333333336,3050778.1993.8.29,5,,7.8,2.6,,M,,,,13.8,M,,,,,,,BOW VALLEY,1993,,,1.8,37,3050778,,29,,0,,10.2,AB,1993-08-29 00:00:00,8
-115.06666666666666,51.083333333333336,3050778.1993.8.30,25,,11.6,0.2,,M,,,,17.9,M,,,,,,,BOW VALLEY,1993,,,5.3,35,3050778,,30,,0,,6.4,AB,1993-08-30 00:00:00,8
-115.06666666666666,51.083333333333336,3050778.1993.8.31,,E,11.5,1.2,E,M,,E,M,14.5,M,,,,,M,E,BOW VALLEY,1993,,,8.4,,3050778,E,31,,0,,6.5,AB,1993-08-31 00:00:00,8
-115.06666666666666,51.083333333333336,3050778.1993.9.1,22,,10,3.8,,M,,,,16.1,M,,,,,,,BOW VALLEY,1993,,,3.8,32,3050778,,1,,0,,8,AB,1993-09-01 00:00:00,9
-115.06666666666666,51.083333333333336,3050778.1993.9.4,0,,9.1,4.2,,M,,,,11.6,M,,,,,,,BOW VALLEY,1993,,,6.5,0,3050778,,4,,0,,8.9,AB,1993-09-04 00:00:00,9
-115.06666666666666,51.083333333333336,3050778.1993.9.5,0,,7.9,0,,M,,,,16.8,M,,,,,,,BOW VALLEY,1993,,,-1,0,3050778,,5,,0,,10.1,AB,1993-09-05 00:00:00,9
-115.06666666666666,51.083333333333336,3050778.1993.9.6,23,,9.6,0,,M,,,,19,M,,,,,,,BOW VALLEY,1993,,,0.2,39,3050778,,6,,0,,8.4,AB,1993-09-06 00:00:00,9
-115.06666666666666,51.083333333333336,3050778.1993.9.7,26,,12.5,0,,M,,,,24.1,M,,,,,,,BOW VALLEY,1993,,,0.8,44,3050778,,7,,0,,5.5,AB,1993-09-07 00:00:00,9
-115.06666666666666,51.083333333333336,3050778.1993.9.8,26,,19.4,0,,M,,,,26.6,M,,,,,,,BOW VALLEY,1993,,,12.2,50,3050778,,8,,1.4,,0,AB,1993-09-08 00:00:00,9
-115.06666666666666,51.083333333333336,3050778.1993.9.9,0,,11.1,0,,M,,,,19,M,,,,,,,BOW VALLEY,1993,,,3.1,0,3050778,,9,,0,,6.9,AB,1993-09-09 00:00:00,9
-115.06666666666666,51.083333333333336,3050778.1993.9.10,23,,13.9,0,,M,,,,24.8,M,,,,,,,BOW VALLEY,1993,,,2.9,44,3050778,,10,,0,,4.1,AB,1993-09-10 00:00:00,9
-115.06666666666666,51.083333333333336,3050778.1993.9.11,22,,12.1,9,,M,,,,19.8,M,,,,,,,BOW VALLEY,1993,,,4.4,39,3050778,,11,,0,,5.9,AB,1993-09-11 00:00:00,9
-115.06666666666666,51.083333333333336,3050778.1993.9.12,6,,2.6,0,,M,,,,8.7,M,,,,,,,BOW VALLEY,1993,,,-3.5,33,3050778,,12,,0,,15.4,AB,1993-09-12 00:00:00,9
-115.06666666666666,51.083333333333336,3050778.1993.9.13,27,,4.3,0.2,,M,,,,13.6,M,,,,,,,BOW VALLEY,1993,,,-5,39,3050778,,13,,0,,13.7,AB,1993-09-13 00:00:00,9
-115.06666666666666,51.083333333333336,3050778.1993.9.14,24,,7.2,14.4,,M,,,,10.5,M,,,,,,,BOW VALLEY,1993,,,3.9,32,3050778,,14,,0,,10.8,AB,1993-09-14 00:00:00,9
-115.06666666666666,51.083333333333336,3050778.1993.9.16,26,,5.4,0,,M,,,,14.9,M,,,,,,,BOW VALLEY,1993,,,-4.2,39,3050778,,16,,0,,12.6,AB,1993-09-16 00:00:00,9
-115.06666666666666,51.083333333333336,3050778.1993.9.17,26,,6.6,0.2,,M,,,,17.8,M,,,,,,,BOW VALLEY,1993,,,-4.7,35,3050778,,17,,0,,11.4,AB,1993-09-17 00:00:00,9
-115.06666666666666,51.083333333333336,3050778.1993.9.18,21,,10.7,0,,M,,,,18.4,M,,,,,,,BOW VALLEY,1993,,,3,39,3050778,,18,,0,,7.3,AB,1993-09-18 00:00:00,9
-115.06666666666666,51.083333333333336,3050778.1993.9.19,25,,7.8,7.6,,M,,,,12.7,M,,,,,,,BOW VALLEY,1993,,,2.9,37,3050778,,19,,0,,10.2,AB,1993-09-19 00:00:00,9
-115.06666666666666,51.083333333333336,3050778.1993.9.20,0,,1.7,4.8,,M,,,,3.2,M,,,,,,,BOW VALLEY,1993,,,0.2,0,3050778,,20,,0,,16.3,AB,1993-09-20 00:00:00,9
-115.06666666666666,51.083333333333336,3050778.1993.9.21,25,,5.2,0.2,,M,,,,12.8,M,,,,,,,BOW VALLEY,1993,,,-2.4,33,3050778,,21,,0,,12.8,AB,1993-09-21 00:00:00,9
-115.06666666666666,51.083333333333336,3050778.1993.9.22,24,,9.9,0,,M,,,,16.3,M,,,,,,,BOW VALLEY,1993,,,3.5,39,3050778,,22,,0,,8.1,AB,1993-09-22 00:00:00,9
-115.06666666666666,51.083333333333336,3050778.1993.9.23,28,,10.3,0,,M,,,,18.4,M,,,,,,,BOW VALLEY,1993,,,2.1,46,3050778,,23,,0,,7.7,AB,1993-09-23 00:00:00,9
-115.06666666666666,51.083333333333336,3050778.1993.9.24,28,,12.5,0,,M,,,,18.5,M,,,,,,,BOW VALLEY,1993,,,6.5,48,3050778,,24,,0,,5.5,AB,1993-09-24 00:00:00,9
-115.06666666666666,51.083333333333336,3050778.1993.9.25,25,,4.4,2.6,,M,,,,11.7,M,,,,,,,BOW VALLEY,1993,,,-2.9,33,3050778,,25,,0,,13.6,AB,1993-09-25 00:00:00,9
-115.06666666666666,51.083333333333336,3050778.1993.9.26,28,,9.1,0,,M,,,,20.3,M,,,,,,,BOW VALLEY,1993,,,-2.2,61,3050778,,26,,0,,8.9,AB,1993-09-26 00:00:00,9
-115.06666666666666,51.083333333333336,3050778.1993.9.27,28,,9.8,0,,M,,,,17.1,M,,,,,,,BOW VALLEY,1993,,,2.4,33,3050778,,27,,0,,8.2,AB,1993-09-27 00:00:00,9
-115.06666666666666,51.083333333333336,3050778.1993.9.28,21,,6.8,0,,M,,,,17,M,,,,,,,BOW VALLEY,1993,,,-3.5,32,3050778,,28,,0,,11.2,AB,1993-09-28 00:00:00,9
-115.06666666666666,51.083333333333336,3050778.1993.9.29,27,,14.9,0,,M,,,,22.3,M,,,,,,,BOW VALLEY,1993,,,7.4,65,3050778,,29,,0,,3.1,AB,1993-09-29 00:00:00,9
-115.06666666666666,51.083333333333336,3050778.1993.9.30,7,,7.1,2,,M,,,,16.2,M,,,,,,,BOW VALLEY,1993,,,-2.1,48,3050778,,30,,0,,10.9,AB,1993-09-30 00:00:00,9
-115.06666666666666,51.083333333333336,3050778.1993.10.1,0,,5.5,0,,M,,,,14,M,,,,,,,BOW VALLEY,1993,,,-3,0,3050778,,1,,0,,12.5,AB,1993-10-01 00:00:00,10
-115.06666666666666,51.083333333333336,3050778.1993.10.2,25,,10.5,0,,M,,,,23.4,M,,,,,,,BOW VALLEY,1993,,,-2.4,48,3050778,,2,,0,,7.5,AB,1993-10-02 00:00:00,10
-115.06666666666666,51.083333333333336,3050778.1993.10.3,21,,13.2,0,,M,,,,24.2,M,,,,,,,BOW VALLEY,1993,,,2.1,48,3050778,,3,,0,,4.8,AB,1993-10-03 00:00:00,10
-115.06666666666666,51.083333333333336,3050778.1993.10.4,25,,11.6,0,,M,,,,22.7,M,,,,,,,BOW VALLEY,1993,,,0.5,44,3050778,,4,,0,,6.4,AB,1993-10-04 00:00:00,10
-115.06666666666666,51.083333333333336,3050778.1993.10.5,24,,12.2,0,,M,,,,21.8,M,,,,,,,BOW VALLEY,1993,,,2.5,35,3050778,,5,,0,,5.8,AB,1993-10-05 00:00:00,10
-115.06666666666666,51.083333333333336,3050778.1993.10.6,6,,3.5,3,,M,,,,9.9,M,,,,,,,BOW VALLEY,1993,,,-3,35,3050778,,6,,0,,14.5,AB,1993-10-06 00:00:00,10
-115.06666666666666,51.083333333333336,3050778.1993.10.7,0,,-1.1,3,,M,,,,0.8,M,,,,,,,BOW VALLEY,1993,,,-3,0,3050778,,7,,0,,19.1,AB,1993-10-07 00:00:00,10
-115.06666666666666,51.083333333333336,3050778.1993.10.8,27,,3.3,0.2,,M,,,,11,M,,,,,,,BOW VALLEY,1993,,,-4.5,44,3050778,,8,,0,,14.7,AB,1993-10-08 00:00:00,10
-115.06666666666666,51.083333333333336,3050778.1993.10.9,23,,8.3,0,,M,,,,16,M,,,,,,,BOW VALLEY,1993,,,0.5,54,3050778,,9,,0,,9.7,AB,1993-10-09 00:00:00,10
-115.06666666666666,51.083333333333336,3050778.1993.10.10,23,,6.7,0,,M,,,,17,M,,,,,,,BOW VALLEY,1993,,,-3.6,46,3050778,,10,,0,,11.3,AB,1993-10-10 00:00:00,10
