x,y,SNOW_ON_GROUND,TOTAL_RAIN,HEATING_DEGREE_DAYS_FLAG,CLIMATE_IDENTIFIER,LOCAL_MONTH,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,PROVINCE_CODE,ID,SPEED_MAX_GUST,MAX_REL_HUMIDITY,COOLING_DEGREE_DAYS_FLAG,MAX_REL_HUMIDITY_FLAG,STATION_NAME,DIRECTION_MAX_GUST_FLAG,TOTAL_PRECIPITATION_FLAG,COOLING_DEGREE_DAYS,TOTAL_SNOW,TOTAL_RAIN_FLAG,TOTAL_SNOW_FLAG,MIN_REL_HUMIDITY_FLAG,LOCAL_DATE,MEAN_TEMPERATURE_FLAG,LOCAL_DAY,MIN_REL_HUMIDITY,SNOW_ON_GROUND_FLAG,MEAN_TEMPERATURE,LOCAL_YEAR,HEATING_DEGREE_DAYS,SPEED_MAX_GUST_FLAG,TOTAL_PRECIPITATION,DIRECTION_MAX_GUST,MIN_TEMPERATURE_FLAG,MIN_TEMPERATURE
-113.89444444444445,52.18222222222222,,,,3025484,7,21.3,,AB,3025484.2020.7.9,45,100,,,RED DEER REGIONAL A,,,0,,,,,2020-07-09 00:00:00,,9,60,,13.6,2020,4.4,,0,13,,5.8
-113.89444444444445,52.18222222222222,,,,3025484,7,21.5,,AB,3025484.2020.7.10,,95,,,RED DEER REGIONAL A,M,,0,,,,,2020-07-10 00:00:00,,10,44,,14.8,2020,3.2,M,0,,,8.1
-113.89444444444445,52.18222222222222,,,,3025484,7,24.3,,AB,3025484.2020.7.11,42,99,,,RED DEER REGIONAL A,,,0,,,,,2020-07-11 00:00:00,,11,39,,15.3,2020,2.7,,0,15,,6.3
-113.89444444444445,52.18222222222222,,,,3025484,7,18.7,,AB,3025484.2020.7.12,61,89,,,RED DEER REGIONAL A,,,0,,,,,2020-07-12 00:00:00,,12,59,,13.6,2020,4.4,,2.4,33,,8.4
-113.89444444444445,52.18222222222222,,,,3025484,7,19,,AB,3025484.2020.7.13,71,88,,,RED DEER REGIONAL A,,,0,,,,,2020-07-13 00:00:00,,13,49,,13.2,2020,4.8,,0,27,,7.3
-113.89444444444445,52.18222222222222,,,,3025484,7,21.9,,AB,3025484.2020.7.14,54,87,,,RED DEER REGIONAL A,,,0,,,,,2020-07-14 00:00:00,,14,36,,15.1,2020,2.9,,0,29,,8.3
-113.89444444444445,52.18222222222222,,,,3025484,7,21.2,,AB,3025484.2020.7.15,45,94,,,RED DEER REGIONAL A,,,0,,,,,2020-07-15 00:00:00,,15,55,,14.8,2020,3.2,,1.8,1,,8.3
-113.89444444444445,52.18222222222222,,,,3025484,7,25.2,,AB,3025484.2020.7.16,50,98,,,RED DEER REGIONAL A,,,0,,,,,2020-07-16 00:00:00,,16,49,,17.6,2020,0.4,,0.2,33,,10
-113.89444444444445,52.18222222222222,,,,3025484,7,21.7,,AB,3025484.2020.7.17,71,98,,,RED DEER REGIONAL A,,,0,,,,,2020-07-17 00:00:00,,17,45,,15.7,2020,2.3,,4.3,33,,9.7
-113.89444444444445,52.18222222222222,,,,3025484,7,21.8,,AB,3025484.2020.7.18,46,98,,,RED DEER REGIONAL A,,,0,,,,,2020-07-18 00:00:00,,18,45,,15.5,2020,2.5,,0.4,30,,9.2
-113.89444444444445,52.18222222222222,,,,3025484,7,20.5,,AB,3025484.2020.7.19,39,96,,,RED DEER REGIONAL A,,,0,,,,,2020-07-19 00:00:00,,19,56,,16.5,2020,1.5,,1.9,34,,12.5
-113.89444444444445,52.18222222222222,,,,3025484,7,23,,AB,3025484.2020.7.20,,94,,,RED DEER REGIONAL A,M,,0,,,,,2020-07-20 00:00:00,,20,43,,16.5,2020,1.5,M,0,,,9.9
-113.89444444444445,52.18222222222222,,,,3025484,7,25.3,,AB,3025484.2020.7.21,35,96,,,RED DEER REGIONAL A,,,0,,,,,2020-07-21 00:00:00,,21,54,,17.9,2020,0.1,,0,17,,10.4
-113.89444444444445,52.18222222222222,,,,3025484,7,23.4,,AB,3025484.2020.7.22,52,97,,,RED DEER REGIONAL A,,,0.7,,,,,2020-07-22 00:00:00,,22,60,,18.7,2020,0,,1.4,28,,14
-113.89444444444445,52.18222222222222,,,,3025484,7,21.5,,AB,3025484.2020.7.23,63,96,,,RED DEER REGIONAL A,,,0,,,,,2020-07-23 00:00:00,,23,72,,16.5,2020,1.5,,15.3,31,,11.5
-113.89444444444445,52.18222222222222,,,,3025484,7,17.1,,AB,3025484.2020.7.24,42,100,,,RED DEER REGIONAL A,,,0,,,,,2020-07-24 00:00:00,,24,71,,12,2020,6,,7.2,31,,6.9
-113.89444444444445,52.18222222222222,,,,3025484,7,19.8,,AB,3025484.2020.7.25,45,92,,,RED DEER REGIONAL A,,,0,,,,,2020-07-25 00:00:00,,25,50,,14,2020,4,,0,30,,8.2
-113.89444444444445,52.18222222222222,,,,3025484,7,22.8,,AB,3025484.2020.7.26,,93,,,RED DEER REGIONAL A,M,,0,,,,,2020-07-26 00:00:00,,26,39,,15.7,2020,2.3,M,0,,,8.5
-113.89444444444445,52.18222222222222,,,,3025484,7,26.7,,AB,3025484.2020.7.27,45,94,,,RED DEER REGIONAL A,,,0,,,,,2020-07-27 00:00:00,,27,42,,17.9,2020,0.1,,0,17,,9
-113.89444444444445,52.18222222222222,,,,3025484,7,29.5,,AB,3025484.2020.7.28,,94,,,RED DEER REGIONAL A,M,,2.4,,,,,2020-07-28 00:00:00,,28,40,,20.4,2020,0,M,0,,,11.2
-113.89444444444445,52.18222222222222,,,,3025484,7,26.4,,AB,3025484.2020.7.29,41,96,,,RED DEER REGIONAL A,,,3.1,,,,,2020-07-29 00:00:00,,29,61,,21.1,2020,0,,0,35,,15.7
-113.89444444444445,52.18222222222222,,,,3025484,7,26,,AB,3025484.2020.7.30,,97,,,RED DEER REGIONAL A,M,,3.2,,,,,2020-07-30 00:00:00,,30,64,,21.2,2020,0,M,0,,,16.3
-113.89444444444445,52.18222222222222,,,,3025484,7,26.1,,AB,3025484.2020.7.31,39,97,,,RED DEER REGIONAL A,,,2.6,,,,,2020-07-31 00:00:00,,31,63,,20.6,2020,0,,0,12,,15.1
-113.89444444444445,52.18222222222222,,,,3025484,8,26.6,,AB,3025484.2020.8.1,48,79,,,RED DEER REGIONAL A,,,2.3,,,,,2020-08-01 00:00:00,,1,57,,20.3,2020,0,,0,13,,13.9
-113.89444444444445,52.18222222222222,,,,3025484,8,28.6,,AB,3025484.2020.8.2,33,97,,,RED DEER REGIONAL A,,,2.4,,,,,2020-08-02 00:00:00,,2,49,,20.4,2020,0,,0,19,,12.1
-113.89444444444445,52.18222222222222,,,,3025484,8,23.1,,AB,3025484.2020.8.3,84,97,,,RED DEER REGIONAL A,,,0,,,,,2020-08-03 00:00:00,,3,78,,17.4,2020,0.6,,3.9,30,,11.7
-113.89444444444445,52.18222222222222,,,,3025484,8,23.6,,AB,3025484.2020.8.4,,100,,,RED DEER REGIONAL A,M,,0,,,,,2020-08-04 00:00:00,,4,48,,15.3,2020,2.7,M,0.2,,,6.9
-113.89444444444445,52.18222222222222,,,,3025484,8,27.9,,AB,3025484.2020.8.5,46,95,,,RED DEER REGIONAL A,,,0.8,,,,,2020-08-05 00:00:00,,5,42,,18.8,2020,0,,0,15,,9.7
-113.89444444444445,52.18222222222222,,,,3025484,8,28.2,,AB,3025484.2020.8.6,42,89,,,RED DEER REGIONAL A,,,1.4,,,,,2020-08-06 00:00:00,,6,41,,19.4,2020,0,,0,21,,10.5
-113.89444444444445,52.18222222222222,,,,3025484,8,20.1,,AB,3025484.2020.8.7,78,97,,,RED DEER REGIONAL A,,,0,,,,,2020-08-07 00:00:00,,7,38,,14.5,2020,3.5,,40.1,31,,8.9
-113.89444444444445,52.18222222222222,,,,3025484,8,19.8,,AB,3025484.2020.8.8,72,92,,,RED DEER REGIONAL A,,,0,,,,,2020-08-08 00:00:00,,8,41,,13,2020,5,,0.4,34,,6.2
-113.89444444444445,52.18222222222222,,,,3025484,8,20.5,,AB,3025484.2020.8.9,50,85,,,RED DEER REGIONAL A,,,0,,,,,2020-08-09 00:00:00,,9,31,,12.4,2020,5.6,,0,28,,4.2
-113.89444444444445,52.18222222222222,,,,3025484,8,22.1,,AB,3025484.2020.8.10,39,94,,,RED DEER REGIONAL A,,,0,,,,,2020-08-10 00:00:00,,10,45,,14.7,2020,3.3,,0,2,,7.2
-113.89444444444445,52.18222222222222,,,,3025484,8,20.9,,AB,3025484.2020.8.11,48,99,,,RED DEER REGIONAL A,,,0,,,,,2020-08-11 00:00:00,,11,45,,13.2,2020,4.8,,0,14,,5.5
-113.89444444444445,52.18222222222222,,,,3025484,8,17.4,,AB,3025484.2020.8.12,46,96,,,RED DEER REGIONAL A,,,0,,,,,2020-08-12 00:00:00,,12,43,,12.5,2020,5.5,,2.3,33,,7.5
-113.89444444444445,52.18222222222222,,,,3025484,8,20.9,,AB,3025484.2020.8.13,46,99,,,RED DEER REGIONAL A,,,0,,,,,2020-08-13 00:00:00,,13,37,,12.8,2020,5.2,,0,33,,4.6
-113.89444444444445,52.18222222222222,,,,3025484,8,21.3,,AB,3025484.2020.8.14,,97,,,RED DEER REGIONAL A,M,,0,,,,,2020-08-14 00:00:00,,14,35,,12.9,2020,5.1,M,0.2,,,4.5
-113.89444444444445,52.18222222222222,,,,3025484,8,24.2,,AB,3025484.2020.8.15,,93,,,RED DEER REGIONAL A,M,,0,,,,,2020-08-15 00:00:00,,15,42,,18,2020,0,M,0,,,11.8
-113.89444444444445,52.18222222222222,,,,3025484,8,28.5,,AB,3025484.2020.8.16,,97,,,RED DEER REGIONAL A,M,,0,,,,,2020-08-16 00:00:00,,16,40,,17.9,2020,0.1,M,0,,,7.3
-113.89444444444445,52.18222222222222,,,,3025484,8,31,,AB,3025484.2020.8.17,45,92,,,RED DEER REGIONAL A,,,2.6,,,,,2020-08-17 00:00:00,,17,36,,20.6,2020,0,,0,35,,10.1
-113.89444444444445,52.18222222222222,,,,3025484,8,31.4,,AB,3025484.2020.8.18,,93,,,RED DEER REGIONAL A,M,,2.7,,,,,2020-08-18 00:00:00,,18,32,,20.7,2020,0,M,0,,,10
-113.89444444444445,52.18222222222222,,,,3025484,8,23.8,,AB,3025484.2020.8.19,41,89,,,RED DEER REGIONAL A,,,0,,,,,2020-08-19 00:00:00,,19,44,,17.7,2020,0.3,,0,2,,11.5
-113.89444444444445,52.18222222222222,,,,3025484,8,24.2,,AB,3025484.2020.8.20,45,96,,,RED DEER REGIONAL A,,,0,,,,,2020-08-20 00:00:00,,20,60,,18,2020,0,,1.2,30,,11.7
-113.89444444444445,52.18222222222222,,,,3025484,8,23.6,,AB,3025484.2020.8.21,37,95,,,RED DEER REGIONAL A,,,0.1,,,,,2020-08-21 00:00:00,,21,50,,18.1,2020,0,,0,11,,12.5
-113.89444444444445,52.18222222222222,,,,3025484,8,21.6,,AB,3025484.2020.8.22,63,100,,,RED DEER REGIONAL A,,,0,,,,,2020-08-22 00:00:00,,22,41,,15.6,2020,2.4,,1.7,29,,9.6
-113.89444444444445,52.18222222222222,,,,3025484,8,22.7,,AB,3025484.2020.8.23,,98,,,RED DEER REGIONAL A,M,,0,,,,,2020-08-23 00:00:00,,23,37,,13.3,2020,4.7,M,0,,,3.8
-113.89444444444445,52.18222222222222,,,,3025484,8,25.2,,AB,3025484.2020.8.24,78,95,,,RED DEER REGIONAL A,,,0,,,,,2020-08-24 00:00:00,,24,36,,17.7,2020,0.3,,0,32,,10.1
-113.89444444444445,52.18222222222222,,,,3025484,8,21,,AB,3025484.2020.8.25,,98,,,RED DEER REGIONAL A,M,,0,,,,,2020-08-25 00:00:00,,25,39,,13.4,2020,4.6,M,1.2,,,5.7
-113.89444444444445,52.18222222222222,,,,3025484,8,22.4,,AB,3025484.2020.8.26,,89,,,RED DEER REGIONAL A,M,,0,,,,,2020-08-26 00:00:00,,26,31,,16,2020,2,M,1.3,,,9.5
-113.89444444444445,52.18222222222222,,,,3025484,8,19.5,,AB,3025484.2020.8.27,37,95,,,RED DEER REGIONAL A,,,0,,,,,2020-08-27 00:00:00,,27,40,,13.9,2020,4.1,,0.2,32,,8.2
-113.89444444444445,52.18222222222222,,,,3025484,8,24.6,,AB,3025484.2020.8.28,42,96,,,RED DEER REGIONAL A,,,0,,,,,2020-08-28 00:00:00,,28,31,,15.6,2020,2.4,,0,18,,6.6
-113.89444444444445,52.18222222222222,,,,3025484,8,15.7,,AB,3025484.2020.8.29,61,92,,,RED DEER REGIONAL A,,,0,,,,,2020-08-29 00:00:00,,29,47,,11.5,2020,6.5,,0,34,,7.2
-113.89444444444445,52.18222222222222,,,,3025484,8,17.7,,AB,3025484.2020.8.30,63,85,,,RED DEER REGIONAL A,,,0,,,,,2020-08-30 00:00:00,,30,31,,10.5,2020,7.5,,0,29,,3.2
-113.89444444444445,52.18222222222222,,,,3025484,8,18.7,,AB,3025484.2020.8.31,37,93,,,RED DEER REGIONAL A,,,0,,,,,2020-08-31 00:00:00,,31,35,,11.4,2020,6.6,,0,25,,4
-113.89444444444445,52.18222222222222,,,,3025484,9,21.3,,AB,3025484.2020.9.1,59,81,,,RED DEER REGIONAL A,,,0,,,,,2020-09-01 00:00:00,,1,34,,15.3,2020,2.7,,0,33,,9.2
-113.89444444444445,52.18222222222222,,,,3025484,9,18,,AB,3025484.2020.9.2,63,93,,,RED DEER REGIONAL A,,,0,,,,,2020-09-02 00:00:00,,2,36,,11.8,2020,6.2,,2.1,33,,5.6
-113.89444444444445,52.18222222222222,,,,3025484,9,20.7,,AB,3025484.2020.9.3,,93,,,RED DEER REGIONAL A,M,,0,,,,,2020-09-03 00:00:00,,3,37,,13.8,2020,4.2,M,2.5,,,6.9
-113.89444444444445,52.18222222222222,,,,3025484,9,24.5,,AB,3025484.2020.9.4,39,98,,,RED DEER REGIONAL A,,,0,,,,,2020-09-04 00:00:00,,4,33,,14.2,2020,3.8,,0,17,,3.8
-113.89444444444445,52.18222222222222,,,,3025484,9,26.7,,AB,3025484.2020.9.5,54,93,,,RED DEER REGIONAL A,,,0,,,,,2020-09-05 00:00:00,,5,38,,16,2020,2,,0.2,34,,5.3
-113.89444444444445,52.18222222222222,,,,3025484,9,13.2,,AB,3025484.2020.9.6,33,97,,,RED DEER REGIONAL A,,,0,,,,,2020-09-06 00:00:00,,6,77,,10,2020,8,,15.8,3,,6.7
-113.89444444444445,52.18222222222222,,,,3025484,9,12.1,,AB,3025484.2020.9.7,41,96,,,RED DEER REGIONAL A,,,0,,,,,2020-09-07 00:00:00,,7,42,,6.3,2020,11.7,,1.7,34,,0.4
-113.89444444444445,52.18222222222222,,,,3025484,9,20.5,,AB,3025484.2020.9.8,52,96,,,RED DEER REGIONAL A,,,0,,,,,2020-09-08 00:00:00,,8,42,,10.4,2020,7.6,,0,29,,0.2
-113.89444444444445,52.18222222222222,,,,3025484,9,23.3,,AB,3025484.2020.9.9,32,99,,,RED DEER REGIONAL A,,,0,,,,,2020-09-09 00:00:00,,9,38,,13.1,2020,4.9,,0,27,,2.8
-113.89444444444445,52.18222222222222,,,,3025484,9,24.9,,AB,3025484.2020.9.10,,94,,,RED DEER REGIONAL A,M,,0,,,,,2020-09-10 00:00:00,,10,33,,15.4,2020,2.6,M,0,,,5.8
-113.89444444444445,52.18222222222222,,,,3025484,9,25.3,,AB,3025484.2020.9.11,48,97,,,RED DEER REGIONAL A,,,0,,,,,2020-09-11 00:00:00,,11,30,,15.1,2020,2.9,,0,36,,4.8
-113.89444444444445,52.18222222222222,,,,3025484,9,13.2,,AB,3025484.2020.9.12,37,93,,,RED DEER REGIONAL A,,,0,,,,,2020-09-12 00:00:00,,12,66,,10.6,2020,7.4,,0.2,12,,8
-113.89444444444445,52.18222222222222,,,,3025484,9,13.1,,AB,3025484.2020.9.13,37,95,,,RED DEER REGIONAL A,,,0,,,,,2020-09-13 00:00:00,,13,61,,8.7,2020,9.3,,0,14,,4.3
-113.89444444444445,52.18222222222222,,,,3025484,9,11.5,,AB,3025484.2020.9.14,,98,,,RED DEER REGIONAL A,M,,0,,,,,2020-09-14 00:00:00,,14,67,,8.6,2020,9.4,M,0,,,5.7
-113.89444444444445,52.18222222222222,,,,3025484,9,12.9,,AB,3025484.2020.9.15,33,95,,,RED DEER REGIONAL A,,,0,,,,,2020-09-15 00:00:00,,15,64,,9.6,2020,8.4,,0,33,,6.3
-113.89444444444445,52.18222222222222,,,,3025484,9,19,,AB,3025484.2020.9.16,35,91,,,RED DEER REGIONAL A,,,0,,,,,2020-09-16 00:00:00,,16,42,,12.4,2020,5.6,,0,18,,5.8
-113.89444444444445,52.18222222222222,,,,3025484,9,21.6,,AB,3025484.2020.9.17,37,99,,,RED DEER REGIONAL A,,,0,,,,,2020-09-17 00:00:00,,17,39,,12.2,2020,5.8,,0,16,,2.8
-113.89444444444445,52.18222222222222,,,,3025484,9,19.2,,AB,3025484.2020.9.18,,97,,,RED DEER REGIONAL A,M,,0,,,,,2020-09-18 00:00:00,,18,57,,11.4,2020,6.6,M,0,,,3.6
-113.89444444444445,52.18222222222222,,,,3025484,9,21,,AB,3025484.2020.9.19,39,98,,,RED DEER REGIONAL A,,,0,,,,,2020-09-19 00:00:00,,19,50,,13.3,2020,4.7,,0,35,,5.6
-113.89444444444445,52.18222222222222,,,,3025484,9,20,,AB,3025484.2020.9.20,33,88,,,RED DEER REGIONAL A,,,0,,,,,2020-09-20 00:00:00,,20,35,,12.4,2020,5.6,,0,31,,4.7
-113.89444444444445,52.18222222222222,,,,3025484,9,17,,AB,3025484.2020.9.21,,95,,,RED DEER REGIONAL A,M,,0,,,,,2020-09-21 00:00:00,,21,52,,9.6,2020,8.4,M,0,,,2.1
-113.89444444444445,52.18222222222222,,,,3025484,9,17,,AB,3025484.2020.9.22,39,96,,,RED DEER REGIONAL A,,,0,,,,,2020-09-22 00:00:00,,22,41,,11.2,2020,6.8,,0,14,,5.3
-113.89444444444445,52.18222222222222,,,,3025484,9,21.5,,AB,3025484.2020.9.23,39,97,,,RED DEER REGIONAL A,,,0,,,,,2020-09-23 00:00:00,,23,33,,11.9,2020,6.1,,0,15,,2.2
-113.89444444444445,52.18222222222222,,,,3025484,9,21.1,,AB,3025484.2020.9.24,52,67,,,RED DEER REGIONAL A,,,0,,,,,2020-09-24 00:00:00,,24,22,,13.9,2020,4.1,,0,28,,6.6
-113.89444444444445,52.18222222222222,,,,3025484,9,18.3,,AB,3025484.2020.9.25,37,88,,,RED DEER REGIONAL A,,,0,,,,,2020-09-25 00:00:00,,25,28,,8.6,2020,9.4,,0,18,,-1.2
