x,y,DIRECTION_MAX_GUST_FLAG,MEAN_TEMPERATURE,TOTAL_RAIN_FLAG,DIRECTION_MAX_GUST,SNOW_ON_GROUND,CLIMATE_IDENTIFIER,TOTAL_PRECIPITATION_FLAG,COOLING_DEGREE_DAYS_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG,STATION_NAME,MIN_REL_HUMIDITY_FLAG,TOTAL_SNOW,ID,LOCAL_YEAR,SNOW_ON_GROUND_FLAG,MIN_TEMPERATURE_FLAG,MIN_REL_HUMIDITY,MEAN_TEMPERATURE_FLAG,SPEED_MAX_GUST,LOCAL_DAY,LOCAL_MONTH,SPEED_MAX_GUST_FLAG,PROVINCE_CODE,HEATING_DEGREE_DAYS,MAX_TEMPERATURE,TOTAL_PRECIPITATION,LOCAL_DATE,MAX_TEMPERATURE_FLAG,MIN_TEMPERATURE,TOTAL_SNOW_FLAG,HEATING_DEGREE_DAYS_FLAG,TOTAL_RAIN,COOLING_DEGREE_DAYS
-113.89444444444445,52.18222222222222,,12.5,,34,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.5.26,2014,,,,,39,26,5,,AB,5.5,17.1,4.2,2014-05-26 00:00:00,,7.9,,,4.2,0
-113.89444444444445,52.18222222222222,,9.8,,22,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.5.27,2014,,,,,43,27,5,,AB,8.2,15.5,4.8,2014-05-27 00:00:00,,4.1,,,4.8,0
-113.89444444444445,52.18222222222222,,8.4,,9,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.5.28,2014,,,,,32,28,5,,AB,9.6,9,12,2014-05-28 00:00:00,,7.7,,,12,0
-113.89444444444445,52.18222222222222,,9.9,,25,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.5.29,2014,,,,,52,29,5,,AB,8.1,13.6,7.6,2014-05-29 00:00:00,,6.1,,,7.6,0
-113.89444444444445,52.18222222222222,,12.4,,0,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.5.30,2014,,,,,0,30,5,,AB,5.6,20.2,0,2014-05-30 00:00:00,,4.6,,,0,0
-113.89444444444445,52.18222222222222,,14.4,,28,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.5.31,2014,,,,,46,31,5,,AB,3.6,20.6,4.8,2014-05-31 00:00:00,,8.1,,,4.8,0
-113.89444444444445,52.18222222222222,,12.7,,27,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.6.1,2014,,,,,63,1,6,,AB,5.3,20.7,17.4,2014-06-01 00:00:00,,4.6,,,17.4,0
-113.89444444444445,52.18222222222222,,14.2,,20,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.6.2,2014,,,,,41,2,6,,AB,3.8,20.8,2.8,2014-06-02 00:00:00,,7.5,,,2.8,0
-113.89444444444445,52.18222222222222,,14.8,,30,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.6.3,2014,,,,,50,3,6,,AB,3.2,22.1,0,2014-06-03 00:00:00,,7.4,,,0,0
-113.89444444444445,52.18222222222222,,14.1,,35,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.6.4,2014,,,,,63,4,6,,AB,3.9,22.2,2.8,2014-06-04 00:00:00,,6,,,2.8,0
-113.89444444444445,52.18222222222222,,7.3,,33,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.6.5,2014,,,,,65,5,6,,AB,10.7,11.5,2.6,2014-06-05 00:00:00,,3.1,,,2.6,0
-113.89444444444445,52.18222222222222,,9.1,,27,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.6.6,2014,,,,,32,6,6,,AB,8.9,15.3,0,2014-06-06 00:00:00,,2.8,,,0,0
-113.89444444444445,52.18222222222222,,10.8,,33,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.6.7,2014,,,,,50,7,6,,AB,7.2,17.6,2.4,2014-06-07 00:00:00,,4,,,2.4,0
-113.89444444444445,52.18222222222222,,13.1,,13,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.6.8,2014,,,,,33,8,6,,AB,4.9,21.3,0,2014-06-08 00:00:00,,4.8,,,0,0
-113.89444444444445,52.18222222222222,,12,,34,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.6.9,2014,,,,,70,9,6,,AB,6,15.3,2.4,2014-06-09 00:00:00,,8.6,,,2.4,0
-113.89444444444445,52.18222222222222,,10,,30,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.6.10,2014,,,,,46,10,6,,AB,8,17.5,1,2014-06-10 00:00:00,,2.4,,,1,0
-113.89444444444445,52.18222222222222,,12.6,T,0,,3025481,T,,,,RED DEER REGIONAL A,,0,3025481.2014.6.11,2014,,,,,0,11,6,,AB,5.4,17.2,0,2014-06-11 00:00:00,,8,,,0,0
-113.89444444444445,52.18222222222222,,13.9,,15,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.6.12,2014,,,,,52,12,6,,AB,4.1,20.9,0,2014-06-12 00:00:00,,6.9,,,0,0
-113.89444444444445,52.18222222222222,,12.3,,6,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.6.13,2014,,,,,80,13,6,,AB,5.7,15.4,30,2014-06-13 00:00:00,,9.1,,,30,0
-113.89444444444445,52.18222222222222,,12.3,,12,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.6.14,2014,,,,,32,14,6,,AB,5.7,18.1,0,2014-06-14 00:00:00,,6.5,,,0,0
-113.89444444444445,52.18222222222222,,12.3,,13,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.6.15,2014,,,,,35,15,6,,AB,5.7,18,0,2014-06-15 00:00:00,,6.5,,,0,0
-113.89444444444445,52.18222222222222,,10.8,,8,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.6.16,2014,,,,,39,16,6,,AB,7.2,14.3,12.6,2014-06-16 00:00:00,,7.2,,,12.6,0
-113.89444444444445,52.18222222222222,,12.6,,0,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.6.17,2014,,,,,0,17,6,,AB,5.4,16.5,0,2014-06-17 00:00:00,,8.7,,,0,0
-113.89444444444445,52.18222222222222,,13.3,,6,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.6.18,2014,,,,,35,18,6,,AB,4.7,17.5,9.8,2014-06-18 00:00:00,,9.1,,,9.8,0
-113.89444444444445,52.18222222222222,,14.3,,0,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.6.19,2014,,,,,0,19,6,,AB,3.7,17.2,41.2,2014-06-19 00:00:00,,11.4,,,41.2,0
-113.89444444444445,52.18222222222222,,15.5,,3,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.6.20,2014,,,,,43,20,6,,AB,2.5,22.6,1.4,2014-06-20 00:00:00,,8.4,,,1.4,0
-113.89444444444445,52.18222222222222,,13.8,,31,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.6.21,2014,,,,,52,21,6,,AB,4.2,18,3.8,2014-06-21 00:00:00,,9.5,,,3.8,0
-113.89444444444445,52.18222222222222,,13.6,,1,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.6.22,2014,,,,,37,22,6,,AB,4.4,21,0,2014-06-22 00:00:00,,6.1,,,0,0
-113.89444444444445,52.18222222222222,,14.8,,0,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.6.23,2014,,,,,0,23,6,,AB,3.2,23.2,0,2014-06-23 00:00:00,,6.4,,,0,0
-113.89444444444445,52.18222222222222,,17.5,,19,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.6.24,2014,,,,,56,24,6,,AB,0.5,24.1,0.2,2014-06-24 00:00:00,,10.9,,,0.2,0
-113.89444444444445,52.18222222222222,,15,,32,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.6.25,2014,,,,,44,25,6,,AB,3,19.2,3.2,2014-06-25 00:00:00,,10.8,,,3.2,0
-113.89444444444445,52.18222222222222,,14.6,,13,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.6.26,2014,,,,,44,26,6,,AB,3.4,21.2,1.6,2014-06-26 00:00:00,,7.9,,,1.6,0
-113.89444444444445,52.18222222222222,,14.4,,15,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.6.27,2014,,,,,35,27,6,,AB,3.6,21.4,0,2014-06-27 00:00:00,,7.3,,,0,0
-113.89444444444445,52.18222222222222,,15,,34,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.6.28,2014,,,,,41,28,6,,AB,3,17.8,1.4,2014-06-28 00:00:00,,12.1,,,1.4,0
-113.89444444444445,52.18222222222222,,15.8,T,30,,3025481,T,,,,RED DEER REGIONAL A,,0,3025481.2014.6.30,2014,,,,,52,30,6,,AB,2.2,20.6,0,2014-06-30 00:00:00,,11,,,0,0
-113.89444444444445,52.18222222222222,,15.3,,0,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.7.1,2014,,,,,0,1,7,,AB,2.7,23.4,0,2014-07-01 00:00:00,,7.1,,,0,0
-113.89444444444445,52.18222222222222,,17.4,,15,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.7.2,2014,,,,,48,2,7,,AB,0.6,25.4,0,2014-07-02 00:00:00,,9.4,,,0,0
-113.89444444444445,52.18222222222222,,20.6,,17,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.7.3,2014,,,,,43,3,7,,AB,0,28.7,0,2014-07-03 00:00:00,,12.4,,,0,2.6
-113.89444444444445,52.18222222222222,,18.6,,30,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.7.4,2014,,,,,32,4,7,,AB,0,24,0,2014-07-04 00:00:00,,13.1,,,0,0.6
-113.89444444444445,52.18222222222222,,18.3,,35,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.7.5,2014,,,,,32,5,7,,AB,0,22.4,0,2014-07-05 00:00:00,,14.2,,,0,0.3
-113.89444444444445,52.18222222222222,,17,,34,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.7.6,2014,,,,,32,6,7,,AB,1,22.5,0,2014-07-06 00:00:00,,11.5,,,0,0
-113.89444444444445,52.18222222222222,,17.1,,31,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.7.7,2014,,,,,39,7,7,,AB,0.9,23,0,2014-07-07 00:00:00,,11.2,,,0,0
-113.89444444444445,52.18222222222222,,17.5,,15,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.7.8,2014,,,,,39,8,7,,AB,0.5,25.9,0,2014-07-08 00:00:00,,9.1,,,0,0
-113.89444444444445,52.18222222222222,,21.3,,36,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.7.9,2014,,,,,70,9,7,,AB,0,29.5,1.2,2014-07-09 00:00:00,,13,,,1.2,3.3
-113.89444444444445,52.18222222222222,,15.3,,6,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.7.10,2014,,,,,43,10,7,,AB,2.7,21.1,0,2014-07-10 00:00:00,,9.4,,,0,0
-113.89444444444445,52.18222222222222,,14.2,,0,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.7.11,2014,,,,,0,11,7,,AB,3.8,22.1,0,2014-07-11 00:00:00,,6.2,,,0,0
-113.89444444444445,52.18222222222222,,18,,0,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.7.12,2014,,,,,0,12,7,,AB,0,27.4,0,2014-07-12 00:00:00,,8.6,,,0,0
-113.89444444444445,52.18222222222222,,18.6,,12,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.7.13,2014,,,,,43,13,7,,AB,0,28.4,0,2014-07-13 00:00:00,,8.8,,,0,0.6
-113.89444444444445,52.18222222222222,,18.7,,15,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.7.14,2014,,,,,39,14,7,,AB,0,26.2,0,2014-07-14 00:00:00,,11.1,,,0,0.7
-113.89444444444445,52.18222222222222,,18.6,,0,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.7.15,2014,,,,,0,15,7,,AB,0,26.9,0,2014-07-15 00:00:00,,10.3,,,0,0.6
-113.89444444444445,52.18222222222222,,20,T,0,,3025481,T,,,,RED DEER REGIONAL A,,0,3025481.2014.7.16,2014,,,,,0,16,7,,AB,0,28.6,0,2014-07-16 00:00:00,,11.4,,,0,2
-113.89444444444445,52.18222222222222,,17.6,,32,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.7.17,2014,,,,,65,17,7,,AB,0.4,23.8,23.4,2014-07-17 00:00:00,,11.4,,,23.4,0
-113.89444444444445,52.18222222222222,,15.1,,17,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.7.18,2014,,,,,32,18,7,,AB,2.9,21.5,0,2014-07-18 00:00:00,,8.7,,,0,0
-113.89444444444445,52.18222222222222,,17.2,,2,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.7.19,2014,,,,,43,19,7,,AB,0.8,21,8.4,2014-07-19 00:00:00,,13.3,,,8.4,0
-113.89444444444445,52.18222222222222,,14.5,,22,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.7.21,2014,,,,,35,21,7,,AB,3.5,19.2,5.6,2014-07-21 00:00:00,,9.7,,,5.6,0
-113.89444444444445,52.18222222222222,,15.7,,14,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.7.22,2014,,,,,46,22,7,,AB,2.3,23.3,0,2014-07-22 00:00:00,,8.1,,,0,0
-113.89444444444445,52.18222222222222,,16.5,,0,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.7.23,2014,,,,,0,23,7,,AB,1.5,24.3,0,2014-07-23 00:00:00,,8.6,,,0,0
-113.89444444444445,52.18222222222222,,17.2,,0,,3025481,,E,,,RED DEER REGIONAL A,,0,3025481.2014.7.24,2014,,E,,E,0,24,7,,AB,0.8,22.7,0.4,2014-07-24 00:00:00,E,11.6,,E,0.4,0
-113.89444444444445,52.18222222222222,,12.8,,29,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.7.25,2014,,,,,78,25,7,,AB,5.2,15.2,16.8,2014-07-25 00:00:00,,10.3,,,16.8,0
-113.89444444444445,52.18222222222222,,15.5,,31,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.7.26,2014,,,,,41,26,7,,AB,2.5,20.1,2.6,2014-07-26 00:00:00,,10.9,,,2.6,0
-113.89444444444445,52.18222222222222,,15.8,,0,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.7.27,2014,,,,,0,27,7,,AB,2.2,24.8,0,2014-07-27 00:00:00,,6.8,,,0,0
-113.89444444444445,52.18222222222222,,17.9,,0,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.7.28,2014,,,,,0,28,7,,AB,0.1,25.9,0,2014-07-28 00:00:00,,9.9,,,0,0
-113.89444444444445,52.18222222222222,,20.5,,0,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.7.29,2014,,,,,0,29,7,,AB,0,29,0,2014-07-29 00:00:00,,12,,,0,2.5
-113.89444444444445,52.18222222222222,,20.7,,0,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.7.30,2014,,,,,0,30,7,,AB,0,29.3,0,2014-07-30 00:00:00,,12.1,,,0,2.7
-113.89444444444445,52.18222222222222,,18.9,,0,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.7.31,2014,,,,,0,31,7,,AB,0,25.7,0,2014-07-31 00:00:00,,12,,,0,0.9
-113.89444444444445,52.18222222222222,,18.9,,26,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.8.1,2014,,,,,61,1,8,,AB,0,24.5,4.4,2014-08-01 00:00:00,,13.3,,,4.4,0.9
-113.89444444444445,52.18222222222222,,20,,14,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.8.2,2014,,,,,46,2,8,,AB,0,26.7,0,2014-08-02 00:00:00,,13.2,,,0,2
-113.89444444444445,52.18222222222222,,18.4,,28,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.8.3,2014,,,,,37,3,8,,AB,0,26.6,7.6,2014-08-03 00:00:00,,10.2,,,7.6,0.4
-113.89444444444445,52.18222222222222,,16.6,,21,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.8.4,2014,,,,,56,4,8,,AB,1.4,23.1,24.6,2014-08-04 00:00:00,,10.1,,,24.6,0
-113.89444444444445,52.18222222222222,,16.1,,13,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.8.5,2014,,,,,33,5,8,,AB,1.9,24,0,2014-08-05 00:00:00,,8.2,,,0,0
-113.89444444444445,52.18222222222222,,18.4,,1,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.8.6,2014,,,,,48,6,8,,AB,0,26.2,3,2014-08-06 00:00:00,,10.6,,,3,0.4
-113.89444444444445,52.18222222222222,,16.8,,1,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.8.7,2014,,,,,57,7,8,,AB,1.2,23.3,8.2,2014-08-07 00:00:00,,10.3,,,8.2,0
-113.89444444444445,52.18222222222222,,12.1,,32,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.8.8,2014,,,,,52,8,8,,AB,5.9,15.8,10.8,2014-08-08 00:00:00,,8.4,,,10.8,0
-113.89444444444445,52.18222222222222,,13.4,,0,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.8.9,2014,,,,,0,9,8,,AB,4.6,20.8,0,2014-08-09 00:00:00,,6,,,0,0
-113.89444444444445,52.18222222222222,,16.1,,0,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.8.10,2014,,,,,0,10,8,,AB,1.9,24.9,0,2014-08-10 00:00:00,,7.3,,,0,0
-113.89444444444445,52.18222222222222,,17.9,,0,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.8.11,2014,,,,,0,11,8,,AB,0.1,27.5,0,2014-08-11 00:00:00,,8.3,,,0,0
-113.89444444444445,52.18222222222222,,20.5,,15,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.8.12,2014,,,,,37,12,8,,AB,0,28.8,0,2014-08-12 00:00:00,,12.1,,,0,2.5
-113.89444444444445,52.18222222222222,,21.9,,0,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.8.13,2014,,,,,0,13,8,,AB,0,27.4,0,2014-08-13 00:00:00,,16.3,,,0,3.9
-113.89444444444445,52.18222222222222,,21.2,,18,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.8.14,2014,,,,,41,14,8,,AB,0,28.8,13.6,2014-08-14 00:00:00,,13.5,,,13.6,3.2
-113.89444444444445,52.18222222222222,,16.9,,0,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.8.16,2014,,,,,0,16,8,,AB,1.1,20.7,4,2014-08-16 00:00:00,,13,,,4,0
-113.89444444444445,52.18222222222222,,18.5,,31,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.8.17,2014,,,,,39,17,8,,AB,0,24.1,0,2014-08-17 00:00:00,,12.9,,,0,0.5
-113.89444444444445,52.18222222222222,,19.1,,0,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.8.18,2014,,,,,0,18,8,,AB,0,27.5,0,2014-08-18 00:00:00,,10.6,,,0,1.1
-113.89444444444445,52.18222222222222,,17.2,T,36,,3025481,T,,,,RED DEER REGIONAL A,,0,3025481.2014.8.19,2014,,,,,35,19,8,,AB,0.8,21.7,0,2014-08-19 00:00:00,,12.7,,,0,0
-113.89444444444445,52.18222222222222,,14,,0,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.8.20,2014,,,,,0,20,8,,AB,4,18.3,2.2,2014-08-20 00:00:00,,9.6,,,2.2,0
-113.89444444444445,52.18222222222222,,12,,0,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.8.21,2014,,,,,0,21,8,,AB,6,16.1,0,2014-08-21 00:00:00,,7.9,,,0,0
-113.89444444444445,52.18222222222222,,11.4,T,9,,3025481,T,,,,RED DEER REGIONAL A,,0,3025481.2014.8.22,2014,,,,,33,22,8,,AB,6.6,15.8,0,2014-08-22 00:00:00,,7,,,0,0
-113.89444444444445,52.18222222222222,,9.5,,0,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.8.23,2014,,,,,0,23,8,,AB,8.5,17.1,0,2014-08-23 00:00:00,,1.8,,,0,0
-113.89444444444445,52.18222222222222,,10.9,,8,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.8.24,2014,,,,,33,24,8,,AB,7.1,18.2,0,2014-08-24 00:00:00,,3.6,,,0,0
-113.89444444444445,52.18222222222222,,12.3,,16,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.8.25,2014,,,,,37,25,8,,AB,5.7,22.4,0,2014-08-25 00:00:00,,2.1,,,0,0
-113.89444444444445,52.18222222222222,,15.5,,0,,3025481,,,,,RED DEER REGIONAL A,,0,3025481.2014.8.26,2014,,,,,0,26,8,,AB,2.5,25.8,0,2014-08-26 00:00:00,,5.2,,,0,0
