x,y,SPEED_MAX_GUST_FLAG,MEAN_TEMPERATURE,TOTAL_PRECIPITATION_FLAG,SPEED_MAX_GUST,MAX_TEMPERATURE_FLAG,DIRECTION_MAX_GUST,MAX_REL_HUMIDITY,MEAN_TEMPERATURE_FLAG,CLIMATE_IDENTIFIER,DIRECTION_MAX_GUST_FLAG,TOTAL_RAIN,PROVINCE_CODE,MAX_REL_HUMIDITY_FLAG,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,LOCAL_MONTH,LOCAL_DAY,MIN_REL_HUMIDITY,TOTAL_RAIN_FLAG,SNOW_ON_GROUND,MAX_TEMPERATURE,LOCAL_YEAR,SNOW_ON_GROUND_FLAG,ID,HEATING_DEGREE_DAYS_FLAG,TOTAL_SNOW,MIN_REL_HUMIDITY_FLAG,COOLING_DEGREE_DAYS,MIN_TEMPERATURE_FLAG,STATION_NAME,MIN_TEMPERATURE,TOTAL_PRECIPITATION,TOTAL_SNOW_FLAG,LOCAL_DATE
-110.72083333333333,50.01888888888889,M,16.9,E,,E,,,E,3034479,M,,AB,,E,1.1,10,10,,M,,26.2,2010,,3034479.2010.10.10,E,,,0,E,MEDICINE HAT,7.5,0,M,2010-10-10 00:00:00
-110.72083333333333,50.01888888888889,,,,0,M,0,,M,3034479,,,AB,,M,,10,11,,M,,,2010,,3034479.2010.10.11,M,,,,M,MEDICINE HAT,,0,M,2010-10-11 00:00:00
-110.72083333333333,50.01888888888889,,9.6,,0,,0,,,3034479,,,AB,,,8.4,10,12,,M,,16.4,2010,,3034479.2010.10.12,,,,0,,MEDICINE HAT,2.8,0,M,2010-10-12 00:00:00
-110.72083333333333,50.01888888888889,,10.5,,0,,0,,,3034479,,,AB,,,7.5,10,13,,M,,19.2,2010,,3034479.2010.10.13,,,,0,,MEDICINE HAT,1.8,0,M,2010-10-13 00:00:00
-110.72083333333333,50.01888888888889,,11.4,,0,,0,,,3034479,,,AB,,,6.6,10,14,,M,,21.7,2010,,3034479.2010.10.14,,,,0,,MEDICINE HAT,1,0,M,2010-10-14 00:00:00
-110.72083333333333,50.01888888888889,,6.1,,0,,0,,,3034479,,,AB,,,11.9,10,15,,M,,12.6,2010,,3034479.2010.10.15,,,,0,,MEDICINE HAT,-0.5,0,M,2010-10-15 00:00:00
-110.72083333333333,50.01888888888889,,3.9,,0,,0,,,3034479,,,AB,,,14.1,10,16,,M,,12.1,2010,,3034479.2010.10.16,,,,0,,MEDICINE HAT,-4.3,0,M,2010-10-16 00:00:00
-110.72083333333333,50.01888888888889,M,2.7,,,,,,E,3034479,M,,AB,,E,15.3,10,17,,M,,11.8,2010,,3034479.2010.10.17,E,,,0,E,MEDICINE HAT,-6.5,0,M,2010-10-17 00:00:00
-110.72083333333333,50.01888888888889,,5.7,,0,,0,,,3034479,,,AB,,,12.3,10,18,,M,,15.8,2010,,3034479.2010.10.18,,,,0,,MEDICINE HAT,-4.4,0,M,2010-10-18 00:00:00
-110.72083333333333,50.01888888888889,,8.9,,0,,0,,,3034479,,,AB,,,9.1,10,19,,M,,19.1,2010,,3034479.2010.10.19,,,,0,,MEDICINE HAT,-1.4,0,M,2010-10-19 00:00:00
-110.72083333333333,50.01888888888889,,8.5,,0,,0,,,3034479,,,AB,,,9.5,10,20,,M,,18.5,2010,,3034479.2010.10.20,,,,0,,MEDICINE HAT,-1.5,0,M,2010-10-20 00:00:00
-110.72083333333333,50.01888888888889,,11.2,,0,,0,,,3034479,,,AB,,,6.8,10,21,,M,,21.7,2010,,3034479.2010.10.21,,,,0,,MEDICINE HAT,0.6,0,M,2010-10-21 00:00:00
-110.72083333333333,50.01888888888889,,5.1,,0,,0,,,3034479,,,AB,,,12.9,10,22,,M,,11.9,2010,,3034479.2010.10.22,,,,0,,MEDICINE HAT,-1.8,0,M,2010-10-22 00:00:00
-110.72083333333333,50.01888888888889,,5.6,,0,,0,,,3034479,,,AB,,,12.4,10,23,,M,,11.6,2010,,3034479.2010.10.23,,,,0,,MEDICINE HAT,-0.4,0,M,2010-10-23 00:00:00
-110.72083333333333,50.01888888888889,,7.8,,0,,0,,,3034479,,,AB,,,10.2,10,24,,M,,13.4,2010,,3034479.2010.10.24,,,,0,,MEDICINE HAT,2.2,0,M,2010-10-24 00:00:00
-110.72083333333333,50.01888888888889,,2.5,,0,,0,,,3034479,,,AB,,,15.5,10,25,,M,,4.9,2010,,3034479.2010.10.25,,,,0,,MEDICINE HAT,0,4.9,M,2010-10-25 00:00:00
-110.72083333333333,50.01888888888889,,-1.9,,0,,0,,,3034479,,,AB,,,19.9,10,26,,M,,0.6,2010,,3034479.2010.10.26,,,,0,,MEDICINE HAT,-4.3,0,M,2010-10-26 00:00:00
-110.72083333333333,50.01888888888889,,-3.9,,0,,0,,,3034479,,,AB,,,21.9,10,27,,M,,-2.4,2010,,3034479.2010.10.27,,,,0,,MEDICINE HAT,-5.3,0,M,2010-10-27 00:00:00
-110.72083333333333,50.01888888888889,,2.1,,0,,0,,,3034479,,,AB,,,15.9,10,28,,M,,9.6,2010,,3034479.2010.10.28,,,,0,,MEDICINE HAT,-5.5,0,M,2010-10-28 00:00:00
-110.72083333333333,50.01888888888889,,0.7,,0,,0,,,3034479,,,AB,,,17.3,10,29,,M,,4.7,2010,,3034479.2010.10.29,,,,0,,MEDICINE HAT,-3.3,0,M,2010-10-29 00:00:00
-110.72083333333333,50.01888888888889,,5,,0,,0,,,3034479,,,AB,,,13,10,30,,M,,13.6,2010,,3034479.2010.10.30,,,,0,,MEDICINE HAT,-3.6,0,M,2010-10-30 00:00:00
-110.72083333333333,50.01888888888889,,9.1,,0,,0,,,3034479,,,AB,,,8.9,10,31,,M,,17.4,2010,,3034479.2010.10.31,,,,0,,MEDICINE HAT,0.8,0,M,2010-10-31 00:00:00
-110.72083333333333,50.01888888888889,,9.4,,39,,,,,3034479,M,,AB,,,8.6,11,1,,M,,18.6,2010,,3034479.2010.11.1,,,,0,,MEDICINE HAT,0.2,0,M,2010-11-01 00:00:00
-110.72083333333333,50.01888888888889,,8.9,,33,,,,,3034479,M,,AB,,,9.1,11,2,,M,,16.4,2010,,3034479.2010.11.2,,,,0,,MEDICINE HAT,1.4,0,M,2010-11-02 00:00:00
-110.72083333333333,50.01888888888889,,5.3,,0,,0,,,3034479,,,AB,,,12.7,11,3,,M,,13.1,2010,,3034479.2010.11.3,,,,0,,MEDICINE HAT,-2.6,0,M,2010-11-03 00:00:00
-110.72083333333333,50.01888888888889,,,M,0,M,0,,M,3034479,,,AB,,M,,11,4,,M,,,2010,,3034479.2010.11.4,M,,,,E,MEDICINE HAT,-2.8,,M,2010-11-04 00:00:00
-110.72083333333333,50.01888888888889,,12.6,,0,,0,,,3034479,,,AB,,,5.4,11,5,,M,,21.3,2010,,3034479.2010.11.5,,,,0,,MEDICINE HAT,3.9,0,M,2010-11-05 00:00:00
-110.72083333333333,50.01888888888889,,8.6,,0,,0,,,3034479,,,AB,,,9.4,11,6,,M,,17.8,2010,,3034479.2010.11.6,,,,0,,MEDICINE HAT,-0.7,0,M,2010-11-06 00:00:00
-110.72083333333333,50.01888888888889,,12.6,,0,,0,,,3034479,,,AB,,,5.4,11,7,,M,,22.4,2010,,3034479.2010.11.7,,,,0,,MEDICINE HAT,2.7,0,M,2010-11-07 00:00:00
-110.72083333333333,50.01888888888889,,5.1,,0,,0,,,3034479,,,AB,,,12.9,11,8,,M,,10.1,2010,,3034479.2010.11.8,,,,0,,MEDICINE HAT,0,0,M,2010-11-08 00:00:00
-110.72083333333333,50.01888888888889,,0.8,,0,,0,,,3034479,,,AB,,,17.2,11,9,,M,,7.4,2010,,3034479.2010.11.9,,,,0,,MEDICINE HAT,-5.8,0,M,2010-11-09 00:00:00
-110.72083333333333,50.01888888888889,,-1.5,,0,,0,,,3034479,,,AB,,,19.5,11,10,,M,,6,2010,,3034479.2010.11.10,,,,0,,MEDICINE HAT,-9,0,M,2010-11-10 00:00:00
-110.72083333333333,50.01888888888889,,-2,,0,,0,,,3034479,,,AB,,,20,11,11,,M,,4.6,2010,,3034479.2010.11.11,,,,0,,MEDICINE HAT,-8.6,0,M,2010-11-11 00:00:00
-110.72083333333333,50.01888888888889,,-0.4,,0,,0,,,3034479,,,AB,,,18.4,11,12,,M,,3.2,2010,,3034479.2010.11.12,,,,0,,MEDICINE HAT,-3.9,0,M,2010-11-12 00:00:00
-110.72083333333333,50.01888888888889,,2.2,,0,,0,,,3034479,,,AB,,,15.8,11,13,,M,,10.7,2010,,3034479.2010.11.13,,,,0,,MEDICINE HAT,-6.3,0,M,2010-11-13 00:00:00
-110.72083333333333,50.01888888888889,,4.2,,0,,0,,,3034479,,,AB,,,13.8,11,14,,M,,10.1,2010,,3034479.2010.11.14,,,,0,,MEDICINE HAT,-1.7,0.5,M,2010-11-14 00:00:00
-110.72083333333333,50.01888888888889,,3.5,,0,,0,,,3034479,,,AB,,,14.5,11,15,,M,,7.2,2010,,3034479.2010.11.15,,,,0,,MEDICINE HAT,-0.3,0,M,2010-11-15 00:00:00
-110.72083333333333,50.01888888888889,,-2.8,,37,,2,,,3034479,,,AB,,,20.8,11,16,,M,,3,2010,,3034479.2010.11.16,,,,0,,MEDICINE HAT,-8.6,13.3,M,2010-11-16 00:00:00
-110.72083333333333,50.01888888888889,,-8.1,,0,,0,,,3034479,,,AB,,,26.1,11,17,,M,,-6.9,2010,,3034479.2010.11.17,,,,0,,MEDICINE HAT,-9.3,0.3,M,2010-11-17 00:00:00
-110.72083333333333,50.01888888888889,,-17.8,,0,,0,,,3034479,,,AB,,,35.8,11,19,,M,,-15.4,2010,,3034479.2010.11.19,,,,0,,MEDICINE HAT,-20.1,0,M,2010-11-19 00:00:00
-110.72083333333333,50.01888888888889,,-16.1,,0,,0,,,3034479,,,AB,,,34.1,11,20,,M,,-14.8,2010,,3034479.2010.11.20,,,,0,,MEDICINE HAT,-17.4,0.6,M,2010-11-20 00:00:00
-110.72083333333333,50.01888888888889,,-18.8,,0,,0,,,3034479,,,AB,,,36.8,11,21,,M,,-14.8,2010,,3034479.2010.11.21,,,,0,,MEDICINE HAT,-22.7,0.3,M,2010-11-21 00:00:00
-110.72083333333333,50.01888888888889,,,M,0,M,0,,M,3034479,,,AB,,M,,11,22,,M,,,2010,,3034479.2010.11.22,M,,,,E,MEDICINE HAT,-18.8,,M,2010-11-22 00:00:00
-110.72083333333333,50.01888888888889,,-12.7,,63,,27,,,3034479,,,AB,,,30.7,11,25,,M,,-3.2,2010,,3034479.2010.11.25,,,,0,,MEDICINE HAT,-22.1,0,M,2010-11-25 00:00:00
-110.72083333333333,50.01888888888889,,-0.5,,72,,20,,,3034479,,,AB,,,18.5,11,26,,M,,3.8,2010,,3034479.2010.11.26,,,,0,,MEDICINE HAT,-4.7,0,M,2010-11-26 00:00:00
-110.72083333333333,50.01888888888889,,-4.7,,41,,22,,,3034479,,,AB,,,22.7,11,27,,M,,-0.9,2010,,3034479.2010.11.27,,,,0,,MEDICINE HAT,-8.4,0,M,2010-11-27 00:00:00
-110.72083333333333,50.01888888888889,,-12.1,,0,,0,,,3034479,,,AB,,,30.1,11,29,,M,,-6.2,2010,,3034479.2010.11.29,,,,0,,MEDICINE HAT,-18,0,M,2010-11-29 00:00:00
-110.72083333333333,50.01888888888889,,-10.5,,52,,21,,,3034479,,,AB,,,28.5,11,30,,M,,0.1,2010,,3034479.2010.11.30,,,,0,,MEDICINE HAT,-21.1,0,M,2010-11-30 00:00:00
-110.72083333333333,50.01888888888889,,-7.8,,43,,22,,,3034479,,,AB,,,25.8,12,1,,M,,-0.6,2010,,3034479.2010.12.1,,,,0,,MEDICINE HAT,-15,0,M,2010-12-01 00:00:00
-110.72083333333333,50.01888888888889,,-14.7,,0,,0,,,3034479,,,AB,,,32.7,12,2,,M,,-11.7,2010,,3034479.2010.12.2,,,,0,,MEDICINE HAT,-17.6,0,M,2010-12-02 00:00:00
-110.72083333333333,50.01888888888889,,-9.9,,0,,0,,,3034479,,,AB,,,27.9,12,3,,M,,-6.5,2010,,3034479.2010.12.3,,,,0,,MEDICINE HAT,-13.3,0,M,2010-12-03 00:00:00
-110.72083333333333,50.01888888888889,,-10.8,,0,,0,,,3034479,,,AB,,,28.8,12,4,,M,,-6.7,2010,,3034479.2010.12.4,,,,0,,MEDICINE HAT,-14.8,0,M,2010-12-04 00:00:00
-110.72083333333333,50.01888888888889,,-13.4,,0,,0,,,3034479,,,AB,,,31.4,12,5,,M,,-10,2010,,3034479.2010.12.5,,,,0,,MEDICINE HAT,-16.8,0,M,2010-12-05 00:00:00
-110.72083333333333,50.01888888888889,,-13.9,,0,,0,,,3034479,,,AB,,,31.9,12,6,,M,,-9.7,2010,,3034479.2010.12.6,,,,0,,MEDICINE HAT,-18,0,M,2010-12-06 00:00:00
-110.72083333333333,50.01888888888889,,-12.4,,0,,0,,,3034479,,,AB,,,30.4,12,7,,M,,-9,2010,,3034479.2010.12.7,,,,0,,MEDICINE HAT,-15.8,0,M,2010-12-07 00:00:00
-110.72083333333333,50.01888888888889,,-4,,69,,26,,,3034479,,,AB,,,22,12,8,,M,,5.3,2010,,3034479.2010.12.8,,,,0,,MEDICINE HAT,-13.2,0,M,2010-12-08 00:00:00
-110.72083333333333,50.01888888888889,,-4.6,,63,,26,,,3034479,,,AB,,,22.6,12,9,,M,,4,2010,,3034479.2010.12.9,,,,0,,MEDICINE HAT,-13.2,0,M,2010-12-09 00:00:00
-110.72083333333333,50.01888888888889,,-13.4,,32,,36,,,3034479,,,AB,,,31.4,12,10,,M,,-10.2,2010,,3034479.2010.12.10,,,,0,,MEDICINE HAT,-16.6,0,M,2010-12-10 00:00:00
-110.72083333333333,50.01888888888889,,-12.6,,0,,0,,,3034479,,,AB,,,30.6,12,11,,M,,-10.6,2010,,3034479.2010.12.11,,,,0,,MEDICINE HAT,-14.6,0,M,2010-12-11 00:00:00
-110.72083333333333,50.01888888888889,,-4.4,,59,,18,,,3034479,,,AB,,,22.4,12,12,,M,,3.1,2010,,3034479.2010.12.12,,,,0,,MEDICINE HAT,-11.8,0,M,2010-12-12 00:00:00
-110.72083333333333,50.01888888888889,,-2.8,,0,,0,,,3034479,,,AB,,,20.8,12,13,,M,,4.4,2010,,3034479.2010.12.13,,,,0,,MEDICINE HAT,-10,0,M,2010-12-13 00:00:00
-110.72083333333333,50.01888888888889,,-3.1,,54,,19,,,3034479,,,AB,,,21.1,12,14,,M,,5.7,2010,,3034479.2010.12.14,,,,0,,MEDICINE HAT,-11.9,0,M,2010-12-14 00:00:00
-110.72083333333333,50.01888888888889,,-4.2,,35,,23,,,3034479,,,AB,,,22.2,12,15,,M,,1.3,2010,,3034479.2010.12.15,,,,0,,MEDICINE HAT,-9.7,0,M,2010-12-15 00:00:00
-110.72083333333333,50.01888888888889,,-9.7,,0,,0,,,3034479,,,AB,,,27.7,12,16,,M,,-8.1,2010,,3034479.2010.12.16,,,,0,,MEDICINE HAT,-11.2,0,M,2010-12-16 00:00:00
-110.72083333333333,50.01888888888889,,-9.1,,0,,0,,,3034479,,,AB,,,27.1,12,17,,M,,-8.1,2010,,3034479.2010.12.17,,,,0,,MEDICINE HAT,-10,0,M,2010-12-17 00:00:00
-110.72083333333333,50.01888888888889,,-9.9,,0,,0,,,3034479,,,AB,,,27.9,12,18,,M,,-8.7,2010,,3034479.2010.12.18,,,,0,,MEDICINE HAT,-11.1,0,M,2010-12-18 00:00:00
-110.72083333333333,50.01888888888889,,-14.1,,0,,0,,,3034479,,,AB,,,32.1,12,19,,M,,-10.9,2010,,3034479.2010.12.19,,,,0,,MEDICINE HAT,-17.2,0,M,2010-12-19 00:00:00
-110.72083333333333,50.01888888888889,,-14,,44,,9,,,3034479,,,AB,,,32,12,20,,M,,-10.1,2010,,3034479.2010.12.20,,,,0,,MEDICINE HAT,-17.9,0,M,2010-12-20 00:00:00
-110.72083333333333,50.01888888888889,,-12,,0,,0,,,3034479,,,AB,,,30,12,21,,M,,-5,2010,,3034479.2010.12.21,,,,0,,MEDICINE HAT,-18.9,0,M,2010-12-21 00:00:00
-110.72083333333333,50.01888888888889,,-10.6,,0,,0,,,3034479,,,AB,,,28.6,12,22,,M,,-4.9,2010,,3034479.2010.12.22,,,,0,,MEDICINE HAT,-16.3,0,M,2010-12-22 00:00:00
-110.72083333333333,50.01888888888889,,-10.2,,0,,0,,,3034479,,,AB,,,28.2,12,23,,M,,-5.8,2010,,3034479.2010.12.23,,,,0,,MEDICINE HAT,-14.5,0,M,2010-12-23 00:00:00
-110.72083333333333,50.01888888888889,,-5.6,,74,,17,,,3034479,,,AB,,,23.6,12,24,,M,,4.9,2010,,3034479.2010.12.24,,,,0,,MEDICINE HAT,-16,0,M,2010-12-24 00:00:00
-110.72083333333333,50.01888888888889,,2.4,,67,,19,,,3034479,,,AB,,,15.6,12,25,,M,,5.7,2010,,3034479.2010.12.25,,,,0,,MEDICINE HAT,-1,0,M,2010-12-25 00:00:00
-110.72083333333333,50.01888888888889,M,2.2,,,,,,E,3034479,M,,AB,,E,15.8,12,26,,M,,5.3,2010,,3034479.2010.12.26,E,,,0,E,MEDICINE HAT,-1,0,M,2010-12-26 00:00:00
-110.72083333333333,50.01888888888889,,-1.5,,50,,26,,,3034479,,,AB,,,19.5,12,27,,M,,1.7,2010,,3034479.2010.12.27,,,,0,,MEDICINE HAT,-4.7,0.5,M,2010-12-27 00:00:00
-110.72083333333333,50.01888888888889,,-3.2,,46,,22,,,3034479,,,AB,,,21.2,12,28,,M,,1.8,2010,,3034479.2010.12.28,,,,0,,MEDICINE HAT,-8.2,0,M,2010-12-28 00:00:00
-110.72083333333333,50.01888888888889,,-11.9,,39,,1,,,3034479,,,AB,,,29.9,12,29,,M,,-7.9,2010,,3034479.2010.12.29,,,,0,,MEDICINE HAT,-15.8,0,M,2010-12-29 00:00:00
-110.72083333333333,50.01888888888889,,-16.5,,0,,0,,,3034479,,,AB,,,34.5,12,30,,M,,-15.6,2010,,3034479.2010.12.30,,,,0,,MEDICINE HAT,-17.3,0,M,2010-12-30 00:00:00
-110.72083333333333,50.01888888888889,,-17.5,,0,,0,,,3034479,,,AB,,,35.5,12,31,,M,,-12.2,2010,,3034479.2010.12.31,,,,0,,MEDICINE HAT,-22.8,0,M,2010-12-31 00:00:00
-110.72083333333333,50.01888888888889,,-13.3,,33,,25,,,3034479,,,AB,,,31.3,1,1,,M,,-4.2,2011,,3034479.2011.1.1,,,,0,,MEDICINE HAT,-22.4,0,M,2011-01-01 00:00:00
-110.72083333333333,50.01888888888889,,-4.4,,50,,28,,,3034479,,,AB,,,22.4,1,2,,M,,-1.1,2011,,3034479.2011.1.2,,,,0,,MEDICINE HAT,-7.7,0,M,2011-01-02 00:00:00
-110.72083333333333,50.01888888888889,,-8.4,,39,,22,,,3034479,,,AB,,,26.4,1,3,,M,,-6,2011,,3034479.2011.1.3,,,,0,,MEDICINE HAT,-10.8,0,M,2011-01-03 00:00:00
-110.72083333333333,50.01888888888889,,-5,,46,,27,,,3034479,,,AB,,,23,1,4,,M,,-1.6,2011,,3034479.2011.1.4,,,,0,,MEDICINE HAT,-8.4,0,M,2011-01-04 00:00:00
-110.72083333333333,50.01888888888889,,0.5,,48,,27,,,3034479,,,AB,,,17.5,1,5,,M,,2.7,2011,,3034479.2011.1.5,,,,0,,MEDICINE HAT,-1.8,0,M,2011-01-05 00:00:00
-110.72083333333333,50.01888888888889,,1.7,,56,,28,,,3034479,,,AB,,,16.3,1,6,,M,,5.4,2011,,3034479.2011.1.6,,,,0,,MEDICINE HAT,-2,0,M,2011-01-06 00:00:00
-110.72083333333333,50.01888888888889,,-2.5,,43,,14,,,3034479,,,AB,,,20.5,1,7,,M,,2.7,2011,,3034479.2011.1.7,,,,0,,MEDICINE HAT,-7.7,0.3,M,2011-01-07 00:00:00
-110.72083333333333,50.01888888888889,,-4.9,,74,,33,,,3034479,,,AB,,,22.9,1,8,,M,,1.1,2011,,3034479.2011.1.8,,,,0,,MEDICINE HAT,-10.8,0,M,2011-01-08 00:00:00
-110.72083333333333,50.01888888888889,,-12.5,,56,,34,,,3034479,,,AB,,,30.5,1,9,,M,,-10.8,2011,,3034479.2011.1.9,,,,0,,MEDICINE HAT,-14.2,0.3,M,2011-01-09 00:00:00
-110.72083333333333,50.01888888888889,,-17.5,,43,,35,,,3034479,,,AB,,,35.5,1,10,,M,,-12.4,2011,,3034479.2011.1.10,,,,0,,MEDICINE HAT,-22.6,0,M,2011-01-10 00:00:00
-110.72083333333333,50.01888888888889,,-23.2,,0,,0,,,3034479,,,AB,,,41.2,1,11,,M,,-18.4,2011,,3034479.2011.1.11,,,,0,,MEDICINE HAT,-28,0,M,2011-01-11 00:00:00
-110.72083333333333,50.01888888888889,,-17.8,,0,,0,,,3034479,,,AB,,,35.8,1,12,,M,,-12.9,2011,,3034479.2011.1.12,,,,0,,MEDICINE HAT,-22.7,0,M,2011-01-12 00:00:00
-110.72083333333333,50.01888888888889,,-17.3,,0,,0,,,3034479,,,AB,,,35.3,1,13,,M,,-16.4,2011,,3034479.2011.1.13,,,,0,,MEDICINE HAT,-18.2,4.3,M,2011-01-13 00:00:00
-110.72083333333333,50.01888888888889,,-18.1,,0,,0,,,3034479,,,AB,,,36.1,1,14,,M,,-17.5,2011,,3034479.2011.1.14,,,,0,,MEDICINE HAT,-18.6,2.3,M,2011-01-14 00:00:00
-110.72083333333333,50.01888888888889,,-18,,0,,0,,,3034479,,,AB,,,36,1,15,,M,,-17,2011,,3034479.2011.1.15,,,,0,,MEDICINE HAT,-19,0,M,2011-01-15 00:00:00
-110.72083333333333,50.01888888888889,,-15.4,,0,,0,,,3034479,,,AB,,,33.4,1,16,,M,,-12.6,2011,,3034479.2011.1.16,,,,0,,MEDICINE HAT,-18.2,0.3,M,2011-01-16 00:00:00
-110.72083333333333,50.01888888888889,,-16.1,,0,,0,,,3034479,,,AB,,,34.1,1,17,,M,,-15.1,2011,,3034479.2011.1.17,,,,0,,MEDICINE HAT,-17.1,0.8,M,2011-01-17 00:00:00
-110.72083333333333,50.01888888888889,,-11.7,,39,,22,,,3034479,,,AB,,,29.7,1,18,,M,,-7.7,2011,,3034479.2011.1.18,,,,0,,MEDICINE HAT,-15.6,3,M,2011-01-18 00:00:00
-110.72083333333333,50.01888888888889,,-13.2,,41,,23,,,3034479,,,AB,,,31.2,1,19,,M,,-9.8,2011,,3034479.2011.1.19,,,,0,,MEDICINE HAT,-16.5,0,M,2011-01-19 00:00:00
-110.72083333333333,50.01888888888889,,-9.4,,59,,28,,,3034479,,,AB,,,27.4,1,20,,M,,1.4,2011,,3034479.2011.1.20,,,,0,,MEDICINE HAT,-20.1,0,M,2011-01-20 00:00:00
-110.72083333333333,50.01888888888889,,-0.6,,41,,27,,,3034479,,,AB,,,18.6,1,21,,M,,3.4,2011,,3034479.2011.1.21,,,,0,,MEDICINE HAT,-4.6,0.3,M,2011-01-21 00:00:00
-110.72083333333333,50.01888888888889,,-4.8,,46,,24,,,3034479,,,AB,,,22.8,1,22,,M,,0.9,2011,,3034479.2011.1.22,,,,0,,MEDICINE HAT,-10.4,3.6,M,2011-01-22 00:00:00
